X,CH1
0,0.00E+0
1,-3.20E-2
2,0.00E+0
3,-3.20E-2
4,0.00E+0
5,-3.20E-2
6,0.00E+0
7,-3.20E-2
8,0.00E+0
9,-3.20E-2
10,-2.40E-2
11,0.00E+0
12,0.00E+0
13,-3.20E-2
14,0.00E+0
15,-3.20E-2
16,0.00E+0
17,-3.20E-2
18,0.00E+0
19,-3.20E-2
20,-2.40E-2
21,0.00E+0
22,-2.40E-2
23,0.00E+0
24,-2.40E-2
25,0.00E+0
26,0.00E+0
27,-3.20E-2
28,0.00E+0
29,-3.20E-2
30,0.00E+0
31,-3.20E-2
32,-2.40E-2
33,0.00E+0
34,0.00E+0
35,-3.20E-2
36,0.00E+0
37,-3.20E-2
38,0.00E+0
39,-3.20E-2
40,0.00E+0
41,-3.20E-2
42,0.00E+0
43,-3.20E-2
44,-2.40E-2
45,0.00E+0
46,0.00E+0
47,-3.20E-2
48,0.00E+0
49,-3.20E-2
50,-2.40E-2
51,0.00E+0
52,0.00E+0
53,-3.20E-2
54,0.00E+0
55,-3.20E-2
56,0.00E+0
57,-3.20E-2
58,0.00E+0
59,-3.20E-2
60,-2.40E-2
61,0.00E+0
62,0.00E+0
63,-3.20E-2
64,0.00E+0
65,-3.20E-2
66,0.00E+0
67,-3.20E-2
68,0.00E+0
69,-3.20E-2
70,0.00E+0
71,-3.20E-2
72,-2.40E-2
73,0.00E+0
74,0.00E+0
75,-3.20E-2
76,0.00E+0
77,-3.20E-2
78,0.00E+0
79,-3.20E-2
80,0.00E+0
81,-3.20E-2
82,0.00E+0
83,-3.20E-2
84,0.00E+0
85,-3.20E-2
86,-3.20E-2
87,0.00E+0
88,-2.40E-2
89,0.00E+0
90,-3.20E-2
91,0.00E+0
92,0.00E+0
93,-3.20E-2
94,-3.20E-2
95,0.00E+0
96,-2.40E-2
97,0.00E+0
98,-3.20E-2
99,0.00E+0
100,-2.40E-2
101,0.00E+0
102,-3.20E-2
103,0.00E+0
104,0.00E+0
105,-3.20E-2
106,0.00E+0
107,-3.20E-2
108,-3.20E-2
109,0.00E+0
110,-2.40E-2
111,0.00E+0
112,0.00E+0
113,-3.20E-2
114,-2.40E-2
115,0.00E+0
116,0.00E+0
117,-3.20E-2
118,0.00E+0
119,-3.20E-2
120,-3.20E-2
121,0.00E+0
122,0.00E+0
123,-3.20E-2
124,0.00E+0
125,-3.20E-2
126,0.00E+0
127,-3.20E-2
128,0.00E+0
129,-3.20E-2
130,0.00E+0
131,-3.20E-2
132,0.00E+0
133,-3.20E-2
134,-3.20E-2
135,0.00E+0
136,0.00E+0
137,-3.20E-2
138,-2.40E-2
139,0.00E+0
140,0.00E+0
141,-3.20E-2
142,-3.20E-2
143,0.00E+0
144,0.00E+0
145,-3.20E-2
146,0.00E+0
147,-3.20E-2
148,-3.20E-2
149,0.00E+0
150,0.00E+0
