X,CH1
462,-2.40E-2
463,4.00E-3
464,-2.40E-2
465,4.00E-3
466,-2.40E-2
467,4.00E-3
468,-2.40E-2
469,0.00E+0
470,0.00E+0
471,-2.40E-2
472,-2.40E-2
473,4.00E-3
474,0.00E+0
475,-2.40E-2
476,-2.40E-2
477,4.00E-3
478,-2.40E-2
479,4.00E-3
480,0.00E+0
481,-2.40E-2
482,-2.80E-2
483,4.00E-3
484,4.00E-3
485,-2.40E-2
486,0.00E+0
487,-2.40E-2
488,-2.40E-2
489,0.00E+0
490,4.00E-3
491,-2.40E-2
492,-2.40E-2
493,4.00E-3
494,-2.40E-2
495,4.00E-3
496,-2.40E-2
497,4.00E-3
498,-2.40E-2
499,4.00E-3
500,-2.40E-2
501,4.00E-3
502,-2.40E-2
503,4.00E-3
504,-2.40E-2
505,4.00E-3
506,-2.40E-2
507,4.00E-3
508,-2.40E-2
509,4.00E-3
510,-2.40E-2
511,4.00E-3
512,-2.40E-2
513,0.00E+0
514,-2.40E-2
515,4.00E-3
516,-2.40E-2
517,0.00E+0
518,-2.40E-2
519,0.00E+0
520,-2.40E-2
521,4.00E-3
522,-2.40E-2
523,4.00E-3
524,-2.40E-2
525,4.00E-3
526,-2.40E-2
527,0.00E+0
528,-2.40E-2
529,0.00E+0
530,0.00E+0
531,-2.40E-2
532,-2.40E-2
533,4.00E-3
534,0.00E+0
535,-2.40E-2
536,0.00E+0
537,-2.40E-2
538,-2.40E-2
539,4.00E-3
540,-2.40E-2
541,4.00E-3
542,-2.40E-2
543,4.00E-3
544,-2.40E-2
545,4.00E-3
546,-2.40E-2
547,4.00E-3
548,-2.40E-2
549,4.00E-3
550,-2.40E-2
551,4.00E-3
552,-2.40E-2
553,4.00E-3
554,-2.40E-2
555,4.00E-3
556,0.00E+0
557,-2.40E-2
558,-2.40E-2
559,4.00E-3
560,-2.40E-2
561,0.00E+0
562,-2.40E-2
563,0.00E+0
564,0.00E+0
565,-2.40E-2
566,-2.40E-2
567,0.00E+0
568,-2.40E-2
569,0.00E+0
570,-2.40E-2
571,0.00E+0
572,-2.40E-2
573,4.00E-3
574,-2.40E-2
575,4.00E-3
576,4.00E-3
577,-2.40E-2
578,-2.40E-2
579,4.00E-3
580,0.00E+0
581,-2.40E-2
582,-2.40E-2
583,8.00E-3
584,-2.40E-2
585,4.00E-3
586,-2.40E-2
587,4.00E-3
588,0.00E+0
589,-2.40E-2
590,-2.40E-2
591,0.00E+0
592,-2.40E-2
593,4.00E-3
594,-2.40E-2
595,0.00E+0
596,-2.40E-2
597,4.00E-3
598,-2.40E-2
599,0.00E+0
600,-2.40E-2
601,0.00E+0
602,-2.40E-2
603,0.00E+0
604,-2.40E-2
605,4.00E-3
606,0.00E+0
607,-2.40E-2
608,-2.40E-2
609,4.00E-3
610,0.00E+0
611,-2.40E-2
612,-2.40E-2
613,0.00E+0
614,-2.40E-2
615,0.00E+0
616,0.00E+0
617,-2.40E-2
618,0.00E+0
619,-2.40E-2
620,0.00E+0
621,-2.40E-2
622,-2.40E-2
623,4.00E-3
624,-2.40E-2
625,0.00E+0
626,0.00E+0
627,-2.40E-2
628,-2.40E-2
629,0.00E+0
630,4.00E-3
631,-2.40E-2
632,-2.40E-2
633,4.00E-3
634,-2.40E-2
635,0.00E+0
636,0.00E+0
637,-2.40E-2
638,0.00E+0
639,-2.40E-2
640,0.00E+0
641,-2.40E-2
642,0.00E+0
643,-2.40E-2
644,-2.40E-2
645,0.00E+0
646,-2.40E-2
647,4.00E-3
648,0.00E+0
649,-2.40E-2
650,-2.40E-2
651,4.00E-3
652,-2.40E-2
653,0.00E+0
654,-2.40E-2
655,4.00E-3
656,-2.40E-2
657,0.00E+0
658,-2.40E-2
659,4.00E-3
660,0.00E+0
661,-2.40E-2
662,0.00E+0
663,-2.40E-2
664,-2.40E-2
665,0.00E+0
666,-2.40E-2
667,0.00E+0
668,0.00E+0
669,-2.40E-2
670,-3.60E-2
671,1.20E-2
672,-3.60E-2
673,1.20E-2
674,-2.40E-2
675,4.00E-3
676,0.00E+0
677,-2.40E-2
678,0.00E+0
679,-2.40E-2
680,4.00E-3
681,-2.40E-2
682,-2.80E-2
683,4.00E-3
684,4.00E-3
685,-2.80E-2
686,-2.80E-2
687,4.00E-3
688,4.00E-3
689,-2.40E-2
690,8.00E-3
691,-2.40E-2
692,1.20E-2
693,-2.00E-2
694,-1.20E-2
695,2.00E-2
696,-8.00E-3
697,2.80E-2
698,0.00E+0
699,3.20E-2
700,4.00E-2
701,0.00E+0
702,8.00E-3
703,4.40E-2
704,1.20E-2
705,5.60E-2
706,2.80E-2
707,5.60E-2
708,6.80E-2
709,2.80E-2
710,4.00E-2
711,6.80E-2
712,3.60E-2
713,7.60E-2
714,8.40E-2
715,3.60E-2
716,4.80E-2
717,8.80E-2
718,9.20E-2
719,4.80E-2
720,5.60E-2
721,9.20E-2
722,5.60E-2
723,9.60E-2
724,5.60E-2
725,1.08E-1
726,6.40E-2
727,1.04E-1
728,7.60E-2
729,1.08E-1
730,7.60E-2
731,1.08E-1
732,7.20E-2
733,1.16E-1
734,7.20E-2
735,1.20E-1
736,8.00E-2
737,1.20E-1
738,8.40E-2
739,1.24E-1
740,8.80E-2
741,1.24E-1
742,1.28E-1
743,8.40E-2
744,8.40E-2
745,1.32E-1
746,1.28E-1
747,8.80E-2
748,8.80E-2
749,1.32E-1
750,1.32E-1
751,8.80E-2
752,1.32E-1
753,8.40E-2
754,9.20E-2
755,1.28E-1
756,1.28E-1
757,9.20E-2
758,8.80E-2
759,1.32E-1
760,8.80E-2
761,1.36E-1
762,1.32E-1
763,8.80E-2
764,8.80E-2
765,1.28E-1
766,8.00E-2
767,1.28E-1
768,8.00E-2
769,1.28E-1
770,8.40E-2
771,1.20E-1
772,8.00E-2
773,1.20E-1
774,1.12E-1
775,7.20E-2
776,1.08E-1
777,7.20E-2
778,6.40E-2
779,1.04E-1
780,1.00E-1
781,6.80E-2
782,6.40E-2
783,9.20E-2
784,4.80E-2
785,1.00E-1
786,5.20E-2
787,8.40E-2
788,4.00E-2
789,8.80E-2
790,4.00E-2
791,8.00E-2
792,7.20E-2
793,4.00E-2
794,6.80E-2
795,3.60E-2
796,3.20E-2
797,7.20E-2
798,2.40E-2
799,7.20E-2
800,2.40E-2
801,7.20E-2
802,3.60E-2
803,6.40E-2
804,2.80E-2
805,7.60E-2
806,4.00E-2
807,7.60E-2
808,3.60E-2
809,8.80E-2
810,4.80E-2
811,9.20E-2
812,5.60E-2
813,9.60E-2
814,6.00E-2
815,1.16E-1
816,7.60E-2
817,1.16E-1
818,8.80E-2
819,1.24E-1
820,1.04E-1
821,1.36E-1
822,1.12E-1
823,1.44E-1
824,1.20E-1
825,1.56E-1
826,1.28E-1
827,1.60E-1
828,1.40E-1
829,1.68E-1
830,1.44E-1
831,1.76E-1
832,1.52E-1
833,1.84E-1
834,1.92E-1
835,1.52E-1
836,1.64E-1
837,1.92E-1
838,1.68E-1
839,2.00E-1
840,1.72E-1
841,2.04E-1
842,1.72E-1
843,2.08E-1
844,2.12E-1
845,1.72E-1
846,1.80E-1
847,2.08E-1
848,1.76E-1
849,2.16E-1
850,1.80E-1
851,2.16E-1
852,2.08E-1
853,1.80E-1
854,1.80E-1
855,2.08E-1
856,1.68E-1
857,2.04E-1
858,2.04E-1
859,1.60E-1
860,1.96E-1
861,1.64E-1
862,1.88E-1
863,1.56E-1
864,1.36E-1
865,1.84E-1
866,1.80E-1
867,1.32E-1
868,1.68E-1
869,1.28E-1
870,1.56E-1
871,1.24E-1
872,1.08E-1
873,1.52E-1
874,1.40E-1
875,9.20E-2
876,1.16E-1
877,7.20E-2
878,6.40E-2
879,1.04E-1
880,9.60E-2
881,5.60E-2
882,5.20E-2
883,8.80E-2
884,8.80E-2
885,4.00E-2
886,7.20E-2
887,3.60E-2
888,6.40E-2
889,3.20E-2
890,6.00E-2
891,2.80E-2
892,5.60E-2
893,2.80E-2
894,2.40E-2
895,5.60E-2
896,2.80E-2
897,6.80E-2
898,3.20E-2
899,7.20E-2
900,4.00E-2
901,8.80E-2
902,8.80E-2
903,4.80E-2
904,7.20E-2
905,1.08E-1
906,8.40E-2
907,1.20E-1
908,1.00E-1
909,1.36E-1
910,1.12E-1
911,1.52E-1
912,1.32E-1
913,1.72E-1
914,1.44E-1
915,1.96E-1
916,1.56E-1
917,2.04E-1
918,1.80E-1
919,2.12E-1
920,1.92E-1
921,2.36E-1
922,2.04E-1
923,2.44E-1
924,2.12E-1
925,2.60E-1
926,2.28E-1
927,2.72E-1
928,2.44E-1
929,2.76E-1
930,2.52E-1
931,2.84E-1
932,2.88E-1
933,2.60E-1
934,2.64E-1
935,2.96E-1
936,2.72E-1
937,3.00E-1
938,2.76E-1
939,3.04E-1
940,3.00E-1
941,2.76E-1
942,2.80E-1
943,3.04E-1
944,3.12E-1
945,2.68E-1
946,2.72E-1
947,3.12E-1
948,2.64E-1
949,3.12E-1
950,2.64E-1
951,3.00E-1
952,2.56E-1
953,3.00E-1
954,2.88E-1
955,2.44E-1
956,2.80E-1
957,2.44E-1
958,2.68E-1
959,2.28E-1
960,2.56E-1
961,2.20E-1
962,2.44E-1
963,2.08E-1
964,2.32E-1
965,1.92E-1
966,1.68E-1
967,2.20E-1
968,2.00E-1
969,1.60E-1
970,1.88E-1
971,1.44E-1
972,1.28E-1
973,1.76E-1
974,1.56E-1
975,1.04E-1
976,1.40E-1
977,8.80E-2
978,1.24E-1
979,8.00E-2
980,1.12E-1
981,6.80E-2
982,9.60E-2
983,5.20E-2
984,4.40E-2
985,8.80E-2
986,3.20E-2
987,7.60E-2
988,3.60E-2
989,7.20E-2
990,6.80E-2
991,3.60E-2
992,3.20E-2
993,8.00E-2
994,4.40E-2
995,9.20E-2
996,5.20E-2
997,9.60E-2
998,7.20E-2
999,1.08E-1
1000,8.80E-2
1001,1.24E-1
1002,1.08E-1
1003,1.48E-1
1004,1.28E-1
1005,1.72E-1
1006,1.44E-1
1007,1.92E-1
1008,1.68E-1
1009,2.12E-1
1010,1.88E-1
1011,2.36E-1
1012,2.08E-1
1013,2.48E-1
1014,2.32E-1
1015,2.76E-1
1016,2.44E-1
1017,2.88E-1
