U,I_1,I_2,I_3,I_4,I_5,I_6,I_7
76.34776684267354,0.5475726944529571,2.7435168251576707,2.7862394736149607,2.4230969617279947,2.1966669249043567,2.551264907099865,4.3669774665346965
76.46731520018935,0.6159289319846214,2.850323446300896,2.7007941767003802,2.48718093441393,2.282112221818937,2.6153488797858,4.260170845391471
76.58686355770513,0.5475726944529571,2.850323446300896,2.7862394736149607,2.48718093441393,2.213755984287273,2.6153488797858,4.324254818077406
76.70641191522091,0.6244734616760794,2.7435168251576707,2.6794328524717352,2.4230969617279947,2.299201281201853,2.52990358287122,4.238809521162826
76.8259602727367,0.6330179913675374,2.8076007978436057,2.7221555009290257,2.508542258642575,2.213755984287273,2.5939875555571548,4.324254818077406
76.9455086302525,0.5475726944529571,2.7221555009290257,2.6153488797858,2.4017356374993497,2.299201281201853,2.52990358287122,4.196086872705536
77.06505698776829,0.5646617538358731,2.7862394736149607,2.7007941767003802,2.48718093441393,2.299201281201853,2.57262623132851,4.281532169620116
77.18460534528407,0.6244734616760794,2.6794328524717352,2.5939875555571548,2.4017356374993497,2.213755984287273,2.48718093441393,4.153364224248246
77.30415370279985,0.5561172241444152,2.7435168251576707,2.6580715282430902,2.4658196101852847,2.282112221818937,2.52990358287122,4.238809521162826
77.42370206031563,0.6415625210589955,2.6367102040144452,2.52990358287122,2.3803743132707047,2.213755984287273,2.4444582859566397,4.110641575790956
77.54325041783144,0.5646617538358731,2.7007941767003802,2.5939875555571548,2.4444582859566397,2.265023162436021,2.508542258642575,4.174725548476891
77.66279877534723,0.6415625210589955,2.57262623132851,2.48718093441393,2.3590129890420592,2.1966669249043567,2.4017356374993497,4.0251962788763755
77.78234713286301,0.6244734616760794,2.6367102040144452,2.551264907099865,2.4444582859566397,2.265023162436021,2.4658196101852847,4.110641575790956
77.90189549037879,0.5646617538358731,2.52990358287122,2.4444582859566397,2.3376516648134142,2.1624888061385246,2.3590129890420592,3.9183896577331496
78.0214438478946,0.5646617538358731,2.5939875555571548,2.48718093441393,2.4017356374993497,2.2308450436701888,2.4017356374993497,4.0251962788763755
78.14099220541038,0.6244734616760794,2.4658196101852847,2.4017356374993497,2.3162903405847692,2.1453997467556087,2.299201281201853,3.8543056850472146
78.26054056292617,0.5390281647614992,2.52990358287122,2.4444582859566397,2.3590129890420592,2.213755984287273,2.3590129890420592,3.9397509819617946
78.38008892044195,0.6159289319846214,2.4230969617279947,2.3590129890420592,2.265023162436021,2.1112216279897766,2.247934103053105,3.747499063903989
78.49963727795773,0.6159289319846214,2.4658196101852847,2.4017356374993497,2.3376516648134142,2.1624888061385246,2.299201281201853,3.811583036589924
78.61918563547354,0.5219391053785831,2.3590129890420592,2.3162903405847692,2.213755984287273,2.0599544498410283,2.179577865521441,3.640692442760764
78.73873399298932,0.5988398726017053,2.3590129890420592,2.3590129890420592,2.282112221818937,2.0941325686068604,2.213755984287273,3.6834150912180537
78.8582823505051,0.5304836350700411,2.0941325686068604,2.0770435092239445,2.179577865521441,1.8719747966289517,1.974509152926448,3.085298012815992
78.97783070802089,0.5817508132187893,2.128310687372693,2.1112216279897766,2.247934103053105,1.940331034160616,2.0086872716922803,3.1493819855019267
79.0973790655367,0.513394575687125,1.632727965268127,1.615638905885211,2.128310687372693,1.4447483120560503,1.5301936089706305,2.48718093441393
79.21692742305248,0.4706719272298349,1.666906084033959,1.6498170246510429,2.179577865521441,1.4960154902047984,1.5643717277364626,2.52990358287122
79.33647578056826,0.5732062835273313,1.1542343025464774,1.1542343025464774,2.0599544498410283,1.0516999462489809,1.085878065014813,1.7694404403314554
