t,R1,R2,R
0,51.435,50.707
5,51.989,51.926
10,52.922,53.137
15,53.894,53.540
20,54.910,53.925
25,56.028,55.017
30,56.926,56.053
35,57.625,57.187
40,58.059,58.252
45,58.809,59.307
50,59.712,60.437
55,60.580,61.342
60,61.512,62.333
65,63.706,63.321
70,64.017,64.285
75,64.940,65.203
80,65.924,66.121
85,66.601,67.155
90,68.292,67.968
95,69.131,68.840
100,69.220,69.220
