0	41.7945	0
1	-2.50423	4.95196
2	2.31479	5.96438
3	3.6688	1.33462
4	-19.7431	-2.45618
5	29.4009	-21.217
6	3.84627	-14.4665
7	-2.57939	-5.6304
8	-0.191123	-0.154251
9	3.17008	-1.03914
10	2.34221	-3.89088
11	-0.561339	-3.65103
12	-1.00624	-1.12912
13	1.0242	-0.377568
14	1.91381	-2.05372
15	0.493924	-3.01235
16	-0.573466	-1.73519
17	0.463548	-0.452754
18	1.7743	-1.10087
19	1.30187	-2.24941
20	0.105476	-1.79284
21	0.305599	-0.458125
22	1.4971	-0.349814
23	1.63867	-1.36239
24	0.575464	-1.54288
25	0.158564	-0.493475
26	1.01125	0.0683589
27	1.56987	-0.668041
28	0.860837	-1.29499
29	0.119193	-0.689771
30	0.582998	0.101836
31	1.39166	-0.243829
32	1.14947	-1.0541
33	0.329833	-0.887411
34	0.389068	-0.0251257
35	1.22944	0.0763954
36	1.41361	-0.672333
37	0.673407	-0.881958
38	0.335764	-0.121749
39	0.989325	0.356628
40	1.48168	-0.18361
41	0.949564	-0.702851
42	0.312891	-0.222385
43	0.654999	0.474346
44	1.34082	0.223924
45	1.14369	-0.487322
46	0.392258	-0.381032
47	0.392258	0.381032
48	1.14369	0.487322
49	1.34082	-0.223924
50	0.654999	-0.474346
51	0.312891	0.222385
52	0.949564	0.702851
53	1.48168	0.18361
54	0.989325	-0.356628
55	0.335764	0.121749
56	0.673407	0.881958
57	1.41361	0.672333
58	1.22944	-0.0763954
59	0.389068	0.0251257
60	0.329833	0.887411
61	1.14947	1.0541
62	1.39166	0.243829
63	0.582998	-0.101836
64	0.119193	0.689771
65	0.860837	1.29499
66	1.56987	0.668041
67	1.01125	-0.0683589
68	0.158564	0.493475
69	0.575464	1.54288
70	1.63867	1.36239
71	1.4971	0.349814
72	0.305599	0.458125
73	0.105476	1.79284
74	1.30187	2.24941
75	1.7743	1.10087
76	0.463548	0.452754
77	-0.573466	1.73519
78	0.493924	3.01235
79	1.91381	2.05372
80	1.0242	0.377568
81	-1.00624	1.12912
82	-0.561339	3.65103
83	2.34221	3.89088
84	3.17008	1.03914
85	-0.191123	0.154251
86	-2.57939	5.6304
87	3.84627	14.4665
88	29.4009	21.217
89	-19.7431	2.45618
90	3.6688	-1.33462
91	2.31479	-5.96438
92	-2.50423	-4.95196
