t,R1,R2,R3,R4
0.000000,28.023191,27.761166,26.984490,26.354582
1.418962,30.031361,28.955671,27.435216,26.703269
2.842254,32.019395,30.183994,27.960627,27.022045
4.260115,33.922595,31.393512,28.500358,27.357405
5.681347,35.796160,32.558720,28.989985,27.713199
7.106995,37.518023,33.675189,29.491203,28.011066
8.533344,39.104230,34.696803,29.973753,28.296116
9.950742,40.550894,35.638151,30.391183,28.542137
11.376317,41.925578,36.569500,30.814760,28.813610
12.792655,43.283281,37.424099,31.235498,29.032774
14.216984,44.481420,38.235056,31.602508,29.256223
15.641884,45.622366,39.003247,31.962733,29.471171
17.058422,46.753620,39.775730,32.335167,29.664256
18.483858,47.761350,40.459609,32.657679,29.809188
19.901083,48.771843,41.131054,32.968748,29.997920
21.332411,49.715822,41.777218,33.287949,30.159760
22.750181,50.613971,42.422911,33.617886,30.351086
24.166477,51.411695,42.972677,33.870046,30.474884
25.591465,52.210585,43.550873,34.143387,30.586332
27.015750,52.957969,44.065988,34.423643,30.733563
28.432447,53.683150,44.550967,34.666192,30.867421
29.854027,54.378608,45.042197,34.935654,30.994739
31.278995,54.985778,45.473602,35.130624,31.077105
32.703450,55.643478,45.954590,35.384323,31.206289
34.120675,56.183594,46.379342,35.581350,31.305664
35.547515,56.780125,46.781618,35.808802,31.414080
36.964109,57.308163,47.151127,35.999764,31.500533
38.393090,57.838893,47.530358,36.174789,31.583891
39.808722,58.296888,47.873196,36.371803,31.670102
41.233521,58.730633,48.203526,36.525997,31.763922
42.650671,59.181114,48.529651,36.717646,31.842516
44.074258,59.605253,48.867886,36.887567,31.922300
45.500375,60.001662,49.166788,37.000467,31.978206
46.919140,60.418051,49.473290,37.231349,32.081834
48.343037,60.795228,49.766175,37.359358,32.170141
49.760107,61.147899,50.014995,37.483403,32.210179
51.187467,61.479386,50.286344,37.634288,32.272767
52.605266,61.828612,50.537188,37.771084,32.339594
54.049352,62.168892,50.801670,37.903719,32.416996
55.466748,62.458758,51.030719,38.032922,32.450382
56.890508,62.769574,51.249257,38.157334,32.516754
58.307192,63.042251,51.471080,38.287458,32.566802
59.730528,63.311828,51.636528,38.367523,32.617387
61.157038,63.570833,51.860900,38.476698,32.682688
62.571146,63.791639,52.040488,38.560450,32.703387
63.995367,64.008382,52.215951,38.702839,32.746125
65.418292,64.235680,52.401792,38.789914,32.783584
66.842562,64.452824,52.572408,38.874599,32.802512
68.266242,64.699783,52.763359,38.972940,32.883648
69.683797,64.927736,52.928276,39.041397,32.913347
71.105813,65.090875,53.068554,39.135970,32.957064
72.529561,65.300731,53.219899,39.227843,33.008192
73.953360,65.483458,53.331590,39.281712,32.995974
75.372522,65.669202,53.510528,39.396546,33.076369
76.798853,65.807121,53.636130,39.456580,33.062129
78.216679,66.022729,53.797011,39.547005,33.159259
79.642138,66.171315,53.910128,39.607884,33.143134
81.058853,66.345071,54.024274,39.679835,33.181509
82.484455,66.478481,54.134271,39.735268,33.213741
83.903838,66.643846,54.287129,39.818001,33.244185
85.327502,66.785547,54.376933,39.877226,33.255878
86.745754,66.932179,54.506232,39.951663,33.307389
88.170096,67.051725,54.591052,39.971276,33.290450
89.588439,67.194995,54.723107,40.060392,33.351789
91.012601,67.325306,54.839259,40.100024,33.363894
92.438412,67.428198,54.936616,40.164817,33.392767
93.854895,67.598875,55.040298,40.232045,33.432857
95.274312,67.694896,55.104187,40.270123,33.409810
96.698563,67.825781,55.210384,40.296855,33.450258
98.123040,67.938724,55.317175,40.372311,33.467881
99.547188,68.080601,55.406441,40.440169,33.522894
100.960339,68.199895,55.488909,40.465656,33.552880
102.382255,68.282024,55.569903,40.536352,33.579037
103.807333,68.357178,55.616891,40.560244,33.570150
105.230129,68.405108,55.676529,40.587189,33.559301
106.656166,68.478860,55.758196,40.654057,33.616088
108.071843,68.571813,55.827378,40.705351,33.639144
109.497174,68.641721,55.884419,40.734172,33.616870
110.921101,68.664353,55.921235,40.749874,33.642458
112.338082,68.756510,56.036704,40.817124,33.674812
113.761277,68.833462,56.105797,40.854297,33.725401
115.188290,68.892809,56.128711,40.873367,33.687728
116.605700,68.990728,56.221037,40.946262,33.738239
118.033481,69.063189,56.290381,40.990959,33.767499
119.454483,69.125609,56.324376,41.012838,33.769470
120.874898,69.178072,56.381166,41.033735,33.766766
122.292971,69.250080,56.438616,41.071628,33.789588
123.718966,69.317779,56.531231,41.114950,33.822058
125.130394,69.384446,56.588491,41.170777,33.847914
126.546496,69.417208,56.619833,41.155510,33.817707
127.963186,69.459484,56.697400,41.206902,33.870787
129.387503,69.530258,56.731615,41.217250,33.863361
130.812446,69.643135,56.805867,41.291051,33.906091
132.229348,69.671542,56.870543,41.304721,33.912152
133.652793,69.699731,56.885342,41.308199,33.897296
135.076796,69.754696,56.956990,41.363477,33.935941
136.501314,69.832655,57.002976,41.410420,33.936254
137.918632,69.907620,57.067426,41.416634,33.954053
139.343073,69.968136,57.111815,41.436132,33.973846
140.760348,70.027576,57.147640,41.478039,33.976866
142.183932,70.083936,57.205345,41.500404,33.999113
143.609091,70.130423,57.256454,41.558521,34.026409
145.027278,70.193299,57.284829,41.580077,34.023479
146.452450,70.251189,57.341029,41.597733,34.033135
147.868176,70.292710,57.387055,41.614408,34.060176
149.293463,70.349854,57.432835,41.654819,34.100288
150.718704,70.362671,57.436742,41.648891,34.068078
152.137209,70.416379,57.517628,41.733189,34.110028
153.561027,70.429243,57.517633,41.694734,34.094410
154.985247,70.499771,57.572733,41.732090,34.104776
156.402712,70.531084,57.605672,41.773745,34.101590
157.828202,70.572062,57.636222,41.768599,34.114283
159.243331,70.644814,57.711592,41.786148,34.147727
160.668224,70.669640,57.740083,41.829101,34.155512
162.091568,70.715127,57.796746,41.865369,34.192346
163.509821,70.781864,57.840954,41.890604,34.204653
164.933570,70.798955,57.842665,41.887393,34.216092
166.367772,70.862181,57.866618,41.906669,34.233830
167.790187,70.900758,57.904806,41.933841,34.236162
169.216873,70.909728,57.919692,41.942861,34.222816
170.641300,70.941713,57.950692,41.996087,34.256206
172.058453,70.917878,57.913129,41.940615,34.219155
173.481570,70.959755,57.942418,41.995242,34.224112
174.905779,70.992637,57.992314,42.010071,34.257089
176.323122,70.991065,58.015259,42.022882,34.270561
177.743248,71.033887,58.050338,42.059061,34.258165
179.169625,71.067715,58.090238,42.067657,34.270571
180.595001,71.081632,58.128598,42.076929,34.277234
182.017547,71.086393,58.141363,42.121292,34.311277
183.433196,71.123595,58.172441,42.121247,34.316743
184.854019,71.113942,58.177460,42.119642,34.281585
186.276706,71.159798,58.231423,42.157673,34.325732
187.707578,71.159205,58.254483,42.170157,34.333822
189.126241,71.188247,58.279395,42.177772,34.340181
190.542879,71.168651,58.266783,42.189625,34.337985
191.966032,71.227291,58.313234,42.223076,34.346711
