"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.642605112E0,3.490329487E-3,1.443749070E-1,-1.050105667E1,1.050204968E1
1.661923631E0,-9.120330215E-1,2.372057363E-2,-1.409220314E1,1.412170515E1
1.681262106E0,-6.864885092E-1,7.309569418E-2,-1.157690907E1,1.159747528E1
1.700586756E0,4.602765739E-1,9.298121184E-2,-4.118535519E0,4.145218311E0
1.719898412E0,1.215040684E0,-9.481840581E-2,5.483838558E0,5.617632929E0
1.739249125E0,1.293374062E0,-1.404387802E-1,1.199857807E1,1.206890282E1
1.758551008E0,1.348030925E0,-3.131124377E-2,1.249403381E1,1.256658461E1
1.777868512E0,1.529513955E0,-3.825693950E-2,9.158671379E0,9.285587648E0
1.797197523E0,1.406905651E0,-1.144112721E-1,2.465137482E0,2.840664756E0
1.816546030E0,5.885624886E-1,5.459311232E-2,-6.605717182E0,6.632110200E0
1.835770990E0,-6.599484086E-1,9.387844801E-2,-1.275876427E1,1.277616573E1
1.855088494E0,-9.488649368E-1,8.089365810E-2,-1.289771748E1,1.293282663E1
1.874406126E0,-1.454584301E-1,1.031546369E-1,-7.551398754E0,7.553503967E0
1.893748974E0,8.350598216E-1,-2.162085846E-2,1.124743581E0,1.401014093E0
1.913066478E0,1.168820024E0,-1.982564330E-1,9.363070488E0,9.437824687E0
1.932390126E0,1.065529108E0,-2.122556120E-1,9.378609657E0,9.441330617E0
1.951733102E0,1.457255125E0,6.653130520E-3,1.066519928E1,1.076429805E1
1.971050734E0,1.219052672E0,-6.433605403E-2,5.773186684E0,5.900840028E0
1.990368366E0,1.749739528E0,-7.760693878E-2,5.732524395E0,5.994117716E0
2.009721631E0,-2.112720013E-1,9.261334687E-2,-1.024231339E1,1.024491076E1
2.029062575E0,-8.400990367E-1,2.922702394E-2,-1.285486507E1,1.288232031E1
2.048380207E0,-3.327638507E-1,8.605827391E-2,-9.983444214E0,9.989359148E0
2.067697711E0,7.256602049E-1,7.977701724E-2,-2.876658201E0,2.967845938E0
2.087015215E0,1.284433007E0,-1.043069735E-1,5.855191708E0,5.995324681E0
2.106358191E0,1.222787142E0,-1.338395625E-1,1.125637531E1,1.132338759E1
2.125676646E0,1.150477648E0,-5.898333713E-2,1.140337467E1,1.146141491E1
2.144994150E0,1.163915396E0,-6.130100042E-2,7.974264622E0,8.058992066E0
2.164311910E0,9.648387432E-1,-5.583519489E-2,1.346954584E0,1.657805182E0
2.183654758E0,2.141343355E-1,1.062090322E-1,-6.849009037E0,6.853178727E0
2.202972518E0,-7.840819955E-1,6.038640440E-2,-1.191657639E1,1.194249655E1
2.222293726E0,-7.536020875E-1,1.771229319E-2,-1.143999863E1,1.146480695E1
2.241636702E0,1.906674057E-1,9.551192075E-2,-6.180753231E0,6.184431024E0
2.260954334E0,7.575578690E-1,-1.193049364E-2,1.848957181E0,1.998168891E0
2.280272094E0,1.025638461E0,-1.367696375E-1,8.963241577E0,9.022767855E0
2.299589598E0,1.119107366E0,-8.572413027E-2,1.138422298E1,1.143941794E1
2.318907358E0,1.296087980E0,-2.134829201E-2,9.578619003E0,9.665932020E0
2.338273385E0,1.264533758E0,-8.573213965E-2,4.602218628E0,4.773553386E0
2.357590889E0,7.219266295E-1,1.121352986E-2,-3.130163670E0,3.212355584E0
2.376908393E0,-1.963215917E-1,1.038261205E-1,-9.805924416E0,9.808439003E0
2.396251753E0,-8.048028350E-1,4.771041125E-2,-1.169923592E1,1.172698192E1
2.415569257E0,-4.944156706E-1,5.641067401E-2,-8.713713646E0,8.727911235E0
2.434891602E0,3.449077010E-1,2.928454801E-2,-1.972794056E0,2.002931675E0
2.454246399E0,9.729754925E-1,-1.056539416E-1,5.985708714E0,6.065191907E0
2.473564178E0,1.114342690E0,-8.046226203E-2,1.056367397E1,1.062259110E1
2.492883781E0,1.195861220E0,-2.887995355E-2,1.045305634E1,1.052127867E1
2.512199890E0,9.941338897E-1,-8.975534886E-2,6.972526073E0,7.043612572E0
2.531530163E0,7.049120069E-1,-4.712396860E-2,5.006408691E-1,8.658884949E-1
2.550866684E0,2.313758433E-2,9.093502164E-2,-6.862615585E0,6.863257040E0
2.570184062E0,-7.406904697E-1,7.800175995E-2,-1.104551506E1,1.107059662E1
2.589509758E0,-6.309141517E-1,3.683941439E-2,-1.022857761E1,1.024808323E1
2.608856844E0,2.134170681E-1,5.947586149E-2,-5.116408348E0,5.121202848E0
2.628176626E0,8.906570077E-1,-2.393377014E-2,2.293550491E0,2.460531769E0
2.647491963E0,1.003619909E0,-1.081646383E-1,8.547609329E0,8.607007480E0
2.666833601E0,9.733988643E-1,-8.191304654E-2,1.053317356E1,1.057837229E1
2.686157463E0,1.023554802E0,-4.147259891E-2,8.649126053E0,8.709578973E0
2.705480330E0,9.302049279E-1,-3.236662224E-2,3.703571320E0,3.818739232E0
2.724820615E0,3.685223162E-1,4.728148505E-2,-3.519124985E0,3.538684063E0
2.744130101E0,-3.746171594E-1,9.617676586E-2,-9.288870811E0,9.296919325E0
2.763450003E0,-7.507499456E-1,1.135029178E-2,-1.065062046E1,1.067705346E1
2.782799632E0,-2.400435954E-1,4.130134359E-2,-7.612749100E0,7.616644641E0
2.802117504E0,5.493093729E-1,4.450351000E-2,-1.331906080E0,1.441421228E0
2.821428591E0,8.554899693E-1,-5.653768405E-2,5.874451637E0,5.936686082E0
2.840769186E0,9.920916557E-1,-8.165248483E-2,9.915662766E0,9.965504556E0
2.860091049E0,1.100582123E0,-8.248607069E-2,9.667746544E0,9.730539975E0
2.879411255E0,1.097048998E0,-7.552281767E-2,6.100451469E0,6.198768291E0
2.898758269E0,8.012707233E-1,-2.107173577E-2,-1.405679137E-1,8.137801475E-1
2.918067137E0,7.077488303E-2,9.806572646E-2,-6.728096485E0,6.729183330E0
2.937410300E0,-7.288687825E-1,5.394712463E-2,-1.022861195E1,1.025468977E1
2.956727967E0,-6.953514218E-1,4.278278723E-2,-9.206057549E0,9.232379951E0
2.976050203E0,2.153602056E-2,7.166551054E-2,-4.287718773E0,4.288371721E0
2.995388062E0,6.278075576E-1,-1.853688248E-2,2.612444162E0,2.686884896E0
3.014701579E0,8.172110319E-1,-1.036386043E-1,8.149010658E0,8.190540247E0
3.034039684E0,9.491220117E-1,-7.105811685E-2,9.799495697E0,9.845608044E0
3.053362784E0,1.083318949E0,-2.392431721E-2,7.806928635E0,7.881769283E0
3.072686730E0,9.839890599E-1,-4.064317420E-2,2.949111223E0,3.109203008E0
3.092010190E0,1.202414870E0,-4.937057942E-2,2.937369585E0,3.174331277E0
3.111349423E0,5.345307589E-1,4.127042834E-3,-3.704292297E0,3.742662366E0
3.130665279E0,-6.743417382E-1,5.608595535E-2,-9.792865753E0,9.816216281E0
3.149972273E0,-1.941240132E-1,8.534858376E-2,-6.699157715E0,6.702513156E0
3.169321689E0,4.603967667E-1,1.849310659E-2,-8.259014487E-1,9.457380085E-1
3.188642519E0,8.552204967E-1,-1.006325707E-1,5.692491531E0,5.757255322E0
3.207958716E0,9.483122826E-1,-7.753444463E-2,9.251130104E0,9.299930966E0
3.227302864E0,9.247418046E-1,-3.068792075E-2,8.910159111E0,8.958070358E0
3.246615645E0,8.362330198E-1,-3.841060400E-2,5.364753723E0,5.429672508E0
3.265932056E0,4.843025208E-1,-2.865982987E-2,-5.124514699E-1,7.056747313E-1
3.285278412E0,-1.498590708E-1,7.712388039E-2,-6.494378090E0,6.496564677E0
3.304593952E0,-6.896677613E-1,5.670775846E-2,-9.534100533E0,9.559180423E0
3.323904890E0,-5.190581679E-1,4.371939227E-2,-8.321543694E0,8.337830786E0
3.343253926E0,1.786872447E-1,2.434978075E-2,-3.668946981E0,3.673376375E0
3.362563638E0,7.369543314E-1,-3.984963149E-2,2.704758883E0,2.803642326E0
3.381884687E0,8.865756989E-1,-7.521886379E-2,7.670232773E0,7.721667251E0
3.401224714E0,8.925526738E-1,-3.021917306E-2,9.125169754E0,9.168766903E0
3.420537920E0,9.369190931E-1,-6.631954759E-2,7.121224403E0,7.182900018E0
3.439790426E0,8.253374100E-1,-7.072831690E-2,2.375884295E0,2.516149939E0
3.459108186E0,2.997368276E-1,2.321284823E-2,-3.756050348E0,3.768062529E0
3.478425818E0,-3.407039046E-1,9.884639084E-2,-8.199231148E0,8.206902045E0
3.497768794E0,-6.908214688E-1,4.501509666E-2,-8.975116730E0,9.001776545E0
3.517086554E0,-3.409447074E-1,5.201539770E-2,-5.929841042E0,5.939862260E0
3.536417536E0,2.360016853E-1,-7.047774852E-4,-4.429331124E-1,5.018834867E-1
3.555734912E0,6.408698559E-1,-4.953476787E-2,5.419706345E0,5.457690421E0
3.575052416E0,8.001368046E-1,-6.979896873E-2,8.608983994E0,8.646368961E0
3.594432318E0,9.309663773E-1,-5.578623712E-2,8.238658905E0,8.291279217E0
3.613749694E0,9.328615665E-1,-2.694304101E-2,4.787091255E0,4.877212248E0
3.633078182E0,5.876510739E-1,-1.121647563E-2,-8.081361651E-1,9.992715624E-1
3.652418410E0,-1.030902714E-1,6.030371040E-2,-6.182651043E0,6.183804497E0
3.671735658E0,-3.344457597E-2,5.910605192E-2,-6.183323383E0,6.183696316E0
3.691052650E0,-7.551220059E-1,1.897172257E-2,-8.797778130E0,8.830145479E0
3.710395114E0,1.590483487E-1,5.299894139E-2,-3.218044043E0,3.222407908E0
3.729705645E0,6.793519855E-1,-1.442142110E-2,2.691408634E0,2.775861584E0
3.749022637E0,7.760287523E-1,-9.137050062E-2,7.258578300E0,7.300515608E0
3.768365101E0,7.643100023E-1,-8.375556022E-2,8.565705299E0,8.600144885E0
3.787682093E0,7.435532212E-1,-5.627395213E-2,6.532595158E0,6.575016171E0
3.807024429E0,5.808602571E-1,-1.343435957E-3,1.965293646E0,2.049336370E0
3.826346169E0,7.084431499E-2,2.864236757E-2,-3.682632446E0,3.683425177E0
3.845666238E0,-4.361457229E-1,3.366333246E-2,-7.626326084E0,7.638861555E0
3.864986427E0,-6.039303541E-1,1.950955018E-2,-8.267050743E0,8.289103720E0
3.884325870E0,-1.376127601E-1,7.624687999E-2,-5.375714779E0,5.378016385E0
3.903638932E0,3.923125267E-1,1.876531914E-2,-2.376295030E-1,4.590523244E-1
3.922981140E0,6.763430834E-1,-7.932764292E-2,5.131433964E0,5.176422255E0
3.942293462E0,7.381777763E-1,-9.481093287E-2,8.056437492E0,8.090740424E0
3.961616698E0,7.729496956E-1,-4.424143583E-2,7.604371071E0,7.643681568E0
3.980958650E0,8.311510682E-1,-1.617323048E-2,4.281439304E0,4.361398421E0
4.000277736E0,4.700684249E-1,-1.193529088E-2,-9.167223573E-1,1.030284745E0
4.019618277E0,-1.512385607E-1,2.064874209E-2,-5.841628075E0,5.843621996E0
4.038937261E0,-6.123409271E-1,3.309466317E-2,-8.144248009E0,8.167302633E0
4.058272286E0,-5.106797814E-1,6.274002045E-2,-6.914656639E0,6.933772897E0
4.077586783E0,-8.492843807E-2,3.164645284E-2,-2.853585005E0,2.855023943E0
4.096930953E0,4.291412234E-1,-4.015988857E-2,2.609125376E0,2.644486762E0
4.116246880E0,6.690496802E-1,-8.230090141E-2,6.800145626E0,6.833475064E0
4.135578143E0,7.752202153E-1,-3.125419468E-2,7.956574440E0,7.994311729E0
4.154894041E0,8.091332912E-1,-4.329069704E-2,5.998055458E0,6.052539966E0
4.174206858E0,6.200845242E-1,-3.451098874E-2,1.707709193E0,1.817131397E0
4.193552180E0,1.473316550E-1,9.806893766E-3,-3.536943436E0,3.540024246E0
4.212864227E0,-3.573961258E-1,6.046519056E-2,-7.122513771E0,7.131731238E0
4.232177693E0,-3.608355522E-1,6.051230431E-2,-7.122469902E0,7.131861015E0
4.251514885E0,-1.453866512E-1,4.943634942E-2,-4.925593376E0,4.927986540E0
4.270831109E0,3.301476836E-1,-2.274543978E-2,-1.145367846E-1,3.501906953E-1
4.290149915E0,6.405843496E-1,-6.842466444E-2,4.829893589E0,4.872668912E0
4.309486775E0,7.064375877E-1,-4.281948507E-2,7.507178783E0,7.540465560E0
4.328731563E0,6.885446310E-1,-3.208291531E-2,7.082218170E0,7.115682485E0
4.348047787E0,5.757893920E-1,-4.438658804E-2,3.938949108E0,3.981058109E0
4.367389227E0,2.413900197E-1,-3.597379103E-2,-9.492468834E-1,9.801188198E-1
4.386705451E0,-2.467313558E-1,4.978956282E-2,-5.471055984E0,5.476842973E0
4.406021547E0,-5.503830910E-1,6.021853164E-2,-7.530906677E0,7.551231899E0
4.425362987E0,-3.694919348E-1,4.769669846E-2,-6.358125687E0,6.369031442E0
4.444672494E0,5.957369134E-2,-1.208278234E-3,-2.603004217E0,2.603686125E0
4.463988590E0,4.981813431E-1,-3.224093840E-2,2.431828737E0,2.482542071E0
4.483329902E0,6.546952128E-1,-5.596017838E-2,6.326022625E0,6.360056573E0
4.502645998E0,6.776334047E-1,-4.571330175E-2,7.425654411E0,7.456649393E0
4.521961838E0,6.299386024E-1,-5.943311006E-2,5.599410057E0,5.635046400E0
4.541310720E0,5.766711235E-1,-3.685119003E-2,1.503571987E0,1.610787483E0
4.560652160E0,1.078657508E-1,2.252313867E-2,-3.331839085E0,3.333660750E0
4.579968128E0,-3.574521542E-1,6.032174081E-2,-6.631570339E0,6.641470915E0
4.599284224E0,-5.991358161E-1,2.063297853E-2,-7.079735756E0,7.105071978E0
4.618625536E0,-3.295264840E-1,2.531441115E-2,-4.564621449E0,4.576570495E0
4.637942466E0,1.506867260E-1,2.022879384E-2,-6.237228215E-2,1.643350086E-1
4.657258562E0,4.891640842E-1,-3.038232587E-2,4.511744022E0,4.538285878E0
4.676599874E0,6.284749508E-1,-4.623043537E-2,7.014780045E0,7.043028971E0
4.695915970E0,6.886411905E-1,-6.033639982E-2,6.620487690E0,6.656479882E0
4.715231938E0,6.598433256E-1,-3.477827832E-2,3.626133442E0,3.685844066E0
4.734573378E0,3.458777666E-1,1.216252055E-2,-9.290250540E-1,9.913964430E-1
4.753889346E0,-1.515809447E-1,4.711306840E-2,-5.104735374E0,5.107202724E0
4.773205442E0,-5.169532895E-1,3.328406811E-2,-6.971655846E0,6.990875036E0
4.792546754E0,-4.589228332E-1,2.214752138E-2,-5.877636433E0,5.895567039E0
4.811862850E0,-9.710378945E-2,2.875567973E-2,-2.403310537E0,2.405443322E0
4.831178818E0,-2.545649409E-1,3.281693533E-2,-2.391723394E0,2.405456517E0
4.850526267E0,1.882211417E-1,-4.003529903E-3,2.276673079E0,2.284443813E0
4.869861482E0,6.299538612E-1,-6.050020084E-2,6.958520412E0,6.987238973E0
4.889177450E0,5.737797618E-1,-4.765753075E-2,5.201720238E0,5.233487163E0
4.908503194E0,3.784126043E-1,-8.583207615E-3,1.377360940E0,1.428423232E0
4.927850920E0,-2.817255445E-2,1.176448353E-2,-3.081377745E0,3.081528988E0
4.947165653E0,-4.028525352E-1,3.365015239E-2,-6.166976452E0,6.180212056E0
4.966481321E0,-4.935534000E-1,1.973703131E-2,-6.576312542E0,6.594836704E0
4.985819719E0,-1.804675013E-1,4.957117885E-2,-4.269656181E0,4.273755927E0
5.005136848E0,2.679819465E-1,1.519986149E-2,-8.677068353E-2,2.820895442E-1
5.024457179E0,5.134720802E-1,-7.319049537E-2,4.186171055E0,4.218179527E0
5.043792528E0,5.788058639E-1,-8.673030883E-2,6.532753944E0,6.558918544E0
5.063108907E0,5.862749815E-1,-4.782845452E-2,6.162631512E0,6.190640764E0
5.082427609E0,4.849209487E-1,-7.603726815E-3,3.377583504E0,3.412224563E0
5.101773055E0,1.760745645E-1,1.566197141E-3,-8.668540120E-1,8.845567157E-1
5.121087419E0,-1.681163013E-1,6.963357329E-3,-4.736225605E0,4.739213496E0
5.140415487E0,-4.963244498E-1,2.020584606E-2,-6.480611801E0,6.499621185E0
5.159751445E0,-4.405532777E-1,3.596451506E-2,-5.509058475E0,5.526762698E0
5.179071308E0,-1.133442000E-1,2.817069553E-2,-2.239692450E0,2.242735554E0
5.198325329E0,2.632182539E-1,-3.370711580E-2,2.100145578E0,2.116844697E0
5.217641681E0,4.909087121E-1,-6.043225154E-2,5.495233059E0,5.517447761E0
5.236967511E0,6.247242093E-1,-6.235732138E-2,6.461036682E0,6.491468538E0
5.256283991E0,6.313961744E-1,-4.932473600E-2,4.835269928E0,4.876569423E0
5.275625815E0,4.320927262E-1,-2.606503852E-2,1.272561431E0,1.344171159E0
5.294942167E0,6.034024432E-2,8.249380626E-3,-2.880724907E0,2.881368596E0
5.314258519E0,-3.442580700E-1,4.659985751E-2,-5.744842052E0,5.755336252E0
5.333574999E0,-4.820008278E-1,3.416190669E-2,-6.111093044E0,6.130167211E0
5.352924953E0,-2.891061902E-1,2.446983382E-2,-3.950308084E0,3.960948766E0
5.372241305E0,8.416496962E-2,-2.348652110E-2,-4.997812957E-2,1.006636589E-1
5.391557913E0,3.752569258E-1,-4.741181433E-2,3.920802832E0,3.939005012E0
5.410899865E0,3.125148118E-1,-4.790268838E-2,3.927531481E0,3.940236504E0
5.430253143E0,5.695781708E-1,-3.590095788E-2,6.105485916E0,6.132101307E0
5.449573146E0,4.177596271E-1,-5.000910908E-2,3.144725800E0,3.172747133E0
5.468912013E0,1.309596151E-1,-4.049597681E-2,-8.257260919E-1,8.370268357E-1
5.488253965E0,-2.517676353E-1,2.148840018E-2,-4.447105885E0,4.454278779E0
5.507570573E0,-4.372582138E-1,6.009591743E-2,-6.071453094E0,6.087474759E0
5.526912653E0,-3.245729208E-1,4.769013822E-2,-5.129823685E0,5.140302809E0
5.546238966E0,1.795620099E-2,-1.632880419E-2,-2.042412996E0,2.042557197E0
5.565555702E0,3.444671631E-1,-3.695856780E-2,2.007676840E0,2.037348732E0
5.584872566E0,5.118716955E-1,-6.148337945E-2,5.146593094E0,5.172350850E0
5.604214774E0,5.258028507E-1,-3.586880863E-2,6.052824974E0,6.075725913E0
5.623531510E0,4.687933326E-1,-3.654302284E-2,4.529747009E0,4.554087236E0
5.642851951E0,2.806777954E-1,-3.844805062E-2,1.172208667E0,1.205956648E0
5.662194287E0,-6.935536861E-2,1.018357929E-2,-2.712313652E0,2.713219346E0
5.681511023E0,-3.199241757E-1,4.646720737E-2,-5.376323223E0,5.386033984E0
5.700839262E0,-4.213028252E-1,3.316475078E-2,-5.703047276E0,5.718683782E0
5.720163977E0,-2.909522355E-1,1.016935520E-2,-3.636223555E0,3.647859421E0
5.739506990E0,6.020689756E-2,-1.090324949E-2,1.786340401E-2,6.374050961E-2
5.758824010E0,3.539874256E-1,-3.518272191E-2,3.714486837E0,3.731481929E0
5.778135602E0,5.135408640E-1,-3.654825687E-2,5.724288464E0,5.747394054E0
5.797459270E0,5.547662377E-1,-6.433509290E-2,5.387407780E0,5.416277981E0
5.816772084E0,4.770801365E-1,-5.249610543E-2,2.902596235E0,2.942010571E0
5.836113732E0,2.132400870E-1,-3.710597055E-3,-8.318578601E-1,8.587622504E-1
5.855438831E0,-1.657876968E-1,6.003845483E-2,-4.217105865E0,4.220790454E0
5.874754756E0,-4.220778346E-1,4.660772532E-2,-5.661775589E0,5.677677765E0
5.894105400E0,-4.193862081E-1,8.251572028E-3,-4.730799675E0,4.749359793E0
5.913427649E0,-1.125066504E-1,-1.432574447E-2,-1.816604614E0,1.820141560E0
5.932741973E0,2.061560303E-1,-2.322449535E-2,1.948036432E0,1.959052227E0
5.952068802E0,1.167042330E-1,-2.235733718E-2,1.956663847E0,1.960268639E0
5.971406112E0,4.171777964E-1,-2.328941412E-2,4.837597847E0,4.855608370E0
5.990724940E0,4.366552234E-1,-5.129459128E-2,4.214278221E0,4.237149967E0
6.010040768E0,2.485673875E-1,-3.982197121E-2,1.035351753E0,1.065516207E0
6.029389646E0,-7.865550369E-2,2.275845408E-2,-2.616509199E0,2.617790103E0
6.048713630E0,-3.338175714E-1,3.264261037E-2,-5.047796726E0,5.058927900E0
6.068025705E0,-4.094639122E-1,1.930820569E-2,-5.279968262E0,5.295856715E0
