"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.183689470E-1,-3.069441393E-2,-2.790644579E-2,8.726183772E-1,8.736038856E-1
6.376822910E-1,-4.307568073E-2,5.627981387E-3,1.505279541E-1,1.566711633E-1
6.570211710E-1,-2.458317392E-2,7.541575283E-2,-2.591332495E-1,2.710016775E-1
6.763345150E-1,4.280051216E-2,3.592033312E-2,5.416715145E-1,5.445458510E-1
6.956732670E-1,4.842085764E-2,3.719671443E-2,5.404752493E-1,5.439132928E-1
7.149867390E-1,5.070075393E-2,-3.606493026E-2,8.912964463E-1,8.934655007E-1
7.343060990E-1,-6.449484825E-2,1.129534002E-2,-4.887264073E-1,4.930929642E-1
7.536613610E-1,-2.557784691E-2,2.532269619E-2,5.361182988E-2,6.457316392E-2
7.729749610E-1,-2.204951830E-2,7.121132803E-4,1.073558405E-1,1.095991097E-1
7.923225160E-1,-3.388481215E-2,5.217493325E-2,-5.166670680E-1,5.203991385E-1
8.116322520E-1,-5.073421448E-2,2.081581578E-2,-4.858907759E-1,4.889755667E-1
8.309620760E-1,-3.042922355E-2,-3.400768340E-2,2.675046623E-1,2.713691296E-1
8.502829370E-1,1.163370069E-2,-4.568261653E-2,3.956343532E-1,3.984329126E-1
8.696225160E-1,-2.096838504E-2,2.337655984E-2,-3.191354275E-1,3.206767185E-1
8.889258350E-1,4.997688346E-3,7.530090213E-2,-5.277543664E-1,5.331227570E-1
9.082672270E-1,4.579513520E-2,1.640212722E-2,-2.514161170E-2,5.475696142E-2
9.275958040E-1,4.209763184E-2,-3.877044097E-2,2.199090868E-1,2.272341615E-1
9.469103620E-1,-1.180885956E-1,-7.821886800E-3,-4.047115147E-1,4.216604184E-1
9.662407020E-1,1.224399284E-1,3.335074335E-2,-3.526717126E-1,3.748081443E-1
9.855547500E-1,3.265699446E-1,5.491770431E-2,7.408773899E-1,8.115190631E-1
1.004868798E0,9.638498425E-1,-6.143159047E-2,3.121288300E0,3.267295672E0
1.024218302E0,1.430306673E0,-1.018208712E-1,8.565747261E0,8.684939309E0
1.043536184E0,-7.111032605E-1,-4.627656564E-2,9.078059196E0,9.105985292E0
1.062851856E0,1.886480808E0,-3.132071793E-1,6.416245461E0,6.695156039E0
1.082185349E0,3.043615818E0,-1.357079297E-1,-7.559924722E-1,3.139034646E0
1.101496162E0,3.440546095E-1,1.893774122E-1,-1.045815086E1,1.046552229E1
1.120817425E0,-4.525079131E-1,1.133322716E-1,-1.415405846E1,1.416174348E1
1.140158228E0,-8.560899496E-1,4.917509109E-2,-1.433652687E1,1.436214855E1
1.159469682E0,-8.205226064E-2,1.572540589E-2,-1.018633842E1,1.018668103E1
1.178785476E0,9.756627679E-1,7.330540568E-3,-3.394271374E0,3.531720506E0
1.198128068E0,1.603946447E0,-9.908153117E-2,5.334342003E0,5.571145839E0
1.217442663E0,1.648845792E0,-4.775709286E-2,1.094448853E1,1.106809840E1
1.236802166E0,1.534861445E0,-8.224265277E-2,1.332475281E1,1.341311302E1
1.256116448E0,1.729798794E0,-1.497550607E-1,1.334220791E1,1.345470707E1
1.275434224E0,1.754976392E0,-2.062773556E-1,8.777365685E0,8.953470882E0
1.294776727E0,2.379638433E0,-2.416853607E-1,8.695833206E0,9.018791828E0
1.314084525E0,8.280802369E-1,1.510707736E-1,-6.915130138E0,6.966172844E0
1.333430110E0,-1.507949531E-1,8.512012661E-2,-1.147948074E1,1.148078668E1
1.352748109E0,-7.332184315E-1,4.048218206E-2,-1.372061157E1,1.374024854E1
1.372057816E0,-2.927020192E-1,4.681913182E-2,-1.180606556E1,1.180978622E1
1.391396533E0,7.808670402E-1,7.100866735E-2,-6.505866528E0,6.552945509E0
1.410710561E0,1.741739750E0,-1.325092278E-2,1.573478460E0,2.347268073E0
1.430051347E0,1.749806523E0,-1.205392480E-1,9.293562889E0,9.457624636E0
1.449366246E0,1.492642403E0,-1.191571578E-1,1.256380463E1,1.265272170E1
1.468706036E0,1.387988567E0,-1.207678840E-1,1.254694843E1,1.262406480E1
1.488019474E0,1.584668994E0,-1.071634218E-1,1.028404236E1,1.040596882E1
1.507335694E0,1.625396967E0,-1.191335022E-1,4.210248470E0,4.514676098E0
1.526684305E0,1.063394189E0,6.227880344E-2,-4.003549099E0,4.142836135E0
1.545987017E0,1.132592186E-1,1.181641743E-1,-9.956280708E0,9.957626021E0
1.565320687E0,-6.090553999E-1,3.067576885E-2,-1.271522331E1,1.272983870E1
1.584635503E0,-5.363996029E-1,5.216636136E-2,-1.236308956E1,1.237483048E1
1.603975791E0,3.105385602E-2,1.053747386E-1,-8.383206367E0,8.383926120E0
1.623290607E0,9.994481802E-1,4.427529499E-2,-1.610252738E0,1.895724359E0
1.642630895E0,1.414306521E0,-1.143780127E-1,6.323514462E0,6.480754617E0
1.661950499E0,1.357005239E0,-1.507951468E-1,1.123431587E1,1.131698085E1
1.681287689E0,1.370903611E0,-1.028078571E-1,1.234298420E1,1.241930776E1
1.700602633E0,1.626347780E0,-8.033555746E-2,1.108930206E1,1.120821490E1
1.719951251E0,1.828970194E0,-1.129829064E-1,6.601150036E0,6.850772139E0
1.739262668E0,1.466923952E0,-3.444740549E-2,-9.946204424E-1,1.772659677E0
1.758460252E0,6.007537842E-1,1.228328496E-1,-7.681725502E0,7.706159855E0
1.777800412E0,-2.900320888E-1,6.052536890E-2,-1.132833576E1,1.133220954E1
1.797115100E0,-7.210002542E-1,5.027474090E-2,-1.231047153E1,1.233166973E1
1.816455388E0,-3.268305957E-1,7.154614478E-2,-9.886561394E0,9.892220847E0
1.835766748E0,-6.057363153E-1,8.019547164E-2,-9.877609253E0,9.896489901E0
1.855107036E0,2.136525810E-1,7.531955093E-2,-4.368409634E0,4.374279734E0
1.874421596E0,1.478768945E0,-1.178837866E-1,9.395410538E0,9.511802844E0
1.893761756E0,1.260844111E0,-7.527153194E-2,1.164040947E1,1.170873718E1
1.913076572E0,1.273003459E0,-1.277675331E-1,1.141742516E1,1.148888417E1
1.932419420E0,1.452496290E0,-1.598275453E-1,8.526066780E0,8.650381787E0
1.951734236E0,1.372653961E0,-3.761107475E-2,2.013602495E0,2.437250192E0
1.971049052E0,6.971874833E-1,1.509157121E-1,-5.220489979E0,5.269000053E0
1.990389212E0,-1.922226697E-1,4.357703030E-2,-9.751998901E0,9.753990521E0
2.009729372E0,-6.646136642E-1,-1.828861423E-2,-1.166973209E1,1.168865659E1
2.029044188E0,-3.677268326E-1,6.422117352E-2,-1.074551392E1,1.075199594E1
2.048359004E0,3.866156042E-1,8.753547817E-2,-6.656132221E0,6.667925482E0
2.067699164E0,1.204251885E0,6.698572543E-3,1.325198859E-1,1.211539927E0
2.087013980E0,1.401951909E0,-1.299946606E-1,7.156344414E0,7.293533652E0
2.106328796E0,1.273975611E0,-9.157218039E-2,1.074537754E1,1.082102296E1
2.125669740E0,1.167015791E0,-1.070037112E-1,1.118532467E1,1.124654896E1
2.144984684E0,1.475520372E0,-9.509301931E-2,9.524005890E0,9.638095831E0
2.164324716E0,1.607814670E0,-1.072514579E-1,4.719548702E0,4.987054325E0
2.183639660E0,1.161463737E0,3.002625890E-2,-2.333630085E0,2.606861900E0
2.202979948E0,2.682243586E-1,9.665933251E-2,-8.063097000E0,8.068136127E0
2.222294892E0,-5.049140453E-1,5.787429400E-3,-1.083984089E1,1.085159538E1
2.241634404E0,-6.476706266E-1,2.301375754E-2,-1.097763729E1,1.099675076E1
2.260949348E0,-1.476273984E-1,1.172422916E-1,-8.138948441E0,8.141131452E0
2.280264036E0,5.597585440E-1,3.514705598E-2,-2.629608154E0,2.688755100E0
2.299604324E0,1.033789635E0,-1.207226291E-1,4.418717861E0,4.539643433E0
2.318919524E0,1.150672913E0,-1.097419262E-1,9.351265907E0,9.422434161E0
2.338234212E0,1.184126377E0,-3.838145360E-2,1.084992313E1,1.091441526E1
2.357574500E0,1.303637624E0,-1.019109264E-1,1.018508625E1,1.026868243E1
2.376889188E0,1.482613444E0,-1.556311846E-1,6.744438171E0,6.907228818E0
2.396229476E0,1.749446869E0,-1.678800285E-1,6.716010094E0,6.942156699E0
2.415544420E0,1.533929348E0,-3.998007253E-2,3.210358322E-1,1.567673964E0
2.434858156E0,-3.104558289E-1,4.549282044E-2,-9.534102440E0,9.539264214E0
2.454198444E0,-6.712461710E-1,-2.073138207E-2,-1.077249050E1,1.079340321E1
2.473513388E0,-2.661050856E-1,6.288006902E-2,-9.288872719E0,9.292896330E0
2.492853676E0,4.916640818E-1,9.296712279E-2,-4.961630344E0,4.986797783E0
2.512168620E0,1.130245924E0,-2.895568497E-2,1.573343039E0,1.937447444E0
2.531505189E0,1.231070161E0,-1.654862463E-1,7.463110924E0,7.565774521E0
2.550820389E0,1.109430075E0,-8.823692054E-2,1.014133358E1,1.020221876E1
2.570160421E0,1.093087912E0,-3.756236285E-2,1.033751678E1,1.039521550E1
2.589475109E0,1.203431249E0,-8.785751462E-2,8.197648048E0,8.285976058E0
2.608790309E0,1.132193685E0,-1.203860790E-1,2.988939524E0,3.198455068E0
2.628131575E0,6.662097573E-1,3.323579207E-2,-3.429059744E0,3.493335195E0
2.647446391E0,-6.903502345E-2,1.112343594E-1,-8.048527718E0,8.049592371E0
2.666786551E0,-5.608427525E-1,4.770978168E-2,-1.017384338E1,1.018940185E1
2.686151698E0,-4.859896004E-1,-2.092348179E-3,-9.888105392E0,9.900041339E0
2.705490380E0,-8.095332235E-2,4.119244590E-2,-6.716745853E0,6.717359981E0
2.724830668E0,8.512221575E-1,5.529242754E-2,-1.019502640E0,1.329293815E0
2.744145484E0,9.786078334E-1,-5.923112854E-2,5.228433609E0,5.319558217E0
2.763485772E0,9.907789230E-1,-1.853080243E-1,9.005247116E0,9.061482084E0
2.782800716E0,1.030079246E0,-1.312081516E-1,1.005673122E1,1.011019890E1
2.802141004E0,1.263819218E0,-1.980828680E-2,9.089298248E0,9.176762721E0
2.821455692E0,1.344007373E0,-6.849543005E-2,5.191626072E0,5.363210672E0
2.840767044E0,9.907227755E-1,-4.894175753E-2,-1.005287051E0,1.412277936E0
2.860107204E0,3.089771569E-1,4.486052692E-2,-6.332120419E0,6.339812958E0
2.879421892E0,-3.168240488E-1,6.242249534E-2,-9.179871559E0,9.185549297E0
2.898762180E0,-6.229074597E-1,5.274088681E-2,-9.888206482E0,9.907947453E0
2.918076868E0,-3.483846486E-1,-4.659146070E-3,-8.016946793E0,8.024514281E0
2.937411846E0,2.859443128E-1,1.689957641E-2,-3.400378466E0,3.412421934E0
2.956726406E0,8.447142839E-1,-1.880080812E-2,2.847066402E0,2.969795076E0
2.976040966E0,6.464226246E-1,-2.165207081E-2,2.874958038E0,2.946814338E0
2.995380998E0,8.851158619E-1,-6.536477059E-2,7.626603127E0,7.678071235E0
3.014721030E0,1.000288367E0,-1.419191808E-1,9.434615135E0,9.488555244E0
3.034031454E0,1.082994819E0,-3.379794210E-2,6.816678047E0,6.902254681E0
3.053346142E0,9.074735641E-1,2.033547498E-2,1.369536519E0,1.643031369E0
3.072686046E0,3.966548443E-1,1.680278219E-2,-4.277403355E0,4.295788270E0
3.092000734E0,-1.881291568E-1,-3.355080634E-2,-7.912397861E0,7.914705184E0
3.111340510E0,-5.325863361E-1,3.584214300E-2,-9.506860733E0,9.521834585E0
3.130646689E0,-3.867239654E-1,1.323811412E-1,-8.784676552E0,8.794181162E0
3.149986465E0,1.806689948E-1,5.074466765E-2,-5.330636501E0,5.333938678E0
3.169300769E0,8.074440360E-1,-8.766166866E-2,3.790411949E-1,8.962826936E-1
3.188571338E0,1.081433415E0,-1.001571789E-1,5.877332687E0,5.976836054E0
3.207885770E0,9.826133251E-1,-2.116686292E-2,8.647323608E0,8.702998482E0
3.227225546E0,9.233307838E-1,-5.394311622E-2,9.272745132E0,9.318758066E0
3.246537328E0,9.916566014E-1,-1.586945951E-1,7.962996960E0,8.026075465E0
3.265851504E0,9.830666780E-1,-1.339032799E-1,3.676110506E0,3.807642136E0
3.285191408E0,7.911486626E-1,8.270233124E-2,-2.221383572E0,2.359512843E0
3.304505584E0,8.465394378E-2,1.426237673E-1,-6.604650974E0,6.606733105E0
3.323845360E0,-4.321160018E-1,-1.825414225E-2,-8.757773399E0,8.768446406E0
3.343162930E0,-5.561617613E-1,-4.300152883E-2,-8.974906921E0,8.992225491E0
3.362502706E0,-2.436849475E-1,5.330675468E-2,-6.731675625E0,6.736295769E0
3.381817138E0,3.448517025E-1,8.893919736E-2,-1.934002042E0,1.966518949E0
3.401156914E0,7.363079190E-1,-2.245768718E-2,3.766813517E0,3.838168543E0
3.420471474E0,8.924180865E-1,-1.172094345E-1,7.649918079E0,7.702687499E0
3.439785906E0,9.330679178E-1,-1.064460129E-1,9.021168709E0,9.069919039E0
3.459125682E0,1.063377619E0,-9.344361722E-2,8.487349510E0,8.554215649E0
3.478440242E0,1.143820167E0,-7.049585134E-2,5.360648632E0,5.481774165E0
3.497780018E0,9.018153548E-1,-2.019299939E-2,2.265513316E-2,9.023258538E-1
3.517094194E0,3.341392279E-1,3.172107786E-2,-4.926475048E0,4.937895468E0
3.536434219E0,-2.517758012E-1,2.190615050E-2,-7.872261524E0,7.876317188E0
3.555748651E0,-2.280458510E-1,1.924489252E-2,-7.872368813E0,7.875694636E0
3.575088555E0,-6.501764655E-1,2.349857241E-2,-8.919620514E0,8.943316596E0
3.594402987E0,2.751342654E-1,1.626184955E-2,-3.826551199E0,3.836464178E0
3.613742763E0,7.778625488E-1,-7.063178718E-2,1.600413203E0,1.780837279E0
3.633056939E0,9.662868977E-1,-3.967420384E-2,6.197103500E0,6.272110985E0
3.652371627E0,9.163364172E-1,-2.665976807E-2,8.372365952E0,8.422404336E0
3.671751941E0,8.739683032E-1,-1.042699963E-1,8.715376854E0,8.759708131E0
3.691066373E0,9.114001393E-1,-1.869581789E-1,6.747791767E0,6.811629563E0
3.710406149E0,8.118778467E-1,-6.236653775E-2,2.069784880E0,2.224195286E0
3.729720837E0,4.320042729E-1,1.653518528E-1,-3.127593994E0,3.161615587E0
3.749053151E0,-1.693713963E-1,7.401034236E-2,-6.657014847E0,6.659580383E0
3.768392799E0,-5.239806771E-1,-4.441951960E-2,-8.376130104E0,8.392620828E0
3.787707231E0,-4.123585224E-1,-1.424564328E-2,-8.157619476E0,8.168047380E0
3.807046879E0,5.502465740E-2,1.056571454E-1,-5.426411629E0,5.427719071E0
3.826361311E0,6.047871113E-1,1.529492158E-2,-4.985841811E-1,7.839563573E-1
3.845672279E0,8.594449162E-1,-7.962010056E-2,4.556166649E0,4.637201684E0
3.865011927E0,8.586318493E-1,-1.036537364E-1,7.513067245E0,7.562682870E0
3.884326231E0,8.834515810E-1,-5.044223368E-2,8.477760315E0,8.523816696E0
3.903683347E0,9.933225513E-1,-8.057759702E-2,7.559166431E0,7.624577338E0
3.923006856E0,1.008539438E0,-1.046706438E-1,3.986819506E0,4.113737657E0
3.942321399E0,7.079954147E-1,-1.098630950E-2,-1.208173990E0,1.400379448E0
3.961663813E0,1.375998855E-1,1.005272195E-1,-5.417397022E0,5.420076563E0
3.980970029E0,-3.335466683E-1,4.838318378E-2,-7.667612553E0,7.675016389E0
4.000287168E0,-5.211215019E-1,-1.498971321E-2,-8.211487770E0,8.228020643E0
4.019626816E0,-3.281967640E-1,-2.824055962E-2,-6.527860641E0,6.536166705E0
4.038942345E0,1.636944413E-1,3.019274957E-2,-2.389110565E0,2.394902245E0
4.058279165E0,5.745800138E-1,-1.460342947E-2,2.705366373E0,2.765748120E0
4.077593112E0,7.876303792E-1,-5.160219595E-2,6.476264954E0,6.524188237E0
4.096900450E0,8.413829803E-1,-1.228610203E-1,8.055744171E0,8.100495929E0
4.116245088E0,9.080903530E-1,-8.509610593E-2,7.898413181E0,7.950899334E0
4.135471781E0,9.476097226E-1,-1.143308878E-1,5.418905735E0,5.502324518E0
4.154811429E0,5.854057074E-1,-1.324135996E-2,7.671246529E-1,9.650675670E-1
4.174125733E0,2.274158597E-1,6.920868903E-2,-3.894272327E0,3.901520829E0
4.193439909E0,-2.277691513E-1,5.974528193E-2,-6.766217232E0,6.770313428E0
4.212779557E0,-4.952721894E-1,-7.309969049E-3,-7.898853779E0,7.914369147E0
4.232093861E0,-3.362579048E-1,-1.561552193E-2,-7.147885799E0,7.155807755E0
4.251435068E0,1.116082445E-1,1.426112279E-2,-4.045187473E0,4.046751966E0
4.270749372E0,6.083339453E-1,3.093866259E-2,7.500402331E-1,9.662234427E-1
4.290089020E0,8.119974136E-1,-5.816825479E-2,5.095170498E0,5.159795127E0
4.309440465E0,7.907006145E-1,-1.353447288E-1,7.417716980E0,7.460968493E0
4.328780113E0,8.018432856E-1,-1.359145045E-1,7.914909363E0,7.956583163E0
4.348095177E0,8.033525944E-1,-3.204649687E-2,6.377974510E0,6.428449364E0
4.367434825E0,6.629430652E-1,-2.298176475E-2,2.550794840E0,2.635635784E0
4.386749129E0,3.377841711E-1,-2.193927765E-2,-2.114405870E0,2.141329415E0
4.406063305E0,-1.211385727E-1,1.700103842E-2,-5.714069366E0,5.715378580E0
4.425402953E0,-4.031005502E-1,8.772568405E-2,-7.462329388E0,7.473723686E0
4.444741323E0,-4.883367121E-1,5.227109790E-2,-7.419196129E0,7.435433828E0
4.464080971E0,-2.438591570E-1,-3.753513470E-2,-5.214241028E0,5.220075255E0
4.483395275E0,2.265787721E-1,-4.988482967E-2,-1.018012881E0,1.044115254E0
4.502734923E0,5.722675920E-1,1.984154247E-2,3.489055157E0,3.535730444E0
4.522049099E0,6.948084831E-1,-1.126169111E-3,6.475891590E0,6.513058574E0
4.541389190E0,7.246521711E-1,-1.602242887E-1,7.746406078E0,7.781876363E0
4.560703494E0,8.441845775E-1,-2.089732885E-1,7.080475330E0,7.133684065E0
4.580017798E0,9.033563137E-1,-2.815734409E-2,3.963448048E0,4.065189527E0
4.599357446E0,6.436751485E-1,1.394632906E-1,-5.494235754E-1,8.576910699E-1
4.618690538E0,1.504765600E-1,3.419952840E-2,-4.352023602E0,4.354758573E0
4.638033412E0,-2.872094810E-1,-8.803911507E-2,-6.685600281E0,6.692345724E0
4.657347716E0,-4.729628861E-1,-2.032590332E-3,-7.461141586E0,7.476117428E0
4.676690708E0,-3.432192504E-1,1.336874515E-1,-6.145801067E0,6.156828936E0
4.695994979E0,2.422024906E-1,4.513540119E-2,-2.622860432E0,2.634406213E0
4.715342413E0,-1.212621555E-1,6.140089408E-2,-2.593264818E0,2.596824406E0
4.734653440E0,7.532145977E-1,-1.039963290E-1,5.441710472E0,5.494575537E0
4.753986771E0,7.488050461E-1,2.261436917E-2,7.129757881E0,7.169007452E0
4.773302537E0,7.188585997E-1,-3.834435344E-2,7.291490555E0,7.326940868E0
4.792640071E0,7.006503344E-1,-1.534180939E-1,5.274341583E0,5.322887106E0
4.811956302E0,5.356639624E-1,-1.113366410E-1,1.150699854E0,1.274143588E0
4.831297814E0,2.073030472E-1,9.530416876E-2,-3.059061527E0,3.067558453E0
4.850609716E0,-2.358460426E-1,1.003989279E-1,-5.796549320E0,5.802214002E0
4.869932159E0,-4.394635856E-1,-2.033132501E-2,-7.053019524E0,7.066726683E0
4.889261364E0,-3.439641297E-1,-5.621945858E-2,-6.656308174E0,6.665426502E0
4.908579235E0,4.052893072E-2,2.675971203E-2,-4.045023441E0,4.045314984E0
4.927890948E0,4.739188254E-1,2.786865272E-2,2.150067836E-1,5.211560533E-1
4.947232524E0,6.676489711E-1,-4.794966429E-2,4.173276424E0,4.226616902E0
4.966551621E0,6.800913215E-1,-1.242830753E-1,6.452153206E0,6.489087107E0
4.985864135E0,6.864658594E-1,-8.395007998E-2,7.169719696E0,7.202996842E0
5.005193889E0,8.179711103E-1,-3.453616425E-2,6.059683800E0,6.114739343E0
5.024511255E0,7.433115840E-1,-7.104928792E-2,2.782174587E0,2.880634574E0
5.043825973E0,4.834246635E-1,-7.975807041E-2,-1.466556668E0,1.546237115E0
5.063178275E0,3.422352299E-2,4.481957108E-2,-4.870280743E0,4.870607206E0
5.082491640E0,-3.385687768E-1,1.126608402E-1,-6.630288601E0,6.639883148E0
5.101795885E0,-4.614432156E-1,5.251165107E-2,-6.791439056E0,6.807299888E0
5.121139209E0,-2.838196158E-1,-5.240049213E-2,-4.996360302E0,5.004689366E0
5.140461039E0,1.326712966E-1,-8.001870662E-2,-1.335211396E0,1.344170428E0
5.159759319E0,4.526754618E-1,1.764150523E-2,2.758089781E0,2.795046607E0
5.179073623E0,6.085540056E-1,-3.104155418E-3,5.592580795E0,5.625593974E0
5.198413655E0,6.743651628E-1,-9.576265514E-2,6.906538963E0,6.940044619E0
5.217727959E0,7.442531586E-1,-1.436294317E-1,6.546173096E0,6.589910802E0
5.237042519E0,7.618695498E-1,-4.139664397E-2,3.992702723E0,4.064951897E0
5.256393474E0,5.754733682E-1,5.791880935E-2,-7.540072547E-4,5.783811498E-1
5.275708973E0,1.851242632E-1,4.874782637E-3,-3.627172232E0,3.631896633E0
5.295023690E0,2.877973318E-1,6.576559972E-3,-3.631124496E0,3.642517764E0
5.314358018E0,-2.207083404E-1,-5.147540569E-2,-5.921581745E0,5.925916997E0
5.333675147E0,-2.639832497E-1,9.177684039E-2,-5.768270016E0,5.775036720E0
5.353000936E0,1.154149175E-1,1.752401143E-2,-2.758796453E0,2.761265211E0
5.372343660E0,4.955953956E-1,-9.158498049E-2,1.299087167E0,1.393423866E0
5.391658348E0,6.589508057E-1,-7.917111367E-2,4.615372181E0,4.662847263E0
5.410978464E0,6.690199375E-1,-3.190325946E-2,6.370069027E0,6.405184221E0
5.430275382E0,6.463583708E-1,-8.084509522E-2,6.711888313E0,6.743423448E0
5.449608168E0,5.934892297E-1,-1.437895894E-1,5.027157784E0,5.064111007E0
5.468941582E0,4.716210663E-1,-5.838051438E-2,1.411806703E0,1.489641863E0
5.488281998E0,2.066110820E-1,6.930732727E-2,-2.360836506E0,2.370873394E0
5.507597070E0,-1.699798107E-1,4.614775255E-2,-5.003940582E0,5.007039455E0
5.526937614E0,-4.088386893E-1,-3.510320932E-2,-6.384031773E0,6.397205873E0
5.546257443E0,-3.307654262E-1,-1.750156051E-3,-6.191966534E0,6.200794980E0
5.565572643E0,-1.967293024E-2,5.411709845E-2,-3.935757399E0,3.936178602E0
5.584927270E0,2.250721157E-1,1.613284275E-2,-1.694089025E-1,2.821650264E-1
5.604248898E0,4.326859713E-1,-6.750602275E-2,3.445103884E0,3.472825216E0
5.623589442E0,5.437688231E-1,-1.129691377E-1,5.728302956E0,5.755163013E0
5.642904514E0,6.729632020E-1,-9.433206916E-2,6.626260757E0,6.661014160E0
5.662240698E0,7.493684292E-1,-3.783719987E-2,5.703886986E0,5.753026286E0
5.681562299E0,6.794091463E-1,-4.656580836E-2,2.770794630E0,2.853255692E0
5.700878899E0,4.166528285E-1,-3.828093410E-2,-1.013725758E0,1.096679042E0
5.720203210E0,7.971111685E-3,-8.376968093E-3,-4.105033398E0,4.105049684E0
5.739518282E0,-3.179624975E-1,1.683995314E-2,-5.893166065E0,5.901761602E0
5.758873316E0,-4.302893281E-1,5.114414543E-2,-6.258992672E0,6.273974330E0
5.778194276E0,-2.724987566E-1,1.443849877E-2,-4.805537701E0,4.813279198E0
5.797535272E0,8.227003366E-2,-4.205045477E-2,-1.542304039E0,1.545069043E0
5.816848008E0,3.293230832E-1,-4.053151608E-2,2.152285814E0,2.177712268E0
5.836182467E0,4.771421552E-1,-4.526789486E-2,4.930315018E0,4.953556297E0
5.855500678E0,4.276402891E-1,-4.472792521E-2,4.937381744E0,4.956068532E0
5.874840214E0,6.495854259E-1,-1.205413938E-1,6.158693790E0,6.194029436E0
5.894070208E0,6.285665035E-1,-1.340241823E-2,3.871769905E0,3.922483610E0
5.913385536E0,3.443866670E-1,4.525435343E-2,2.998471558E-1,4.588664836E-1
5.932726208E0,-1.406068727E-2,-5.137399584E-2,-2.991605759E0,2.992079880E0
5.952041536E0,-2.720662951E-1,-6.213150918E-2,-5.195447445E0,5.202937108E0
5.971382208E0,-3.444869518E-1,5.482338741E-2,-6.206027508E0,6.215822897E0
5.990697536E0,-2.555486858E-1,1.174390316E-1,-5.453750610E0,5.460997416E0
6.010012736E0,6.016985327E-2,2.659880091E-3,-2.731499672E0,2.732163601E0
6.029353536E0,3.883807659E-1,-9.441810846E-2,9.421965480E-1,1.023468970E0
6.048667011E0,5.732028484E-1,-8.267186582E-2,3.996131420E0,4.037878462E0
6.068047102E0,5.618174076E-1,-3.473895043E-2,5.721811295E0,5.749432153E0
6.087362302E0,5.395207405E-1,-5.713163689E-2,6.174437046E0,6.198227125E0
