"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.995404580E0,-1.797613204E-1,-6.084087119E-2,3.707026482E0,3.711881070E0
3.014730390E0,-1.003201246E0,-2.518494986E-2,-3.404843330E0,3.549648592E0
3.034043737E0,-1.193251967E0,-1.392802689E-2,-5.228681087E0,5.363128766E0
3.053385945E0,-1.096562624E0,6.560478942E-4,-4.337534428E0,4.473997645E0
3.072702809E0,-7.800801992E-1,-9.256495163E-3,-1.277301669E0,1.496699821E0
3.092019673E0,-4.878005087E-1,-7.229871303E-2,2.500675678E0,2.548834104E0
3.111371958E0,-3.412151039E-1,-8.427045494E-2,5.018270493E0,5.030563387E0
3.130681208E0,-3.225019872E-1,-7.179982215E-2,5.115092278E0,5.125751823E0
3.149997944E0,-4.416324198E-1,-7.290528715E-2,2.858251333E0,2.893087461E0
3.169349262E0,-7.411057949E-1,-2.159551345E-2,-7.149859667E-1,1.030004416E0
3.188652188E0,-1.068760633E0,-1.280228328E-2,-3.898645639E0,4.042505536E0
3.207968796E0,-1.216562390E0,-1.426351629E-2,-5.077812672E0,5.221533206E0
3.227292460E0,-1.032733083E0,-1.273816172E-2,-3.596852541E0,3.742198295E0
3.246623209E0,-7.012611032E-1,-4.943655431E-2,-3.025098741E-1,7.653256376E-1
3.265939945E0,-5.289551020E-1,-7.197739184E-2,3.212962389E0,3.257008068E0
3.285289774E0,-3.513953388E-1,-7.257742435E-2,5.101763725E0,5.114365970E0
3.304611085E0,-2.835032046E-1,-5.994796380E-2,4.609073639E0,4.618173625E0
3.323923735E0,-4.410330653E-1,-7.581136376E-2,1.950364828E0,2.001044850E0
3.343255656E0,-7.577527165E-1,-5.285561085E-2,-1.576482892E0,1.749937486E0
3.362570563E0,-1.072027683E0,-9.854779346E-4,-4.258528233E0,4.391390103E0
3.381887171E0,-1.221144915E0,1.342425309E-2,-4.744367599E0,4.899020211E0
3.401224549E0,-1.060950875E0,-1.037467271E-2,-2.776210785E0,2.972048236E0
3.420539517E0,-7.245069146E-1,-6.038992479E-2,6.040462852E-1,9.452137996E-1
3.439860101E0,-4.773145616E-1,-7.250061631E-2,3.719687462E0,3.750887941E0
3.459121330E0,-3.443838954E-1,-7.322020084E-2,5.016498566E0,5.028838765E0
3.478437810E0,-3.313861787E-1,-7.409934700E-2,3.974925995E0,3.989403988E0
3.497754418E0,-5.278375149E-1,-6.326886266E-2,1.099014163E0,1.220838860E0
3.517096370E0,-4.285703301E-1,-6.559195369E-2,1.085945010E0,1.169295257E0
3.536407466E0,-1.107764006E0,1.258651726E-2,-4.434653282E0,4.570935270E0
3.555723946E0,-1.128524423E0,-1.407972351E-2,-4.323371887E0,4.468255821E0
3.575065770E0,-1.262524605E0,-1.142911799E-2,-4.307315350E0,4.488548153E0
3.594382378E0,-5.871242285E-1,-6.184358150E-2,1.374060631E0,1.495520680E0
3.613698858E0,-4.235215187E-1,-7.323276997E-2,4.082990170E0,4.105550175E0
3.633039906E0,-3.743245006E-1,-5.996491760E-2,4.826278210E0,4.841144078E0
3.652356386E0,-4.581396282E-1,-7.470673323E-2,3.312546730E0,3.344912384E0
3.671672994E0,-6.672116518E-1,-7.695195824E-2,2.470691502E-1,7.156368892E-1
3.691014818E0,-9.712662697E-1,-2.648983896E-2,-2.855667353E0,3.016437619E0
3.710331426E0,-1.147412300E0,-1.364306663E-3,-4.446887970E0,4.592534101E0
3.729647906E0,-1.080723524E0,-5.142558948E-4,-3.747423649E0,3.900147126E0
3.748988832E0,-8.038712144E-1,-3.847897053E-2,-1.139733076E0,1.395235122E0
3.768305312E0,-5.488873720E-1,-6.202890724E-2,2.088898659E0,2.160699549E0
3.787621792E0,-4.115479887E-1,-8.774067461E-2,4.330714226E0,4.351109730E0
3.806938400E0,-4.083915651E-1,-7.470411807E-2,4.495924950E0,4.515053214E0
3.826280224E0,-5.210638046E-1,-6.231986359E-2,2.528883696E0,2.582758990E0
3.845599073E0,-6.591426134E-1,-2.622438036E-2,-5.741154552E-1,8.745085813E-1
3.864915553E0,-9.832443595E-1,-1.527849399E-2,-3.327006817E0,3.469290599E0
3.884232161E0,-1.159866929E0,-1.492162235E-2,-4.334965706E0,4.487476086E0
3.903548641E0,-1.094148397E0,-2.606663108E-2,-3.121229410E0,3.307553963E0
3.922890593E0,-8.306373358E-1,-4.997993261E-2,-3.034925163E-1,8.857562219E-1
3.942211734E0,-5.633401871E-1,-6.118703261E-2,2.703448534E0,2.762196589E0
3.961528214E0,-4.083510637E-1,-7.461194694E-2,4.414195538E0,4.433671140E0
3.980870166E0,-3.830647767E-1,-7.578947395E-2,4.033313274E0,4.052172089E0
4.000186646E0,-4.866186678E-1,-7.808390260E-2,1.746751308E0,1.814947646E0
4.019542039E0,-7.619552016E-1,-4.073007405E-2,-1.286580801E0,1.495835828E0
4.038862464E0,-1.049090505E0,-1.769321854E-3,-3.640532494E0,3.788676663E0
4.058204416E0,-1.149251461E0,-1.466476545E-2,-4.059040070E0,4.218625400E0
4.077521024E0,-1.046489477E0,-2.567103878E-2,-2.420378447E0,2.637049687E0
4.096863104E0,-1.138079882E0,-2.393355593E-2,-2.407782078E0,2.663308688E0
4.116200686E0,-5.384014845E-1,-6.162424013E-2,3.169164896E0,3.215164046E0
4.135521891E0,-4.289577305E-1,-7.526316494E-2,4.372220993E0,4.393857723E0
4.154876704E0,-3.796066046E-1,-7.621602714E-2,4.364051819E0,4.381193711E0
4.174193440E0,-6.321088672E-1,-6.455419958E-2,1.002916098E0,1.187252948E0
4.193509089E0,-8.924627304E-1,-2.712342143E-2,-1.922294497E0,2.119538049E0
4.212848794E0,-1.093079090E0,-1.595559716E-2,-3.829277277E0,3.982265805E0
4.232165402E0,-1.112494826E0,-2.919872105E-2,-3.692401171E0,3.856465183E0
4.251488787E0,-8.931173682E-1,-2.697254904E-2,-1.688909888E0,1.910707398E0
4.270809112E0,-6.453928351E-1,-5.131906644E-2,1.168319702E0,1.335715720E0
4.290143837E0,-4.736475945E-1,-7.633512467E-2,3.519378185E0,3.551927914E0
4.309460573E0,-4.459347129E-1,-7.600718737E-2,4.220680714E0,4.244853419E0
4.328777309E0,-5.294075012E-1,-7.712552696E-2,2.886483669E0,2.935644499E0
4.348119389E0,-7.097931504E-1,-3.875575587E-2,2.337139994E-1,7.482850784E-1
4.367436253E0,-9.440494180E-1,-1.460990496E-2,-2.430052280E0,2.607028354E0
4.386739039E0,-1.120316744E0,-1.614954695E-2,-3.815655708E0,3.976757335E0
4.406081119E0,-1.074866414E0,-2.904606983E-2,-3.198455572E0,3.374359129E0
4.425397983E0,-9.205403328E-1,-2.523780428E-2,-9.503393173E-1,1.323320169E0
4.444714719E0,-6.650449634E-1,-6.370668858E-2,1.824008465E0,1.942511319E0
4.464056799E0,-4.917365015E-1,-7.666575164E-2,3.742527246E0,3.775472502E0
4.483373663E0,-4.206346273E-1,-7.740299404E-2,3.898785353E0,3.922174389E0
4.502690271E0,-5.008478761E-1,-7.926695794E-2,2.202241659E0,2.259867291E0
4.522007007E0,-7.195958495E-1,-4.133369774E-2,-4.762333333E-1,8.639009486E-1
4.541356952E0,-9.663636684E-1,-1.637530327E-2,-2.832270861E0,2.992638488E0
4.560673816E0,-1.130395651E0,-2.972712927E-2,-3.703904867E0,3.872672113E0
4.579990808E0,-1.061628819E0,-2.758210711E-2,-2.641670704E0,2.847146050E0
4.599333016E0,-8.271848559E-1,-3.865151107E-2,-2.086388767E-1,8.539665720E-1
4.618649880E0,-9.028579593E-1,-3.755677119E-2,-1.972206980E-1,9.249102710E-1
4.637976262E0,-4.845284224E-1,-7.717645168E-2,3.863918781E0,3.894944460E0
4.657318726E0,-4.548946619E-1,-7.824824750E-2,3.498392582E0,3.528711181E0
4.676635846E0,-5.402396321E-1,-6.683262438E-2,1.501481175E0,1.597113390E0
4.695967698E0,-4.600999951E-1,-6.836479157E-2,1.490400553E0,1.561300598E0
4.715307384E0,-7.193926573E-1,-2.760826843E-3,-1.140291810E0,1.348257701E0
4.734608073E0,-1.115189075E0,-4.387896135E-2,-3.458922386E0,3.634517315E0
4.753930485E0,-9.568334818E-1,-5.583050475E-2,-2.018101692E0,2.234140058E0
4.773273077E0,-7.131493688E-1,-3.975689039E-2,4.404499531E-1,8.391417006E-1
4.792590325E0,-5.267204046E-1,-6.490445882E-2,2.763485670E0,2.813982946E0
4.811907445E0,-4.928452671E-1,-7.778089494E-2,3.808565617E0,3.841109004E0
4.831224693E0,-5.406036377E-1,-7.857505977E-2,3.038102150E0,3.086825393E0
4.850573112E0,-6.803520918E-1,-5.338719860E-2,8.249595761E-1,1.070648151E0
4.869890488E0,-9.103356600E-1,-2.878184430E-2,-1.674807191E0,1.906441327E0
4.889207736E0,-1.073720217E0,-1.705192588E-2,-3.266680479E0,3.438657765E0
4.908565414E0,-1.080637097E0,-3.040830418E-2,-3.143266916E0,3.323977754E0
4.927887456E0,-8.869453669E-1,-2.854009904E-2,-1.400114894E0,1.657651452E0
4.947375388E0,-6.564515829E-1,-5.334300175E-2,1.086235166E0,1.270307440E0
4.966554483E0,-5.190134645E-1,-7.891190797E-2,3.079871893E0,3.124293991E0
4.985866067E0,-4.975009859E-1,-9.218914807E-2,3.657273769E0,3.692107460E0
5.005212622E0,-5.041679740E-1,-8.075776696E-2,2.479204893E0,2.531237655E0
5.024524775E0,-6.564724445E-1,-1.536438521E-2,1.563846022E-1,6.750172432E-1
5.043844238E0,-9.104975462E-1,-3.103732690E-2,-2.146472454E0,2.331804686E0
5.063192602E0,-1.104457378E0,-4.469628260E-2,-3.293497086E0,3.474038991E0
5.082501541E0,-1.100492001E0,-4.332778230E-2,-2.711775064E0,2.926889807E0
5.101819045E0,-8.859114647E-1,-2.782091126E-2,-7.451229692E-1,1.157938412E0
5.121136549E0,-6.635453701E-1,-5.298219249E-2,1.658200860E0,1.786821106E0
5.140488488E0,-5.322739482E-1,-7.904718816E-2,3.315771580E0,3.359152450E0
5.159806834E0,-4.913798571E-1,-9.367235005E-2,3.404530764E0,3.441083898E0
5.179126685E0,-5.475707650E-1,-5.503682792E-2,1.874240041E0,1.953365948E0
5.198431630E0,-7.340905070E-1,-3.009996191E-2,-4.743171334E-1,8.745122202E-1
5.217774505E0,-9.701408148E-1,-3.157189861E-2,-2.474392653E0,2.657967077E0
5.237092137E0,-1.109585404E0,-4.520459846E-2,-3.182254076E0,3.370454603E0
5.256419652E0,-9.846678972E-1,-4.452879727E-2,-2.237663269E0,2.445136108E0
5.275764850E0,-7.431002855E-1,-4.234481230E-2,-1.097450554E-1,7.523530386E-1
5.295038438E0,-6.121602058E-1,-6.736869365E-2,2.131157160E0,2.218357387E0
5.314356198E0,-5.371815562E-1,-7.986866683E-2,3.382460833E0,3.425782292E0
5.333699174E0,-5.428305864E-1,-8.032099903E-2,3.038473129E0,3.087626186E0
5.353012393E0,-6.539052129E-1,-4.115295410E-2,1.251333714E0,1.412487754E0
5.372355369E0,-8.560878038E-1,-2.993642539E-2,-1.042829394E0,1.349546466E0
5.391672873E0,-1.040579915E0,-3.178190440E-2,-2.717595100E0,2.910178651E0
5.410990377E0,-1.066574812E0,-4.558014125E-2,-2.978208065E0,3.163760841E0
5.430333481E0,-9.278473854E-1,-1.701454818E-2,-1.674284339E0,1.914267043E0
5.449648620E0,-7.336606383E-1,-4.225865379E-2,5.231862664E-1,9.020906803E-1
5.468966124E0,-5.816518664E-1,-8.110859990E-2,2.516263723E0,2.583888663E0
5.488308972E0,-5.221651196E-1,-8.032768220E-2,3.354997396E0,3.396338687E0
5.507626604E0,-5.718738437E-1,-6.784222275E-2,2.598592758E0,2.661639830E0
5.526944108E0,-7.268034220E-1,-2.901945263E-2,6.467512250E-1,9.733306169E-1
5.546281134E0,-9.088907242E-1,-3.097207472E-2,-1.523373246E0,1.774178025E0
5.565598510E0,-1.041182160E0,-3.267524764E-2,-2.841772795E0,3.026681447E0
5.584916014E0,-1.066427588E0,-3.200332075E-2,-2.685388803E0,2.889568314E0
5.604258734E0,-9.267751575E-1,-4.367510602E-2,-1.089473248E0,1.431003726E0
5.623600056E0,-7.393114567E-1,-6.889550388E-2,1.094629049E0,1.322702074E0
5.642913659E0,-5.923073292E-1,-8.157431334E-2,2.808321953E0,2.871263578E0
5.662256251E0,-5.337255597E-1,-8.207555115E-2,3.200478315E0,3.245714223E0
5.681573627E0,-5.586516261E-1,-5.625786632E-2,2.082201481E0,2.156575896E0
5.700891003E0,-7.157823443E-1,-5.829392746E-2,4.809186235E-2,7.197606364E-1
5.720233595E0,-9.194802642E-1,-4.634863138E-2,-1.925726295E0,2.134482118E0
5.739550971E0,-1.053751707E0,-1.957594417E-2,-2.853842020E0,3.042234401E0
5.758868347E0,-1.044461608E0,-3.196731582E-2,-2.299807072E0,2.526070966E0
5.778210939E0,-8.958401680E-1,-4.348706082E-2,-4.985118806E-1,1.026126126E0
5.797528315E0,-7.094947100E-1,-8.266108483E-2,1.602403522E0,1.754398086E0
5.816845563E0,-7.441178560E-1,-8.224102855E-2,1.607870221E0,1.773618228E0
5.836162939E0,-5.560846329E-1,-6.891945750E-2,2.970332146E0,3.022722790E0
5.855515743E0,-6.616027355E-1,-7.008781284E-2,1.540572405E0,1.678092314E0
5.874839276E0,-8.371896148E-1,-4.456411675E-2,-4.931606650E-1,9.726663627E-1
5.894155963E0,-9.929805994E-1,-5.998175591E-3,-2.222967148E0,2.434672337E0
5.913498810E0,-1.043214917E0,-2.048312314E-2,-2.758109570E0,2.948878655E0
5.932812623E0,-9.623183012E-1,-5.992417037E-2,-1.852162004E0,2.088097581E0
5.952131917E0,-7.637951970E-1,-7.133269310E-2,7.024654746E-2,7.703285231E-1
5.971466077E0,-6.081004143E-1,-5.637945980E-2,1.994349957E0,2.085760414E0
5.990789221E0,-5.464347005E-1,-4.234214127E-2,2.998214722E0,3.047896858E0
