t   R1  R2  R3  R4
0                        300.1505511641323        300.15042540778614       300.15014379463514       300.1499969444092
1.5                      301.5662476624087        301.2948607907837        300.7172659146471        300.38592963845184
3                        302.89160368161595       302.3628736316066        301.2358466370148        300.59956767628887
4.5                      304.1214035321011        303.3514031983771        301.7083898878733        300.7956610965762
6                        305.30243017414006       304.29950677149714       302.15806271075274       300.9826616269123
7.5                      306.35291675827847       305.1394113616117        302.5465235058055        301.14532530473133
9                        307.403403342417         305.97931595172616       302.9349843008583        301.3079889825504
10.5                     308.45388992655546       306.8192205418407        303.32344509591104       301.4706526603694
12                       309.3586656988181        307.53940195878675       303.64771477511323       301.6071801315585
13.5                     310.1413015258318        308.15922718645936       303.9181771954406        301.72179931189606
15                       310.9239373528456        308.77905241413185       304.18863961576795       301.8364184922337
16.5                     311.70657317985933       309.39887764180446       304.4591020360954        301.9510376725713
18                       312.4892090068731        310.01870286947695       304.7295644564228        302.06565685290894
19.5                     313.2718448338868        310.6385280971495        305.00002687675004       302.18027603324657
21                       314.0544806609006        311.2583533248221        305.27048929707746       302.29489521358414
22.5                     314.81942247311434       311.86377643178673       305.53366185896016       302.4065106065758
24                       315.4009899501277        312.3199411968692        305.72128497877947       302.4869958398012
25.5                     315.98255742714116       312.77610596195154       305.90890809859883       302.56748107302667
27                       316.56412490415454       313.2322707270339        306.09653121841814       302.64796630625216
28.5                     317.145692381168         313.68843549211635       306.2841543382375        302.72845153947753
30                       317.72725985818136       314.1446002571988        306.4717774580568        302.8089367727029
31.5                     318.3088273351948        314.6007650222813        306.6594005778762        302.8894220059284
33                       318.89039481220817       315.05692978736374       306.8470236976956        302.9699072391538
34.5                     319.3775223132585        315.43696227504154       306.9983227428459        303.0352427486769
36                       319.80965944855797       315.77266457587626       307.1284710609738        303.0917569000947
37.5                     320.2417965838574        316.10836687671093       307.25861937910173       303.14827105151255
39                       320.6739337191569        316.4440691775456        307.38876769722975       303.20478520293045
40.5                     321.10607085445645       316.7797714783802        307.51891601535766       303.26129935434835
42                       321.5382079897559        317.1154737792149        307.6490643334857        303.3178135057662
43.5                     321.9703451250554        317.45117608004955       307.7792126516136        303.37432765718404
45                       322.3952263473546        317.7810969956962        307.9067917147181        303.42975454335976
46.5                     322.7797841503373        318.0788889126691        308.0200926094319        303.47913915032643
48                       323.1535382902146        318.36807265891923       308.12956802199017       303.52690487798986
49.5                     323.51648876698624       318.6486482344469        308.23521795239253       303.5730517263502
51                       323.86863558065244       318.9206156392521        308.3370424006391        303.6175796954072
52.5                     324.20997873121314       319.1839748733348        308.43504136672993       303.66048878516114
54                       324.5405182186683        319.43872593669494       308.529214850665         303.7017789956118
55.5                     324.8602540430179        319.6848688293326        308.61956285244435       303.74145032675943
57                       325.169186204262         319.9224035512477        308.7060853720677        303.7795027786037
58.5                     325.4673147024006        320.15133010244034       308.7887824095356        303.8159363511449
60                       325.75463953743355       320.37164848291036       308.86765396484753       303.8507510443829
61.5                     326.03116070936113       320.58335869265795       308.94270003800375       303.8839468583176
63                       326.29687821818317       320.78646073168306       309.01392062900413       303.91552379294933
64.5                     326.55179206389965       320.9809545999855        309.0813157378488        303.9454818482778
66                       326.79590224651054       321.16684029756556       309.1448853645377        303.9738210243029
67.5                     327.0318084277863        321.34633228865727       309.2059856702071        304.0010838188739
69                       327.26497865559014       321.5240884085843        309.2674691620906        304.0284113051245
70.5                     327.4886429540359        321.6943418035056        309.3258041583763        304.0543907233653
72                       327.70280132312354       321.85709247342123       309.3809906590641        304.0790220735963
73.5                     327.90745376285315       322.0123404183312        309.433028664154         304.10230535581763
75                       328.1026002732246        322.16008563823533       309.4819181736461        304.12424057002903
76.5                     328.2882408542381        322.30032813313375       309.52765918754034       304.14482771623074
78                       328.4643755058934        322.4330679030264        309.5702517058367        304.16406679442264
79.5                     328.6310042281906        322.55830494791354       309.6096957285352        304.1819578046047
81                       328.78812702112975       322.6760392677948        309.645991255636         304.19850074677703
82.5                     328.9357438847108        322.78627086267034       309.6791382871388        304.2136956209395
84                       329.07385481893374       322.8889997325402        309.70913682304376       304.22754242709226
85.5                     329.20245982379873       322.9842258774043        309.7359868633509        304.24004116523525
87                       329.32155889930544       323.07194929726273       309.75968840806024       304.2511918353684
88.5                     329.43115204545427       323.15216999211543       309.7802414571717        304.2609944374917
90                       329.5439346253625        323.2351484139573        309.8025268240006        304.27149051035184
91.5                     329.6737768434391        323.33209452702295       309.83187699708935       304.28491051868286
93                       329.7988388098953        323.4253572299872        309.8598954915245        304.2977423942745
94.5                     329.919120524731         323.5149365228499        309.88658230730607       304.309986137127
96                       330.0346219879462        323.60083240561113       309.91193744443405       304.32164174724005
97.5                     330.1453431995409        323.683044878271         309.9359609029085        304.3327092246139
