WaveLength	Dark	Reference	Samples	Energy	IrrCali	StrayLight
192.363	8009.835	8023.275	8012.985	0		
192.734	6044.038	6058.555	6058.302	0		
193.105	4847.009	4864.941	4860.526	0		
193.475	5118.775	5142.952	5132.100	0		
193.846	-65.517	-49.883	-49.600	0		
194.217	-54.981	-49.373	-43.653	0		
194.587	-48.524	-38.499	-52.658	0		
194.958	-39.859	-28.816	-44.333	0		
195.329	-29.665	-23.041	-32.270	0		
195.699	-24.909	-12.340	-24.966	0		
196.070	-27.457	-10.642	-18.172	0		
196.440	-21.682	-10.642	-15.114	0		
196.811	-10.982	-9.793	-5.094	0		
197.182	-10.132	-4.528	1.868	0		
197.552	-3.849	2.094	5.943	0		
197.923	8.716	4.811	15.451	0		
198.293	20.091	7.018	30.389	0		
198.663	21.789	14.489	27.334	0		
199.034	39.781	27.560	30.389	0		
199.404	49.454	31.804	36.500	0		
199.775	47.588	41.139	34.633	0		
200.145	38.763	49.624	37.858	0		
200.516	50.982	51.830	53.810	0		
200.886	48.776	51.491	59.240	0		
201.256	50.303	56.581	67.553	0		
201.627	57.090	69.137	74.170	0		
201.997	72.699	79.994	78.919	0		
202.367	77.280	80.503	82.990	0		
202.737	83.047	96.107	92.149	0		
203.108	86.100	95.937	102.155	0		
203.478	82.029	92.545	114.703	0		
203.848	79.315	89.832	122.672	0		
204.218	82.029	98.990	118.942	0		
204.588	76.601	90.849	118.942	0		
204.959	86.609	101.364	114.364	0		
205.329	94.241	101.025	110.295	0		
205.699	100.177	103.399	116.399	0		
206.069	93.054	98.820	118.433	0		
206.439	108.656	101.364	116.399	0		
206.809	97.124	100.516	110.973	0		
207.179	90.849	112.386	100.629	0		
207.549	95.598	116.286	99.442	0		
207.919	97.463	123.576	97.407	0		
208.289	97.294	115.777	102.325	0		
208.659	94.920	115.099	112.499	0		
209.029	90.680	103.060	118.942	0		
209.399	85.591	100.346	118.433	0		
209.769	81.690	101.364	120.976	0		
210.139	84.404	93.732	118.772	0		
210.509	89.492	100.007	114.873	0		
210.879	88.644	104.416	117.246	0		
211.249	89.662	99.668	115.042	0		
211.618	86.270	90.680	114.873	0		
211.988	74.565	105.773	113.516	0		
212.358	73.547	98.990	107.073	0		
212.728	81.351	97.803	101.307	0		
213.098	69.476	95.768	97.746	0		
213.467	78.637	102.212	92.149	0		
213.837	77.280	98.990	91.301	0		
214.207	72.699	98.651	84.178	0		
214.576	76.940	97.294	83.499	0		
214.946	83.725	105.603	82.142	0		
215.316	77.788	112.556	84.517	0		
215.685	75.414	104.416	87.909	0		
216.055	81.011	102.551	101.816	0		
216.425	75.074	110.351	104.360	0		
216.794	70.155	101.025	101.477	0		
217.164	66.592	86.270	104.699	0		
217.533	67.270	84.234	105.547	0		
217.903	68.797	93.054	94.863	0		
218.272	65.913	88.814	100.120	0		
218.642	66.422	90.680	100.968	0		
219.011	64.047	94.241	102.664	0		
219.381	76.092	100.855	92.319	0		
219.750	74.056	94.241	91.301	0		
220.120	80.842	94.241	84.008	0		
220.489	86.100	97.294	88.249	0		
220.858	89.323	99.159	81.803	0		
221.228	86.439	97.633	90.453	0		
221.597	87.966	101.703	90.284	0		
221.966	89.662	98.651	96.220	0		
222.336	86.270	96.276	92.489	0		
222.705	86.948	88.983	106.903	0		
223.074	82.538	101.703	107.073	0		
223.443	81.181	83.895	114.364	0		
223.813	78.128	87.118	112.329	0		
224.182	83.895	86.948	115.551	0		
224.551	81.351	97.803	102.155	0		
224.920	80.163	81.690	100.290	0		
225.289	86.439	91.528	93.676	0		
225.658	83.895	94.920	92.997	0		
226.027	79.146	91.019	95.372	0		
226.397	79.824	90.171	98.424	0		
226.766	77.788	94.750	104.869	0		
227.135	70.833	92.884	116.738	0		
227.504	70.324	86.270	120.298	0		
227.873	73.039	98.990	116.399	0		
228.242	74.396	101.703	113.008	0		
228.611	78.806	107.808	106.903	0		
228.980	74.735	117.981	103.173	0		
229.349	66.931	121.881	96.729	0		
229.717	64.047	110.860	90.793	0		
230.086	69.306	96.955	95.541	0		
230.455	59.296	86.948	96.559	0		
230.824	65.235	88.475	92.489	0		
231.193	78.128	84.404	94.015	0		
231.562	77.619	85.930	99.781	0		
231.931	75.583	101.873	94.693	0		
232.299	81.011	114.760	98.764	0		
232.668	75.244	101.873	100.968	0		
233.037	74.056	103.908	101.816	0		
233.406	74.226	107.299	108.599	0		
233.774	70.494	103.229	117.925	0		
234.143	68.967	86.948	120.637	0		
234.512	69.476	100.686	120.637	0		
234.880	71.342	99.668	120.129	0		
235.249	73.039	94.580	106.734	0		
235.617	77.449	91.358	95.202	0		
235.986	73.039	102.042	84.687	0		
236.355	70.494	93.902	89.775	0		
236.723	67.610	92.884	92.658	0		
237.092	77.110	99.159	102.155	0		
237.460	74.396	97.633	112.499	0		
237.829	87.118	95.259	114.534	0		
238.197	97.463	94.920	105.038	0		
238.566	96.107	103.738	99.442	0		
238.934	83.386	98.481	91.810	0		
239.302	82.708	101.703	93.167	0		
239.671	81.181	108.995	91.980	0		
240.039	73.547	109.164	100.799	0		
240.407	74.396	99.668	103.512	0		
240.776	83.725	102.551	107.751	0		
241.144	85.761	99.159	100.629	0		
241.512	78.976	94.580	97.068	0		
241.881	86.948	100.516	92.319	0		
242.249	87.796	98.990	90.453	0		
242.617	82.538	102.042	91.132	0		
242.985	83.725	105.434	97.068	0		
243.353	93.563	113.742	99.951	0		
243.722	91.358	104.586	95.541	0		
244.090	93.563	109.843	103.512	0		
244.458	87.457	99.838	105.377	0		
244.826	92.545	100.686	100.799	0		
245.194	86.439	90.849	98.085	0		
245.562	88.305	98.311	103.003	0		
245.930	85.930	94.920	101.307	0		
246.298	97.294	98.142	98.594	0		
246.666	86.100	92.036	95.541	0		
247.034	84.404	97.633	101.816	0		
247.402	79.994	96.785	101.986	0		
247.770	80.503	91.188	97.237	0		
248.138	73.378	93.902	103.851	0		
248.506	73.717	96.785	106.903	0		
248.874	71.172	84.574	102.155	0		
249.242	75.922	83.047	96.898	0		
249.610	81.011	85.930	96.389	0		
249.977	89.662	86.948	91.810	0		
250.345	90.001	85.252	86.044	0		
250.713	92.376	92.545	77.902	0		
251.081	90.001	92.206	84.856	0		
251.448	83.217	93.393	88.079	0		
251.816	74.396	93.054	95.881	0		
252.184	78.637	92.206	100.968	0		
252.551	74.226	85.591	110.634	0		
252.919	74.565	84.234	100.290	0		
253.287	70.155	90.680	102.325	0		
253.654	77.110	88.983	95.711	0		
254.022	83.556	90.171	97.068	0		
254.390	92.884	95.598	99.272	0		
254.757	88.135	100.007	108.938	0		
255.125	89.492	95.937	112.160	0		
255.492	85.591	102.212	122.333	0		
255.860	82.199	98.990	125.554	0		
256.227	78.467	94.072	119.451	0		
256.595	89.492	87.627	122.672	0		
256.962	95.598	87.627	116.907	0		
257.329	101.873	85.761	103.512	0		
257.697	104.416	88.983	96.389	0		
258.064	103.399	90.001	99.103	0		
258.431	95.428	91.867	94.524	0		
258.799	95.428	87.966	94.693	0		
259.166	84.913	84.234	102.494	0		
259.533	79.315	84.913	106.395	0		
259.901	78.297	92.545	110.973	0		
260.268	74.905	102.551	110.125	0		
260.635	77.449	105.603	115.551	0		
261.002	78.637	107.638	121.655	0		
261.369	82.029	106.282	116.907	0		
261.737	87.966	100.686	123.519	0		
262.104	87.287	88.135	130.809	0		
262.471	79.315	92.545	124.706	0		
262.838	82.708	97.294	117.077	0		
263.205	81.690	103.060	125.554	0		
263.572	76.262	110.860	108.430	0		
263.939	79.146	119.846	101.477	0		
264.306	84.065	121.033	111.143	0		
264.673	77.788	112.895	110.464	0		
265.040	66.252	111.030	108.938	0		
265.407	74.735	112.725	117.586	0		
265.774	76.601	108.825	117.416	0		
266.141	64.386	116.794	112.329	0		
266.508	68.967	120.355	106.225	0		
266.874	80.672	121.542	108.090	0		
267.241	79.654	115.608	103.173	0		
267.608	82.199	125.271	103.173	0		
267.975	92.206	108.825	99.103	0		
268.342	94.580	111.708	104.021	0		
268.708	88.475	109.503	102.325	0		
269.075	90.340	112.047	103.512	0		
269.442	87.457	95.768	106.564	0		
269.808	90.849	97.294	115.042	0		
270.175	91.528	91.528	111.651	0		
270.542	95.089	87.118	111.482	0		
270.908	85.761	80.333	111.482	0		
271.275	87.796	82.029	115.551	0		
271.641	86.609	83.895	107.412	0		
272.008	81.351	82.877	110.803	0		
272.375	89.153	79.994	109.277	0		
272.741	94.580	86.948	120.468	0		
273.107	97.124	93.224	116.738	0		
273.474	96.276	94.580	116.738	0		
273.840	94.241	92.884	112.499	0		
274.207	95.937	107.130	121.315	0		
274.573	92.715	100.177	115.890	0		
274.940	86.439	90.171	118.433	0		
275.306	91.358	86.439	125.893	0		
275.672	97.633	91.697	131.487	0		
276.039	95.428	89.832	125.384	0		
276.405	97.294	97.124	123.011	0		
276.771	91.019	98.990	120.976	0		
277.137	90.510	108.995	107.412	0		
277.504	89.662	111.708	99.272	0		
277.870	78.128	108.995	96.559	0		
278.236	77.619	100.686	99.781	0		
278.602	92.545	112.047	104.190	0		
278.968	95.259	110.182	120.298	0		
279.334	92.036	104.077	127.927	0		
279.700	99.499	103.568	129.453	0		
280.066	101.703	111.708	127.419	0		
280.432	95.089	107.638	120.129	0		
280.798	88.983	108.995	113.347	0		
281.164	92.206	107.130	107.921	0		
281.530	87.457	109.503	111.990	0		
281.896	83.556	102.890	111.312	0		
282.262	86.609	105.434	111.651	0		
282.628	82.029	107.130	116.568	0		
282.994	81.181	110.351	123.689	0		
283.360	86.779	104.247	115.042	0		
283.726	87.627	101.364	120.468	0		
284.092	87.966	98.651	123.689	0		
284.457	96.785	89.662	113.855	0		
284.823	95.768	91.528	105.547	0		
285.189	95.259	88.305	113.177	0		
285.555	90.171	105.434	111.651	0		
285.920	95.259	114.082	107.412	0		
286.286	93.732	118.998	105.716	0		
286.652	93.732	116.964	114.195	0		
287.017	92.715	120.694	107.243	0		
287.383	97.124	106.451	103.003	0		
287.749	86.948	96.107	104.699	0		
288.114	87.457	95.089	110.464	0		
288.480	89.323	98.820	98.764	0		
288.845	92.715	99.159	100.290	0		
289.211	99.499	93.732	95.541	0		
289.576	106.621	93.732	94.185	0		
289.942	107.130	92.715	92.489	0		
290.307	104.077	94.241	92.997	0		
290.672	98.481	103.908	97.916	0		
291.038	97.463	104.925	108.260	0		
291.403	94.580	110.182	109.616	0		
291.768	89.492	111.538	108.430	0		
292.134	97.463	112.386	116.399	0		
292.499	95.937	106.790	115.381	0		
292.864	99.329	117.133	106.225	0		
293.230	97.124	119.677	110.125	0		
293.595	98.481	118.490	105.886	0		
293.960	98.481	113.403	101.647	0		
294.325	92.884	107.469	103.682	0		
294.690	88.135	104.077	104.190	0		
295.055	91.188	97.972	108.430	0		
295.421	97.972	101.025	109.956	0		
295.786	95.259	104.247	110.295	0		
296.151	105.264	114.251	110.464	0		
296.516	101.194	109.503	114.364	0		
296.881	98.311	111.369	107.073	0		
297.246	91.867	104.416	111.482	0		
297.611	92.715	100.007	110.973	0		
297.976	100.007	94.072	102.664	0		
298.341	109.673	95.089	103.512	0		
298.705	111.538	93.224	108.938	0		
299.070	108.995	100.516	108.599	0		
299.435	101.703	108.316	112.838	0		
299.800	97.803	107.299	109.108	0		
300.165	89.832	105.773	105.038	0.333202608124008		
300.530	87.966	108.147	105.716	0.213585704326747		
300.894	97.972	110.860	107.921	0.0933860085324952		
301.259	100.346	110.521	106.225	0.0472771234339562		
301.624	95.768	117.642	116.907	0.208740805677009		
301.988	96.616	125.441	118.433	0.161793593651426		
302.353	93.902	117.812	110.973	0.115909372930099		
302.718	84.404	114.590	115.381	0.209501320626428		
303.082	83.725	114.251	117.246	0.287906036476242		
303.447	81.520	113.912	123.519	0.481943738098627		
303.811	73.547	115.777	126.232	0.761680000537465		
304.176	73.887	124.763	127.758	0.40415704517684		
304.541	81.860	126.458	124.706	0.319616388089454		
304.905	87.966	118.320	126.910	0.326890360330367		
305.270	89.492	116.116	122.672	0.338762722798947		
305.634	90.171	119.168	116.229	0.257678393769029		
305.998	95.089	119.168	116.907	0.24060722890927		
306.363	84.913	114.421	114.364	0.262358059019085		
306.727	79.994	115.268	102.664	0.260485443879448		
307.091	89.662	111.708	102.494	0.254030228100793		
307.456	105.434	106.112	115.212	0.168245149890685		
307.820	101.703	108.316	116.738	0.167539112679366		
