WaveLength	Dark	Reference	Samples	Energy	IrrCali	StrayLight
192.363	8009.835	8023.275	8013.563	0		
192.734	6044.038	6058.555	6062.887	0		
193.105	4847.009	4864.941	4866.126	0		
193.475	5118.775	5142.952	5143.006	0		
193.846	-65.517	-49.883	-41.161	0		
194.217	-54.981	-49.373	-28.759	0		
194.587	-48.524	-38.499	-34.365	0		
194.958	-39.859	-28.816	-29.099	0		
195.329	-29.665	-23.041	-24.853	0		
195.699	-24.909	-12.340	-15.680	0		
196.070	-27.457	-10.642	-13.982	0		
196.440	-21.682	-10.642	-11.435	0		
196.811	-10.982	-9.793	-9.566	0		
197.182	-10.132	-4.528	-6.000	0		
197.552	-3.849	2.094	-1.925	0		
197.923	8.716	4.811	3.170	0		
198.293	20.091	7.018	12.169	0		
198.663	21.789	14.489	16.243	0		
199.034	39.781	27.560	30.842	0		
199.404	49.454	31.804	33.897	0		
199.775	47.588	41.139	42.044	0		
200.145	38.763	49.624	53.923	0		
200.516	50.982	51.830	74.622	0		
200.886	48.776	51.491	76.827	0		
201.256	50.303	56.581	78.693	0		
201.627	57.090	69.137	76.997	0		
201.997	72.699	79.994	74.961	0		
202.367	77.280	80.503	74.961	0		
202.737	83.047	96.107	85.987	0		
203.108	86.100	95.937	99.894	0		
203.478	82.029	92.545	105.829	0		
203.848	79.315	89.832	116.342	0		
204.218	82.029	98.990	109.221	0		
204.588	76.601	90.849	106.508	0		
204.959	86.609	101.364	114.308	0		
205.329	94.241	101.025	129.057	0		
205.699	100.177	103.399	124.141	0		
206.069	93.054	98.820	138.211	0		
206.439	108.656	101.364	141.092	0		
206.809	97.124	100.516	123.124	0		
207.179	90.849	112.386	110.916	0		
207.549	95.598	116.286	110.069	0		
207.919	97.463	123.576	101.929	0		
208.289	97.294	115.777	92.771	0		
208.659	94.920	115.099	97.181	0		
209.029	90.680	103.060	101.081	0		
209.399	85.591	100.346	97.520	0		
209.769	81.690	101.364	101.081	0		
210.139	84.404	93.732	104.473	0		
210.509	89.492	100.007	103.455	0		
210.879	88.644	104.416	93.280	0		
211.249	89.662	99.668	96.672	0		
211.618	86.270	90.680	91.923	0		
211.988	74.565	105.773	85.139	0		
212.358	73.547	98.990	88.870	0		
212.728	81.351	97.803	87.853	0		
213.098	69.476	95.768	82.425	0		
213.467	78.637	102.212	78.354	0		
213.837	77.280	98.990	82.255	0		
214.207	72.699	98.651	80.050	0		
214.576	76.940	97.294	91.584	0		
214.946	83.725	105.603	89.379	0		
215.316	77.788	112.556	87.683	0		
215.685	75.414	104.416	88.192	0		
216.055	81.011	102.551	88.531	0		
216.425	75.074	110.351	85.309	0		
216.794	70.155	101.025	81.238	0		
217.164	66.592	86.270	84.121	0		
217.533	67.270	84.234	91.754	0		
217.903	68.797	93.054	84.121	0		
218.272	65.913	88.814	88.701	0		
218.642	66.422	90.680	103.116	0		
219.011	64.047	94.241	107.016	0		
219.381	76.092	100.855	98.538	0		
219.750	74.056	94.241	105.660	0		
220.120	80.842	94.241	97.350	0		
220.489	86.100	97.294	94.467	0		
220.858	89.323	99.159	98.029	0		
221.228	86.439	97.633	96.333	0		
221.597	87.966	101.703	100.233	0		
221.966	89.662	98.651	102.438	0		
222.336	86.270	96.276	101.420	0		
222.705	86.948	88.983	98.029	0		
223.074	82.538	101.703	95.824	0		
223.443	81.181	83.895	85.987	0		
223.813	78.128	87.118	82.764	0		
224.182	83.895	86.948	82.425	0		
224.551	81.351	97.803	77.845	0		
224.920	80.163	81.690	79.541	0		
225.289	86.439	91.528	83.443	0		
225.658	83.895	94.920	83.782	0		
226.027	79.146	91.019	80.898	0		
226.397	79.824	90.171	77.336	0		
226.766	77.788	94.750	84.969	0		
227.135	70.833	92.884	82.595	0		
227.504	70.324	86.270	85.987	0		
227.873	73.039	98.990	92.432	0		
228.242	74.396	101.703	99.555	0		
228.611	78.806	107.808	90.906	0		
228.980	74.735	117.981	96.333	0		
229.349	66.931	121.881	96.163	0		
229.717	64.047	110.860	94.298	0		
230.086	69.306	96.955	98.029	0		
230.455	59.296	86.948	99.216	0		
230.824	65.235	88.475	100.064	0		
231.193	78.128	84.404	105.660	0		
231.562	77.619	85.930	100.573	0		
231.931	75.583	101.873	95.315	0		
232.299	81.011	114.760	96.163	0		
232.668	75.244	101.873	96.163	0		
233.037	74.056	103.908	97.181	0		
233.406	74.226	107.299	104.982	0		
233.774	70.494	103.229	106.338	0		
234.143	68.967	86.948	116.003	0		
234.512	69.476	100.686	110.238	0		
234.880	71.342	99.668	98.707	0		
235.249	73.039	94.580	91.415	0		
235.617	77.449	91.358	95.654	0		
235.986	73.039	102.042	78.524	0		
236.355	70.494	93.902	86.496	0		
236.723	67.610	92.884	91.415	0		
237.092	77.110	99.159	92.771	0		
237.460	74.396	97.633	89.718	0		
237.829	87.118	95.259	101.251	0		
238.197	97.463	94.920	100.403	0		
238.566	96.107	103.738	102.438	0		
238.934	83.386	98.481	110.069	0		
239.302	82.708	101.703	111.934	0		
239.671	81.181	108.995	104.134	0		
240.039	73.547	109.164	107.356	0		
240.407	74.396	99.668	104.303	0		
240.776	83.725	102.551	100.233	0		
241.144	85.761	99.159	93.450	0		
241.512	78.976	94.580	101.081	0		
241.881	86.948	100.516	92.941	0		
242.249	87.796	98.990	90.227	0		
242.617	82.538	102.042	93.789	0		
242.985	83.725	105.434	99.046	0		
243.353	93.563	113.742	100.064	0		
243.722	91.358	104.586	107.356	0		
244.090	93.563	109.843	116.512	0		
244.458	87.457	99.838	105.151	0		
244.826	92.545	100.686	104.134	0		
