WaveLength	Dark	Reference	Samples	Energy	IrrCali	StrayLight
192.363	8009.835	8023.275	8017.973	0		
192.734	6044.038	6058.555	6060.301	0		
193.105	4847.009	4864.941	4868.118	0		
193.475	5118.775	5142.952	5152.245	0		
193.846	-65.517	-49.883	-28.193	0		
194.217	-54.981	-49.373	-26.155	0		
194.587	-48.524	-38.499	-26.325	0		
194.958	-39.859	-28.816	-25.985	0		
195.329	-29.665	-23.041	-32.270	0		
195.699	-24.909	-12.340	-19.021	0		
196.070	-27.457	-10.642	-14.265	0		
196.440	-21.682	-10.642	-6.283	0		
196.811	-10.982	-9.793	-3.057	0		
197.182	-10.132	-4.528	3.736	0		
197.552	-3.849	2.094	4.585	0		
197.923	8.716	4.811	8.150	0		
198.293	20.091	7.018	11.716	0		
198.663	21.789	14.489	16.130	0		
199.034	39.781	27.560	28.522	0		
199.404	49.454	31.804	34.463	0		
199.775	47.588	41.139	41.591	0		
200.145	38.763	49.624	50.586	0		
200.516	50.982	51.830	68.571	0		
200.886	48.776	51.491	67.553	0		
201.256	50.303	56.581	75.696	0		
201.627	57.090	69.137	85.026	0		
201.997	72.699	79.994	82.651	0		
202.367	77.280	80.503	74.000	0		
202.737	83.047	96.107	79.428	0		
203.108	86.100	95.937	76.375	0		
203.478	82.029	92.545	78.919	0		
203.848	79.315	89.832	87.061	0		
204.218	82.029	98.990	100.629	0		
204.588	76.601	90.849	104.021	0		
204.959	86.609	101.364	114.025	0		
205.329	94.241	101.025	114.364	0		
205.699	100.177	103.399	111.143	0		
206.069	93.054	98.820	112.838	0		
206.439	108.656	101.364	112.838	0		
206.809	97.124	100.516	112.329	0		
207.179	90.849	112.386	115.721	0		
207.549	95.598	116.286	120.129	0		
207.919	97.463	123.576	121.315	0		
208.289	97.294	115.777	123.011	0		
208.659	94.920	115.099	112.329	0		
209.029	90.680	103.060	103.003	0		
209.399	85.591	100.346	107.582	0		
209.769	81.690	101.364	103.851	0		
210.139	84.404	93.732	101.816	0		
210.509	89.492	100.007	102.494	0		
210.879	88.644	104.416	106.903	0		
211.249	89.662	99.668	100.968	0		
211.618	86.270	90.680	94.863	0		
211.988	74.565	105.773	95.372	0		
212.358	73.547	98.990	96.898	0		
212.728	81.351	97.803	96.559	0		
213.098	69.476	95.768	95.541	0		
213.467	78.637	102.212	97.068	0		
213.837	77.280	98.990	102.664	0		
214.207	72.699	98.651	97.577	0		
214.576	76.940	97.294	92.658	0		
214.946	83.725	105.603	88.249	0		
215.316	77.788	112.556	92.658	0		
215.685	75.414	104.416	84.856	0		
216.055	81.011	102.551	89.436	0		
216.425	75.074	110.351	93.506	0		
216.794	70.155	101.025	96.389	0		
217.164	66.592	86.270	92.489	0		
217.533	67.270	84.234	96.898	0		
217.903	68.797	93.054	98.424	0		
218.272	65.913	88.814	104.360	0		
218.642	66.422	90.680	100.799	0		
219.011	64.047	94.241	100.290	0		
219.381	76.092	100.855	104.699	0		
219.750	74.056	94.241	103.173	0		
220.120	80.842	94.241	96.389	0		
220.489	86.100	97.294	101.477	0		
220.858	89.323	99.159	107.751	0		
221.228	86.439	97.633	100.629	0		
221.597	87.966	101.703	113.516	0		
221.966	89.662	98.651	117.755	0		
222.336	86.270	96.276	121.655	0		
222.705	86.948	88.983	123.350	0		
223.074	82.538	101.703	130.809	0		
223.443	81.181	83.895	115.721	0		
223.813	78.128	87.118	110.464	0		
224.182	83.895	86.948	109.277	0		
224.551	81.351	97.803	93.506	0		
224.920	80.163	81.690	85.026	0		
225.289	86.439	91.528	91.980	0		
225.658	83.895	94.920	92.489	0		
226.027	79.146	91.019	84.856	0		
226.397	79.824	90.171	98.933	0		
226.766	77.788	94.750	100.460	0		
227.135	70.833	92.884	98.255	0		
227.504	70.324	86.270	104.360	0		
227.873	73.039	98.990	109.616	0		
228.242	74.396	101.703	107.073	0		
228.611	78.806	107.808	111.651	0		
228.980	74.735	117.981	112.499	0		
229.349	66.931	121.881	106.395	0		
229.717	64.047	110.860	108.769	0		
230.086	69.306	96.955	94.354	0		
230.455	59.296	86.948	90.114	0		
230.824	65.235	88.475	83.160	0		
231.193	78.128	84.404	85.874	0		
231.562	77.619	85.930	81.973	0		
231.931	75.583	101.873	91.301	0		
232.299	81.011	114.760	86.892	0		
232.668	75.244	101.873	95.202	0		
233.037	74.056	103.908	91.471	0		
233.406	74.226	107.299	94.354	0		
233.774	70.494	103.229	99.781	0		
234.143	68.967	86.948	102.325	0		
234.512	69.476	100.686	103.512	0		
234.880	71.342	99.668	113.347	0		
235.249	73.039	94.580	118.772	0		
235.617	77.449	91.358	108.260	0		
235.986	73.039	102.042	114.703	0		
236.355	70.494	93.902	112.499	0		
236.723	67.610	92.884	102.325	0		
237.092	77.110	99.159	94.863	0		
237.460	74.396	97.633	107.412	0		
237.829	87.118	95.259	114.195	0		
238.197	97.463	94.920	113.008	0		
238.566	96.107	103.738	111.821	0		
238.934	83.386	98.481	108.260	0		
239.302	82.708	101.703	103.851	0		
239.671	81.181	108.995	91.471	0		
240.039	73.547	109.164	95.372	0		
240.407	74.396	99.668	100.968	0		
240.776	83.725	102.551	108.938	0		
241.144	85.761	99.159	109.786	0		
241.512	78.976	94.580	122.502	0		
241.881	86.948	100.516	121.824	0		
242.249	87.796	98.990	119.959	0		
242.617	82.538	102.042	115.551	0		
242.985	83.725	105.434	118.433	0		
243.353	93.563	113.742	105.547	0		
243.722	91.358	104.586	98.933	0		
244.090	93.563	109.843	100.799	0		
244.458	87.457	99.838	101.477	0		
244.826	92.545	100.686	96.220	0		
245.194	86.439	90.849	100.799	0		
245.562	88.305	98.311	110.464	0		
245.930	85.930	94.920	113.347	0		
246.298	97.294	98.142	119.281	0		
246.666	86.100	92.036	125.045	0		
247.034	84.404	97.633	123.180	0		
247.402	79.994	96.785	113.686	0		
247.770	80.503	91.188	110.464	0		
248.138	73.378	93.902	106.564	0		
248.506	73.717	96.785	104.190	0		
248.874	71.172	84.574	103.173	0		
249.242	75.922	83.047	106.903	0		
249.610	81.011	85.930	106.564	0		
249.977	89.662	86.948	108.938	0		
250.345	90.001	85.252	111.482	0		
250.713	92.376	92.545	110.803	0		
251.081	90.001	92.206	105.377	0		
251.448	83.217	93.393	110.803	0		
251.816	74.396	93.054	102.834	0		
252.184	78.637	92.206	100.290	0		
252.551	74.226	85.591	102.494	0		
252.919	74.565	84.234	105.038	0		
