WaveLength	Dark	Reference	Samples	Energy	IrrCali	StrayLight
311.098	104.756	120.355	99.442	-0.0474217526204187		
311.462	102.551	120.863	102.494	-0.0004141238757821		
311.826	107.299	133.069	109.108	0.0117020625473813		
312.190	97.803	136.120	104.699	0.0475985379622984		
312.554	99.329	130.866	103.173	0.0294573151509261		
312.918	98.481	135.273	103.682	0.0471861223445747		
313.282	102.381	138.663	103.342	0.0075875108272492		
313.646	104.416	132.561	99.103	-0.0402517398592337		
314.010	111.708	127.306	98.085	-0.105514236709149		
314.373	106.790	125.949	101.647	-0.0459012739144322		
314.737	105.095	114.251	96.898	-0.0931370129698937		
315.101	105.434	105.773	97.916	-0.0672374483512008		
315.465	110.521	101.873	99.781	-0.083566103488727		
315.829	100.855	105.943	105.208	0.0405830729679199		
316.192	100.007	101.025	100.460	0.00428367427003327		
316.556	98.481	99.838	111.143	0.195148494600148		
316.920	92.376	101.364	104.360	0.283943564532268		
317.283	82.368	108.486	102.664	0.272566562517587		
317.647	84.234	102.551	101.816	0.244057467786628		
318.011	83.386	104.416	93.845	0.160030169344258		
318.374	81.351	99.668	94.693	0.186635082656278		
318.738	78.128	108.656	105.716	0.44978182927446		
319.101	81.011	106.621	102.155	0.322683873688552		
319.465	82.877	112.047	111.143	0.339577316894591		
319.828	81.011	126.288	119.281	0.518032200380099		
320.192	83.217	140.019	119.959	0.57641303067419		
320.555	85.930	133.069	114.703	0.402311932845707		
320.919	83.556	131.713	113.516	0.350534828516768		
321.282	91.528	124.085	103.342	0.107962792796219		
321.646	92.884	111.708	101.307	0.0621834816667136		
322.009	99.668	107.469	95.541	-0.0304411526854674		
322.372	97.633	101.194	101.986	0.0350925593958263		
322.736	92.715	96.446	107.073	0.133213693955525		
323.099	81.011	102.721	113.008	0.394786190512759		
323.462	83.386	94.580	111.821	0.422848411204867		
323.825	73.887	96.446	108.430	0.473435012387917		
324.189	81.351	103.568	103.342	0.319378266864674		
324.552	88.135	110.012	98.933	0.161240617065942		
324.915	97.463	115.608	96.050	-0.0266641693856599		
325.278	98.481	130.526	97.916	-0.0103553199620785		
325.641	101.534	134.764	98.424	-0.0415658096852258		
326.004	95.768	127.475	104.190	0.0942518263918588		
326.367	92.715	117.642	103.512	0.140603274397943		
326.730	89.662	108.486	106.056	0.198392373785365		
327.093	90.001	101.194	115.551	0.302829598871023		
327.456	92.036	89.832	115.551	0.218115945922382		
327.819	93.563	101.194	108.260	0.127937340847429		
328.182	92.545	103.229	112.499	0.198727545480454		
328.545	93.224	98.481	106.225	0.158063781729636		
328.908	90.680	92.206	95.541	0.0624356542945777		
329.271	89.323	90.680	103.342	0.210772171132661		
329.634	85.082	85.252	104.190	0.251405199333673		
329.996	81.520	96.107	106.564	0.348270854092587		
330.359	75.753	105.603	105.208	0.370725981695345		
330.722	78.806	114.082	105.208	0.247727257639731		
331.085	72.699	120.694	100.120	0.293250754523584		
331.447	84.913	117.473	103.173	0.179730652639804		
331.810	84.913	113.064	103.512	0.191305093339265		
332.173	87.966	103.060	106.903	0.274479117252274		
332.535	81.690	102.551	110.803	0.532929031304963		
332.898	90.849	97.972	110.973	0.305501093178758		
333.260	89.323	100.346	101.307	0.228268575529908		
333.623	92.884	97.463	96.729	0.0634643537710846		
333.985	94.411	104.077	96.729	0.0455797218700287		
334.348	95.259	101.873	105.038	0.138982564425402		
334.710	98.142	100.346	111.482	0.171811780568316		
335.073	99.838	104.416	125.384	0.284081672613561		
335.435	104.247	102.721	127.758	0.321067729123462		
335.798	101.703	105.773	133.352	0.515168238409049		
336.160	102.551	108.486	121.315	0.275968398217112		
336.522	96.107	119.338	119.790	0.375866677804532		
336.885	87.287	122.220	111.143	0.614767728472378		
337.247	88.475	127.645	110.295	0.382640130589625		
337.609	93.393	130.018	101.816	0.132596749532216		
337.971	107.299	137.307	109.786	0.0301722476092797		
338.334	111.538	127.475	98.424	-0.144872189014725		
338.696	121.881	118.659	100.629	-0.225859667223739		
339.058	115.438	118.151	101.816	-0.133683740311984		
339.420	109.673	110.182	103.682	-0.0535072684019235		
339.782	93.054	96.276	96.389	0.0358467166803236		
340.144	92.376	103.738	96.729	0.049782910755601		
340.506	86.948	106.112	95.881	0.14097321564555		
340.868	95.937	98.481	101.307	0.0692265199706473		
341.230	101.534	96.955	108.769	0.0910612286439069		
341.592	108.316	105.434	111.821	0.0394722512801813		
341.954	104.925	98.651	114.025	0.105886520833847		
342.316	100.346	96.446	116.060	0.149065027639816		
342.678	91.697	102.381	118.772	0.270197307263304		
343.040	92.376	101.703	113.008	0.211361467698503		
343.402	91.528	105.095	114.025	0.21669939734167		
343.764	94.580	109.503	111.143	0.163630263581259		
344.126	95.598	115.099	104.190	0.0842239796449859		
344.487	102.721	110.860	93.167	-0.0931023887150506		
344.849	93.902	120.355	91.471	-0.0300146478983393		
345.211	85.082	113.234	94.185	0.0996722434348514		
345.572	81.860	110.351	98.424	0.161939020940398		
345.934	83.386	108.486	106.734	0.286253965229351		
346.296	79.994	114.421	110.973	0.337927376102403		
346.657	76.771	101.025	113.516	0.410442803186239		
347.019	83.047	99.838	104.869	0.235280583051538		
347.380	82.877	101.873	106.395	0.203857177710645		
347.742	82.538	107.469	103.682	0.182884195309252		
348.104	89.832	109.843	102.155	0.0928201055563555		
348.465	100.516	118.490	103.173	0.0184989764720438		
348.826	100.686	123.067	107.243	0.0470936157629724		
349.188	99.159	132.222	104.869	0.0410952816964313		
349.549	90.849	124.254	107.243	0.124859519966416		
349.911	87.796	120.694	103.342	0.115950907721619		
350.272	84.065	131.544	99.951	0.119436310544211		
350.633	84.743	133.239	100.629	0.141659910907738		
350.995	97.463	127.984	104.190	0.0652560299023549		
351.356	103.399	127.814	98.085	-0.0546047921938618		
351.717	100.855	129.679	94.693	-0.0649361166034929		
352.078	101.534	121.033	99.272	-0.0206542325841657		
352.440	104.586	120.185	101.138	-0.0323170199960734		
352.801	94.072	118.151	103.682	0.0911844089997514		
353.162	91.188	118.490	100.968	0.0903808136176224		
353.523	90.340	116.286	115.890	0.197046569230766		
353.884	88.814	109.843	126.401	0.282856959065873		
354.245	79.824	107.638	131.318	0.356518507647821		
354.606	84.234	120.694	133.013	0.328229801288207		
354.967	90.849	122.220	131.148	0.269526661324345		
355.328	95.598	124.932	121.824	0.178047333195373		
355.689	99.329	124.593	109.956	0.0680574345662151		
356.050	109.843	123.745	106.395	-0.0236336109053538		
356.411	105.095	110.351	107.243	0.0143054814706635		
356.772	101.703	109.503	110.125	0.0619469818041741		
357.133	100.855	105.264	106.395	0.0386059335250015		
357.493	96.276	106.112	106.734	0.0707584961389807		
357.854	94.920	113.234	103.173	0.0564593599123715		
358.215	91.358	112.556	94.863	0.0261418411543703		
358.576	101.703	109.503	106.225	0.0341721155514994		
358.936	101.703	115.099	111.651	0.0723720605425889		
359.297	101.534	117.981	116.399	0.0996318249107712		
359.658	92.545	116.794	108.090	0.101880638583556		
360.018	97.294	115.268	103.173	0.0387982196825615		
360.379	87.287	124.254	97.746	0.0640954608263782		
360.739	81.351	120.016	100.799	0.11366330251707		
361.100	92.376	115.099	90.453	-0.0114286961655831		
361.461	94.580	108.486	98.085	0.0217492438705759		
361.821	92.884	112.047	111.312	0.111422361549819		
362.181	91.358	108.147	105.038	0.0840733939587204		
362.542	95.259	105.603	104.190	0.0549795005540643		
362.902	81.860	106.790	106.395	0.151840555067355		
363.263	86.779	109.334	109.447	0.142765938212689		
363.623	95.598	104.077	96.389	0.00491615726614863		
363.983	99.838	95.937	105.716	0.0359714454289671		
364.344	97.972	98.820	111.990	0.0914621646967354		
364.704	102.042	101.534	116.060	0.0979764129729663		
365.064	105.943	94.241	112.499	0.0439895938448021		
365.424	106.112	96.616	118.603	0.0903017796776897		
365.785	100.516	104.247	121.994	0.154730003595463		
366.145	98.820	97.294	110.464	0.0840100769584147		
366.505	97.633	102.551	107.921	0.0765037177344254		
366.865	86.948	109.503	112.499	0.192117162653873		
367.225	77.958	106.451	115.890	0.284354648094946		
367.585	85.930	109.843	104.021	0.135476635815397		
367.945	86.948	114.421	106.564	0.139633337797202		
368.305	86.948	113.403	102.834	0.110736169390863		
368.665	93.393	110.351	104.190	0.0763347871087355		
369.025	93.393	117.642	98.933	0.0379539016634654		
369.385	87.457	115.947	99.442	0.076990552027915		
369.745	91.358	116.625	102.664	0.0708017719603042		
370.105	88.475	110.012	101.816	0.0836303597057882		
370.464	83.725	113.234	103.851	0.127134217978295		
370.824	82.199	107.977	104.869	0.142347793184821		
371.184	82.877	101.534	109.108	0.154463085816996		
371.544	77.619	106.621	109.277	0.18282773113178		
371.904	78.637	109.673	108.938	0.174016199424956		
372.263	86.609	109.334	102.325	0.0890453576184595		
372.623	92.206	109.673	103.851	0.0710264951903534		
372.983	101.703	116.794	99.103	-0.0161815166955004		
373.342	101.025	111.030	103.851	0.0176034929197783		
373.702	106.621	110.860	107.751	0.00732428102937573		
374.061	102.890	115.099	113.516	0.069300179401845		
374.421	104.586	113.234	113.516	0.0609800518832424		
374.780	87.287	113.742	117.755	0.205601264694086		
375.140	88.135	121.881	113.855	0.168169513732072		
375.499	78.806	121.881	123.859	0.280622289562342		
375.859	76.431	112.386	115.381	0.24214950259461		
376.218	67.440	121.202	118.942	0.308339151459932		
376.577	71.681	117.812	124.706	0.305874244086335		
376.937	74.565	115.438	127.080	0.295082736655599		
377.296	84.913	112.895	122.841	0.217386367938336		
377.655	90.680	114.251	120.807	0.17450597479196		
378.014	102.042	113.403	118.094	0.0907017658359257		
378.374	104.077	123.576	119.111	0.0818658236772043		
378.733	100.855	124.424	118.264	0.0963828929365383		
379.092	94.750	130.357	114.873	0.116131070473483		
379.451	93.732	128.323	120.637	0.154488733870999		
379.810	83.217	126.967	122.502	0.231269985106454		
380.169	80.163	115.438	115.381	0.198151025623158		
380.528	87.287	103.738	115.381	0.163535845152136		
380.887	91.019	96.616	115.721	0.148629678022998		
381.246	91.019	104.586	112.329	0.129354313128374		
381.605	92.376	104.077	110.464	0.110197269667892		
381.964	101.703	105.434	112.160	0.0623612844205723		
382.323	95.089	116.455	104.190	0.0530036601777534		
382.682	94.241	125.610	106.734	0.0731162727285812		
383.041	91.697	126.119	116.060	0.139012061854763		
383.400	95.768	123.915	119.620	0.133695084495038		
383.758	94.241	134.764	124.028	0.161136759285628		
384.117	92.206	126.627	126.910	0.186489553037898		
384.476	88.305	120.863	126.571	0.208638749030451		
384.835	90.171	124.932	123.859	0.178886152464836		
385.193	89.153	127.984	120.637	0.167030648159473		
385.552	93.054	120.524	120.129	0.152661080679566		
385.911	88.644	125.780	121.994	0.184481966562594		
386.269	91.697	128.323	123.859	0.185588193035033		
386.628	94.580	117.133	121.994	0.157964255177688		
386.986	100.346	117.133	125.045	0.147410788829316		
387.345	98.820	110.351	116.568	0.105790812422612		
387.703	110.351	114.590	119.620	0.0561685180345567		
388.062	110.860	116.625	112.669	0.0103802374053151		
388.420	103.908	118.320	113.347	0.0553060711387204		
388.778	105.603	114.590	113.177	0.0440606698708869		
389.137	102.381	120.355	117.586	0.0854486214428292		
389.495	103.229	113.234	116.229	0.0720586608174932		
389.853	103.060	111.369	119.111	0.090930590741087		
390.212	112.556	115.268	124.198	0.0667426095804864		
390.570	105.603	115.099	125.723	0.119548961012129		
390.928	101.873	111.877	123.180	0.126193848865452		
391.286	106.790	115.608	117.586	0.0643517446790314		
391.644	105.603	112.895	115.381	0.0581288686286278		
392.003	103.060	115.777	105.547	0.0151333405684111		
392.361	99.329	118.659	100.290	0.00571162477774362		
392.719	110.012	119.507	100.968	-0.053974842109403		
393.077	100.177	122.220	106.734	0.0386835087565584		
393.435	96.446	120.185	112.160	0.0950440559252516		
393.793	94.920	114.760	121.146	0.154214839831728		
394.151	101.025	113.403	131.657	0.184774183235278		
394.509	100.346	112.725	134.877	0.200428581489254		
394.867	100.007	112.725	134.708	0.203032685501965		
395.224	115.608	110.351	136.572	0.118138222099927		
395.582	109.843	112.895	134.369	0.135281855244568		
395.940	115.438	110.860	129.283	0.0760965069299435		
396.298	109.843	113.573	133.352	0.128708040202062		
396.656	104.416	105.943	142.166	0.206574300402585		
397.013	90.001	110.351	136.064	0.25843610811689		
397.371	92.545	109.843	139.623	0.260001182071689		
397.729	82.538	111.199	141.827	0.324737074755555		
398.086	82.199	109.503	138.945	0.307875823496799		
398.444	88.644	108.486	129.114	0.219542343016166		
398.801	93.563	112.216	129.961	0.203643966666499		
399.159	91.188	110.690	123.689	0.179787766546803		
399.516	89.832	111.877	120.976	0.166603272926346		
399.874	89.492	118.490	118.603	0.160312607017972		
400.231	85.252	122.728	124.876	0.221971344598231		
400.589	77.280	120.016	127.080	0.286644243549629		
400.946	80.503	126.288	122.672	0.239024092153369		
401.304	81.860	116.116	120.298	0.217778875433931		
401.661	73.208	112.047	135.047	0.362952948569895		
402.018	82.877	123.745	130.979	0.282386259891379		
402.375	85.422	129.509	136.233	0.296789912652668		
402.733	88.475	132.730	143.352	0.325051527640365		
403.090	90.001	142.731	148.776	0.342914099329333		
403.447	97.972	131.883	141.488	0.257943360394312		
403.804	85.930	125.102	150.640	0.373598753019959		
404.161	95.768	120.694	144.708	0.276205772662046		
404.518	95.768	113.912	145.047	0.285396383538851		
404.876	90.171	112.047	136.572	0.271266598390969		
405.233	90.001	121.372	134.708	0.25985370126615		
405.590	98.820	112.386	128.436	0.174353887812151		
405.947	90.680	112.216	123.689	0.193274923414422		
406.304	89.323	111.199	124.537	0.203428531315295		
406.660	93.563	105.603	121.146	0.158307588589082		
407.017	99.668	106.112	118.772	0.109221063304397		
407.374	92.376	108.316	111.482	0.108225975488864		
407.731	91.867	107.130	111.482	0.111738992115569		
408.088	86.779	106.451	108.260	0.124215372339015		
408.445	86.100	103.908	119.620	0.192724051595085		
408.801	80.333	100.855	120.468	0.237268052257668		
409.158	78.467	107.808	131.318	0.315145249764965		
409.515	88.475	112.386	132.335	0.257931987805751		
409.871	89.832	106.112	133.521	0.25634797348256		
410.228	93.732	123.237	123.519	0.172196820285864		
410.585	93.393	129.679	115.042	0.122957455366895		
410.941	104.756	134.425	113.855	0.0518365341750374		
411.298	96.785	123.915	117.586	0.117852087895654		
411.654	100.516	134.595	121.994	0.122164151583218		
412.011	102.721	123.915	134.538	0.185097852893435		
412.367	104.925	122.898	145.217	0.229105690206033		
412.723	106.112	118.829	141.657	0.203579783207055		
413.080	108.486	122.559	142.674	0.197147336620222		
413.436	106.790	124.763	141.149	0.195593842993516		
413.792	98.481	125.610	126.571	0.157517927302828		
414.149	99.329	112.047	119.451	0.110493741776675		
414.505	91.358	106.960	114.364	0.124518000476105		
414.861	86.100	106.621	110.973	0.135501586989296		
415.217	85.761	106.451	111.482	0.137985390271354		
415.574	93.732	107.299	120.807	0.144341821286509		
415.930	92.545	118.659	128.436	0.192061975350524		
416.286	95.768	120.863	138.437	0.231239863111116		
416.642	91.019	132.222	144.200	0.289810251608386		
416.998	89.323	125.441	146.234	0.306219522825398		
