WaveLength	Dark	Reference	Samples	Energy	IrrCali	StrayLight
192.363	8009.835	8023.275	8036.609	0		
192.734	6044.038	6058.555	6061.501	0		
193.105	4847.009	4864.941	4859.718	0		
193.475	5118.775	5142.952	5131.455	0		
193.846	-65.517	-49.883	-62.175	0		
194.217	-54.981	-49.373	-75.602	0		
194.587	-48.524	-38.499	-67.273	0		
194.958	-39.859	-28.816	-60.475	0		
195.329	-29.665	-23.041	-45.522	0		
195.699	-24.909	-12.340	-29.043	0		
196.070	-27.457	-10.642	-20.719	0		
196.440	-21.682	-10.642	-8.830	0		
196.811	-10.982	-9.793	7.811	0		
197.182	-10.132	-4.528	17.658	0		
197.552	-3.849	2.094	28.692	0		
197.923	8.716	4.811	40.234	0		
198.293	20.091	7.018	36.669	0		
198.663	21.789	14.489	36.669	0		
199.034	39.781	27.560	27.843	0		
199.404	49.454	31.804	27.674	0		
199.775	47.588	41.139	23.769	0		
200.145	38.763	49.624	33.445	0		
200.516	50.982	51.830	38.706	0		
200.886	48.776	51.491	47.361	0		
201.256	50.303	56.581	50.586	0		
201.627	57.090	69.137	66.026	0		
201.997	72.699	79.994	73.321	0		
202.367	77.280	80.503	77.223	0		
202.737	83.047	96.107	85.535	0		
203.108	86.100	95.937	88.757	0		
203.478	82.029	92.545	88.757	0		
203.848	79.315	89.832	91.301	0		
204.218	82.029	98.990	97.237	0		
204.588	76.601	90.849	95.033	0		
204.959	86.609	101.364	99.442	0		
205.329	94.241	101.025	101.986	0		
205.699	100.177	103.399	103.173	0		
206.069	93.054	98.820	103.512	0		
206.439	108.656	101.364	104.360	0		
206.809	97.124	100.516	100.629	0		
207.179	90.849	112.386	101.477	0		
207.549	95.598	116.286	106.056	0		
207.919	97.463	123.576	106.903	0		
208.289	97.294	115.777	108.769	0		
208.659	94.920	115.099	110.803	0		
209.029	90.680	103.060	117.416	0		
209.399	85.591	100.346	109.447	0		
209.769	81.690	101.364	108.599	0		
210.139	84.404	93.732	114.025	0		
210.509	89.492	100.007	110.803	0		
210.879	88.644	104.416	106.225	0		
211.249	89.662	99.668	101.647	0		
211.618	86.270	90.680	97.407	0		
211.988	74.565	105.773	97.237	0		
212.358	73.547	98.990	96.220	0		
212.728	81.351	97.803	95.033	0		
213.098	69.476	95.768	111.482	0		
213.467	78.637	102.212	124.876	0		
213.837	77.280	98.990	110.973	0		
214.207	72.699	98.651	113.855	0		
214.576	76.940	97.294	100.799	0		
214.946	83.725	105.603	93.845	0		
215.316	77.788	112.556	77.732	0		
215.685	75.414	104.416	76.375	0		
