WaveLength	Dark	Reference	Samples	Energy	IrrCali	StrayLight
277.137	90.510	108.995	114.534	0		
277.504	89.662	111.708	115.212	0		
277.870	78.128	108.995	118.942	0		
278.236	77.619	100.686	109.277	0		
278.602	92.545	112.047	113.516	0		
278.968	95.259	110.182	106.056	0		
279.334	92.036	104.077	105.886	0		
279.700	99.499	103.568	113.516	0		
280.066	101.703	111.708	117.416	0		
280.432	95.089	107.638	115.042	0		
280.798	88.983	108.995	113.686	0		
281.164	92.206	107.130	107.921	0		
281.530	87.457	109.503	104.190	0		
281.896	83.556	102.890	106.395	0		
282.262	86.609	105.434	98.085	0		
282.628	82.029	107.130	98.255	0		
282.994	81.181	110.351	99.442	0		
283.360	86.779	104.247	97.916	0		
283.726	87.627	101.364	94.693	0		
284.092	87.966	98.651	99.781	0		
284.457	96.785	89.662	99.103	0		
284.823	95.768	91.528	99.612	0		
285.189	95.259	88.305	93.506	0		
285.555	90.171	105.434	98.764	0		
285.920	95.259	114.082	106.734	0		
286.286	93.732	118.998	116.229	0		
286.652	93.732	116.964	115.721	0		
287.017	92.715	120.694	108.769	0		
287.383	97.124	106.451	106.564	0		
287.749	86.948	96.107	101.138	0		
288.114	87.457	95.089	100.290	0		
288.480	89.323	98.820	100.290	0		
288.845	92.715	99.159	113.516	0		
289.211	99.499	93.732	109.616	0		
289.576	106.621	93.732	104.699	0		
289.942	107.130	92.715	105.377	0		
290.307	104.077	94.241	103.342	0		
290.672	98.481	103.908	101.986	0		
291.038	97.463	104.925	109.956	0		
291.403	94.580	110.182	107.243	0		
291.768	89.492	111.538	93.676	0		
292.134	97.463	112.386	97.746	0		
292.499	95.937	106.790	107.073	0		
292.864	99.329	117.133	99.272	0		
293.230	97.124	119.677	101.138	0		
293.595	98.481	118.490	110.634	0		
293.960	98.481	113.403	110.464	0		
294.325	92.884	107.469	99.272	0		
294.690	88.135	104.077	94.354	0		
295.055	91.188	97.972	103.003	0		
295.421	97.972	101.025	96.729	0		
295.786	95.259	104.247	93.167	0		
296.151	105.264	114.251	95.541	0		
296.516	101.194	109.503	101.307	0		
296.881	98.311	111.369	95.711	0		
297.246	91.867	104.416	98.933	0		
297.611	92.715	100.007	105.377	0		
297.976	100.007	94.072	105.038	0		
298.341	109.673	95.089	102.494	0		
298.705	111.538	93.224	109.447	0		
299.070	108.995	100.516	115.042	0		
299.435	101.703	108.316	104.699	0		
299.800	97.803	107.299	102.834	0		
300.165	89.832	105.773	106.395	0.362927520109183		
300.530	87.966	108.147	92.997	0.0605436339598066		
300.894	97.972	110.860	100.799	0.0265313445375845		
301.259	100.346	110.521	114.703	0.115458922145484		
301.624	95.768	117.642	110.464	0.145120003549588		
301.988	96.616	125.441	116.229	0.14544865452844		
302.353	93.902	117.812	114.873	0.142388369843371		
302.718	84.404	114.590	114.534	0.203767918189303		
303.082	83.725	114.251	107.412	0.203440711970915		
303.447	81.520	113.912	114.364	0.376885559601938		
303.811	73.547	115.777	111.143	0.543526703834663		
304.176	73.887	124.763	113.177	0.294769954504271		
304.541	81.860	126.458	103.512	0.161517076161619		
304.905	87.966	118.320	104.360	0.137608267767417		
305.270	89.492	116.116	96.559	0.0721508168172444		
305.634	90.171	119.168	82.821	-0.0726799860901347		
305.998	95.089	119.168	90.962	-0.0455111171419757		
306.363	84.913	114.421	105.038	0.179280485609038		
306.727	79.994	115.268	110.464	0.350111046574369		
307.091	89.662	111.708	117.586	0.552769261231469		
307.456	105.434	106.112	125.723	0.349109182226886		
307.820	101.703	108.316	125.215	0.262001639634912		
308.184	104.756	108.486	119.111	0.102805253184887		
308.549	107.638	118.490	119.451	0.0801673205548003		
