Wavelength,150,187.5,300,375,750,1500,1875,3000,3750,7500,15000,Empty_cuvette,Nothing,Pure_water
558.437,2673.364,2423.868,2131.9,1880.091,1238.839,555.319,553.745,278.882,209.764,136.12,113.516,593.079,5533.89,3194.11
558.779,2695.277,2445.504,2143.827,1916.294,1271.617,574.201,580.213,281.251,221.448,126.967,119.959,591.394,5525.697,3190.503
559.12,2699.889,2459.871,2161.881,1945.18,1301.708,590.214,602.629,293.939,226.866,135.442,125.893,596.113,5532.766,3182.961
559.462,2684.568,2489.918,2191.688,1974.721,1322.599,617.176,637.504,308.993,230.76,136.459,123.35,597.798,5547.062,3196.569
559.804,2701.042,2522.926,2218.34,2018.85,1365.702,645.477,680.615,318.126,227.374,131.035,128.605,596.281,5539.673,3178.697
560.146,2717.184,2541.407,2254.748,2050.026,1412.458,678.819,701.993,323.199,236.516,132.222,121.994,592.574,5572.438,3183.125
560.487,2740.24,2558.234,2288.827,2092.464,1436.327,710.128,731.611,351.772,237.531,146.46,123.011,597.967,5597.167,3186.076
560.829,2775.143,2597.156,2316.61,2113.178,1475.039,746.136,755.331,374.927,253.612,144.934,128.944,604.539,5636.176,3213.783
561.17,2803.452,2630.624,2338.765,2138.361,1519.07,770.356,780.558,391.993,270.196,150.019,123.859,602.348,5648.535,3219.52
561.512,2799.831,2636.723,2360.089,2159.728,1537.577,789.022,806.786,411.42,280.01,159.678,120.976,608.92,5640.831,3218.372
561.853,2800.654,2651.392,2395.619,2187.714,1573.246,807.851,848.634,448.066,292.191,165.778,123.689,615.154,5643.72,3202.471
562.195,2804.604,2669.52,2423.538,2194.833,1622.893,834.239,879.543,468.155,312.15,163.067,118.433,633.012,5656.077,3217.717
562.536,2808.059,2671.497,2437.082,2222.809,1671.515,858.434,914.136,483.008,331.259,166.625,106.734,625.432,5650.782,3206.406
562.877,2807.401,2659.632,2460.531,2252.266,1685.664,892.531,941.162,505.956,337.853,161.034,117.925,624.421,5602.947,3173.942
563.219,2840.637,2671.991,2491.073,2269.473,1713.788,938.532,971.703,520.296,361.688,159.339,118.264,632.844,5615.951,3192.798
563.56,2854.619,2682.536,2511.045,2294.119,1739.576,979.476,986.13,530.754,401.06,160.356,124.876,638.908,5608.084,3206.078
563.901,2874.519,2685.667,2528.537,2317.602,1779.158,1024.76,1034.428,542.053,429.605,162.728,118.264,630.317,5580.147,3183.289
564.243,2895.896,2700.328,2569.285,2353.808,1802.434,1064.992,1079.851,576.786,446.322,160.695,126.91,640.761,5584.803,3172.63
564.584,2913.487,2723.223,2597.816,2376.451,1850.963,1099.845,1108.668,599.54,463.035,173.233,113.516,655.919,5595.401,3193.618
564.925,2922.692,2743.643,2616.942,2405.862,1895.149,1143.726,1145.68,633.574,497.801,183.737,113.686,655.75,5607.121,3189.191
565.266,2936.499,2754.51,2637.053,2417.922,1929.686,1181.226,1201.253,664.9,503.875,181.534,110.125,651.709,5595.561,3186.076
565.607,2944.223,2763.894,2664.906,2446.495,1952.096,1212.686,1223.84,699.917,520.24,191.021,122.672,649.856,5619.322,3196.897
565.948,2941.758,2776.076,2674.957,2472.254,1966.037,1247.815,1237.724,727.012,545.201,209.143,125.215,645.814,5622.211,3210.504
566.289,2944.223,2783.977,2673.309,2470.933,1988.105,1281.426,1275.518,758.808,574.37,207.957,138.945,640.256,5633.929,3195.75
566.63,2937.321,2783.647,2664.246,2481.004,1997.894,1300.65,1301.263,793.449,592.237,206.603,147.759,632.339,5624.138,3195.422
566.971,2930.089,2788.091,2658.808,2487.937,2010.833,1329.562,1326.832,819.673,619.703,222.351,147.589,631.665,5621.73,3188.535
567.311,2941.594,2798.131,2657.984,2497.181,2046.489,1353.62,1372.272,855.298,644.466,230.816,144.878,627.959,5588.978,3192.962
567.652,2944.552,2806.194,2661.775,2494.54,2072.684,1389.528,1419.358,873.273,662.823,228.277,145.386,630.486,5557.021,3181.813
567.993,2952.111,2799.118,2677.923,2517.811,2094.231,1426.925,1457.576,895.442,697.337,238.773,135.725,624.926,5561.036,3180.009
568.334,2972.486,2819.523,2697.199,2540.582,2119.916,1458.132,1488.94,912.233,721.403,255.022,137.25,630.486,5567.621,3154.426
568.674,2979.222,2827.75,2716.306,2564.502,2156.029,1488.328,1515.123,942.281,742.098,263.484,142.844,635.034,5566.496,3146.553
569.015,2982.179,2856.702,2722.729,2594.353,2179.711,1532.853,1532.797,967.62,778.933,263.822,146.234,625.263,5588.818,3153.114
569.356,2991.214,2871.997,2736.562,2623.371,2215.471,1558.358,1568.135,1003.686,807.851,280.405,148.098,624.589,5603.589,3155.574
569.696,3005.669,2892.224,2755.827,2632.767,2241.62,1592.519,1589.964,1034.372,837.6,293.601,158.774,619.703,5593.956,3153.934
570.037,2984.151,2879.727,2771.631,2633.427,2265.612,1622.671,1626.779,1076.443,864.65,312.714,160.638,615.491,5577.417,3156.722
570.377,2970.843,2893.046,2770.808,2648.096,2280.666,1653.146,1663.08,1097.555,906.636,323.875,157.249,608.92,5538.388,3140.155
570.718,2956.384,2885.975,2772.619,2646.778,2291.087,1675.621,1693.874,1125.361,934.168,339.093,161.316,625.432,5540.155,3112.594
571.058,2953.262,2870.024,2765.705,2644.8,2291.914,1717.061,1707.354,1159.52,969.41,358.195,163.688,614.48,5516.379,3109.312
571.398,2946.688,2869.695,2775.253,2658.314,2310.602,1732.866,1734.974,1197.013,1006.984,374.927,158.435,616.334,5508.024,3105.374
571.739,2972.815,2892.388,2785.952,2686.82,2332.924,1769.957,1770.567,1220.104,1038.508,386.755,154.029,620.883,5491.956,3119.321
572.079,2994.171,2886.797,2809.65,2713.176,2361.852,1809.859,1799.996,1263.925,1071.528,404.495,162.333,637.224,5508.346,3126.211
572.419,3000.413,2888.606,2812.777,2734.916,2391.433,1840.772,1831.743,1302.043,1103.028,429.323,166.908,635.034,5476.046,3125.719
572.759,2998.278,2898.143,2814.916,2741.008,2431.081,1854.729,1864.144,1331.288,1138.368,444.521,167.755,640.929,5455.472,3108.492
573.099,2991.543,2891.401,2801.258,2759.449,2464.274,1885.793,1888.893,1358.687,1165.491,465.455,171.652,644.298,5453.543,3124.079
573.44,2978.729,2900.28,2782.989,2773.277,2485.076,1913.028,1905.168,1386.578,1196.121,479.126,173.516,644.466,5461.419,3108.492
573.78,2982.179,2904.39,2773.277,2771.796,2497.291,1941.251,1938.208,1421.138,1219.713,504.607,174.363,624.926,5459.169,3111.117
574.12,2990.065,2911.131,2789.079,2757.309,2507.359,1964.156,1961.279,1447.508,1255.174,537.331,175.04,629.475,5447.274,3116.696
574.46,2992.2,2925.432,2814.916,2757.309,2504.718,1987.884,1986.336,1470.034,1285.271,558.241,179.953,637.56,5466.563,3113.578
574.8,2991.543,2946.305,2809.157,2765.87,2494.98,2015.588,1997.12,1489.051,1299.981,574.257,191.303,646.488,5428.303,3104.225
575.14,2998.278,2931.349,2823.801,2767.68,2506.369,2038.806,2025.65,1529.574,1324.716,600.214,200.11,637.729,5408.847,3103.241
575.479,2988.915,2924.939,2840.253,2788.091,2530.957,2058.869,2039.912,1558.746,1344.432,631.216,211.796,642.614,5423.318,3109.968
575.819,2989.408,2925.267,2844.694,2817.219,2545.971,2075.612,2051.684,1593.741,1358.297,644.354,223.141,637.56,5409.007,3105.046
576.159,2972.158,2916.227,2834.166,2840.253,2564.282,2099.148,2065.943,1624.892,1381.847,661.532,233.638,635.708,5396.464,3097.497
576.499,2987.272,2912.61,2850.945,2849.465,2590.011,2119.53,2111.19,1655.199,1415.407,692.679,244.472,637.055,5414.314,3083.383
576.838,2985.793,2920.501,2854.728,2865.255,2608.973,2151.337,2127.593,1677.008,1464.639,719.776,258.689,639.582,5409.651,3069.76
577.178,3005.833,2928.555,2846.175,2860.978,2611.446,2165.746,2131.9,1703.971,1502.171,731.387,269.858,642.277,5398.072,3060.239
577.518,2990.722,2936.444,2859.334,2865.584,2624.47,2203.001,2179.269,1720.61,1544.189,757.126,278.995,642.277,5420.746,3068.283
577.857,3004.848,2950.906,2870.353,2864.597,2639.8,2226.671,2205.594,1740.075,1558.858,787.228,286.439,642.951,5416.244,3077.967
578.197,2994.336,2952.057,2881.207,2865.255,2650.843,2251.494,2203.773,1769.68,1591.686,821.69,295.067,637.56,5421.228,3071.237
578.536,3012.239,2953.536,2887.948,2856.538,2664.851,2264.399,2224.464,1795.951,1612.51,843.705,304.878,645.309,5423.479,3077.311
578.876,3002.056,2955.836,2910.144,2855.88,2686.6,2301.121,2256.071,1797.447,1644.987,883.35,310.966,643.119,5407.882,3082.727
579.215,2998.771,2938.581,2901.924,2829.23,2687.424,2301.121,2263.517,1818.89,1659.972,914.751,319.93,639.582,5393.569,3058.105
579.555,2998.114,2935.951,2898.8,2825.611,2695.661,2322.618,2279.233,1847.806,1706.079,935.399,342.249,634.528,5374.429,3060.896
579.894,3001.07,2931.349,2898.143,2846.997,2699.12,2340.639,2309.665,1877.71,1722.718,965.271,361.519,631.159,5363.008,3067.79
580.233,2992.2,2926.582,2898.307,2859.498,2692.531,2366.425,2327.192,1897.142,1727.543,1007.879,375.715,626.442,5334.53,3058.434
580.573,2983.986,2940.553,2879.562,2874.793,2690.884,2371.714,2339.757,1934.667,1734.031,1038.228,391.599,627.959,5315.381,3041.031
580.912,3007.147,2964.216,2890.086,2906.199,2705.709,2403.605,2363.064,1959.232,1762.474,1066.724,402.58,631.159,5315.381,3054.001
581.251,3017.987,2950.413,2904.226,2929.541,2714.769,2428.383,2390.497,1980.971,1780.101,1100.236,411.364,639.919,5349.976,3047.927
581.59,3016.673,2959.615,2914.583,2927.24,2722.015,2443.578,2421.721,1998.226,1804.208,1112.967,420.823,646.993,5348.529,3034.627
581.929,3013.717,2959.451,2917.542,2922.637,2753.961,2439.944,2435.926,2005.027,1846.255,1125.194,445.477,652.382,5345.954,3046.285
582.268,3004.191,2933.979,2915.24,2925.761,2761.04,2435.32,2443.523,2025.76,1870.678,1142.945,457.802,659.119,5336.783,3026.745
582.607,2990.886,2920.501,2903.733,2943.84,2759.229,2438.788,2431.301,2046.987,1877.987,1179.106,477.72,657.434,5324.715,2999.482
582.946,2974.622,2923.131,2889.099,2937.43,2749.186,2444.238,2435.43,2063.566,1892.603,1202.703,502.357,651.203,5287.858,2976.32
583.285,2968.379,2905.048,2872.491,2950.413,2771.412,2454.807,2434.439,2083.458,1920.334,1239.676,515.516,640.256,5263.871,2981.577
583.624,2949.318,2916.884,2869.695,2953.371,2764.333,2473.96,2440.055,2126.212,1941.085,1269.945,518.721,634.36,5259.846,2974.02
583.963,2966.407,2926.747,2893.703,2946.305,2767.625,2493.769,2460.366,2129.36,1980.584,1299.87,541.997,635.371,5270.794,2995.54
584.302,2976.594,2922.309,2899.951,2934.801,2777.667,2518.361,2481.169,2138.968,2010.28,1314.411,574.538,643.624,5262.905,3012.458
584.64,2997.292,2924.281,2919.021,2943.511,2804.494,2526.447,2478.527,2148.41,2045.771,1341.313,582.292,655.414,5234.727,3027.73
584.979,2989.572,2947.127,2912.61,2926.089,2795.114,2541.627,2487.937,2160.998,2049.75,1360.524,607.066,657.94,5234.727,3031.343
585.318,3005.669,2936.608,2925.267,2933.321,2800.38,2545.421,2527.052,2168.119,2067.656,1388.916,630.991,652.382,5216.367,3029.701
585.657,3017.823,2945.319,2908.829,2934.801,2802.355,2556.474,2530.022,2192.791,2067.987,1410.287,652.214,653.898,5208.313,3016.728
585.995,3021.271,2960.93,2905.048,2943.675,2804.165,2562.907,2540.582,2197.924,2085.558,1423.809,650.698,649.014,5191.399,3008.844
586.334,3017.001,2968.653,2902.911,2942.525,2805.317,2569.67,2559.718,2223.747,2088.375,1451.013,676.125,646.319,5193.01,3004.574
586.672,3036.214,2947.455,2903.568,2936.773,2795.114,2569.505,2552.46,2229.54,2115.387,1473.037,699.02,645.645,5153.051,3000.304
587.011,3023.406,2942.854,2884.989,2920.994,2800.38,2575.443,2533.652,2235.001,2103.954,1498.558,716.355,653.561,5139.191,2991.105
587.349,2997.128,2935.129,2877.26,2915.076,2794.291,2567.031,2529.032,2239.469,2113.068,1502.227,732.172,640.087,5089.057,2988.641
587.688,2996.471,2924.117,2893.868,2897.156,2793.303,2587.482,2539.922,2248.736,2121.352,1525.739,759.256,639.245,5064.224,3002.439
588.026,3012.239,2919.843,2897.649,2903.239,2800.051,2604.137,2566.151,2250.391,2123.009,1551.079,781.96,640.087,5068.417,3002.932
588.364,3006.326,2924.774,2906.199,2928.39,2822.759,2614.524,2601.279,2274.38,2130.796,1579.911,799.278,641.771,5062.611,2991.926
588.702,3028.989,2926.089,2918.199,2955.014,2827.695,2643.371,2618.096,2306.303,2155.312,1589.242,830.037,640.087,5075.029,3006.545
589.041,3024.391,2913.596,2927.404,2970.131,2848.587,2684.074,2635.24,2335.569,2182.967,1631.72,859.106,644.803,5064.869,3015.742
589.379,3012.896,2924.774,2909.815,2977.853,2869.311,2675.836,2644.8,2360.365,2202.67,1652.369,873.049,641.94,5049.225,3005.231
589.717,3000.742,2931.185,2891.73,2977.36,2862.733,2676.33,2627.657,2366.976,2219.719,1685.497,895.722,640.929,5042.612,3022.476
590.055,2981.686,2922.144,2886.797,2950.742,2854.344,2675.342,2601.114,2365.323,2230.146,1683.0,909.491,649.014,5015.51,3025.596
590.393,2969.857,2919.679,2872.491,2923.459,2840.033,2678.472,2609.028,2353.753,2229.981,1691.156,923.761,656.424,4980.495,3017.549
590.731,2986.122,2923.624,2865.912,2926.911,2829.34,2680.943,2626.668,2353.257,2233.622,1715.952,948.434,662.318,4984.529,3004.574
591.069,2983.329,2901.924,2867.228,2920.172,2809.595,2702.031,2632.108,2360.034,2245.371,1738.079,984.341,670.737,4984.529,2989.462
591.407,2963.285,2890.744,2864.103,2910.637,2800.709,2707.796,2647.602,2371.108,2259.105,1722.607,1001.617,668.212,4944.985,2964.983
591.745,2968.214,2897.978,2864.432,2920.172,2799.228,2718.831,2657.16,2372.76,2266.384,1754.213,1026.436,665.686,4939.819,2960.547
592.083,2956.22,2894.197,2859.663,2925.103,2809.76,2716.525,2648.426,2388.789,2291.197,1781.154,1047.728,653.73,4935.46,2957.096
592.421,2933.869,2902.911,2857.689,2913.596,2822.759,2704.501,2632.438,2393.251,2297.813,1781.154,1063.819,653.224,4936.59,2952.002
592.759,2930.089,2917.213,2863.774,2916.227,2826.708,2690.993,2633.921,2411.424,2311.374,1791.296,1085.269,641.098,4921.575,2957.425
593.096,2950.797,2918.035,2884.824,2931.349,2844.804,2697.418,2630.789,2428.934,2326.586,1814.236,1114.754,627.116,4950.958,2979.606
593.434,2951.783,2899.458,2875.615,2923.131,2851.384,2702.031,2642.657,2438.843,2349.07,1832.186,1128.822,621.725,4946.599,2972.048
593.772,2946.853,2890.086,2886.633,2921.816,2853.193,2701.701,2644.8,2447.266,2369.069,1841.16,1148.415,622.231,4935.622,2963.833
594.109,2961.642,2881.371,2888.113,2914.912,2839.375,2717.184,2667.872,2463.448,2388.734,1868.241,1172.689,621.22,4913.824,2943.949
594.447,2965.586,2871.34,2875.122,2907.843,2840.856,2725.09,2657.655,2457.669,2396.004,1877.045,1182.23,626.611,4915.924,2946.579
594.784,2944.716,2851.932,2842.72,2871.34,2827.53,2728.548,2651.887,2451.725,2384.769,1896.312,1180.556,637.729,4869.249,2926.363
595.122,2941.594,2855.88,2846.833,2863.281,2829.34,2726.736,2652.216,2452.55,2384.273,1896.976,1205.492,638.403,4856.487,2930.144
595.459,2941.101,2860.156,2836.305,2858.018,2830.163,2734.806,2655.183,2448.587,2384.603,1918.231,1215.531,651.877,4826.757,2935.074
595.797,2939.95,2852.754,2843.049,2852.754,2820.291,2730.36,2643.646,2433.228,2380.142,1911.423,1211.348,645.14,4836.937,2955.946
596.134,2945.045,2861.143,2863.61,2858.84,2827.53,2727.231,2642.328,2436.696,2385.76,1924.872,1227.409,649.351,4832.09,2968.269
596.471,2953.755,2882.687,2886.962,2873.642,2827.695,2748.473,2673.968,2449.908,2403.935,1928.358,1255.508,653.561,4851.963,2984.534
596.809,2964.928,2896.992,2904.39,2885.318,2827.695,2770.04,2691.268,2473.024,2411.204,1940.145,1263.535,664.844,4871.349,2993.733
597.146,2960.985,2895.676,2919.186,2889.099,2812.886,2769.217,2691.433,2475.831,2416.49,1948.776,1287.946,662.15,4865.049,2979.277
597.483,2955.398,2892.717,2913.596,2886.14,2824.075,2768.229,2686.655,2494.32,2416.325,1944.792,1312.516,676.799,4836.937,2970.569
597.82,2940.936,2877.589,2879.562,2865.255,2824.569,2790.121,2693.574,2494.65,2422.437,1956.743,1332.235,674.441,4830.797,2950.851
598.157,2930.253,2881.7,2870.517,2864.103,2846.778,2771.028,2680.065,2500.097,2438.954,1971.347,1351.114,667.538,4803.809,2928.664
598.494,2912.665,2871.175,2860.649,2848.313,2847.107,2757.364,2675.946,2511.155,2442.257,1977.818,1372.829,659.624,4791.201,2919.295
598.831,2927.788,2867.228,2856.209,2824.788,2852.864,2753.742,2695.386,2508.514,2443.743,1992.253,1373.664,661.476,4789.261,2934.088
599.168,2924.007,2877.753,2861.472,2823.636,2851.713,2750.613,2693.41,2508.019,2443.247,2018.463,1384.519,671.579,4779.401,2955.453
599.505,2933.705,2871.175,2870.517,2826.762,2841.843,2735.794,2686.82,2522.211,2447.046,2025.097,1385.855,676.125,4745.932,2952.495
599.842,2929.925,2864.761,2886.633,2802.574,2817.329,2746.991,2689.291,2522.046,2442.422,2036.54,1381.847,682.523,4739.626,2962.518
600.179,2965.257,2856.866,2894.197,2797.966,2820.62,2769.711,2698.846,2523.862,2446.881,2045.163,1398.879,673.431,4744.8,2967.283
600.516,2950.139,2843.707,2883.509,2812.941,2811.405,2756.211,2676.44,2517.921,2445.559,2038.53,1419.747,667.37,4753.532,2955.946
600.853,2934.034,2837.785,2863.939,2807.84,2804.165,2772.015,2694.398,2522.046,2453.651,2037.701,1430.764,649.351,4754.826,2943.456
601.189,2929.267,2837.456,2853.083,2797.143,2812.393,2791.602,2705.27,2516.106,2459.1,2059.256,1454.628,649.014,4765.174,2944.442
601.526,2934.034,2826.269,2831.863,2800.764,2829.34,2787.488,2707.906,2523.201,2470.328,2078.486,1473.648,639.413,4755.634,2946.25
601.863,2916.61,2821.168,2822.156,2809.321,2834.605,2764.937,2700.328,2505.543,2476.932,2091.082,1482.49,644.298,4743.507,2957.425
602.199,2921.706,2838.937,2832.027,2791.218,2827.695,2779.258,2691.597,2521.056,2464.549,2096.386,1484.325,646.151,4748.843,2978.62
602.536,2925.487,2826.598,2810.802,2771.796,2810.583,2762.632,2694.563,2520.561,2466.861,2101.026,1496.501,644.803,4733.48,2977.798
602.872,2928.117,2830.382,2821.168,2777.063,2796.101,2758.022,2702.14,2519.241,2466.695,2098.043,1503.839,648.172,4719.41,2981.413
603.209,2909.048,2822.32,2814.422,2778.709,2795.278,2743.368,2689.456,2514.785,2457.119,2090.088,1509.509,652.045,4727.82,2971.72
603.545,2885.701,2814.258,2826.104,2766.693,2792.809,2756.046,2673.639,2534.422,2453.816,2092.408,1520.515,655.414,4705.661,2951.837
603.882,2877.808,2804.878,2812.283,2776.076,2817.658,2765.266,2697.857,2548.446,2470.328,2110.14,1550.524,665.854,4700.322,2938.033
604.218,2875.012,2808.498,2831.04,2779.203,2836.908,2773.991,2709.718,2555.869,2482.545,2114.117,1556.191,668.548,4690.454,2946.25
604.554,2877.479,2809.157,2840.582,2777.722,2837.237,2768.394,2696.375,2569.725,2482.379,2118.259,1566.857,668.717,4692.719,2956.767
604.891,2891.621,2807.346,2866.735,2770.808,2830.985,2771.851,2714.659,2574.343,2479.903,2133.667,1587.854,675.283,4680.747,2957.096
605.227,2901.321,2823.801,2853.906,2773.113,2816.342,2755.223,2718.282,2574.013,2476.436,2130.188,1597.184,678.819,4684.792,2952.166
605.563,2909.87,2818.207,2871.669,2781.178,2797.747,2750.449,2702.799,2567.746,2469.832,2123.893,1588.187,675.957,4655.666,2952.166
605.899,2923.679,2809.486,2887.784,2792.371,2798.405,2756.376,2684.513,2561.478,2456.458,2153.379,1605.514,677.64,4639.32,2944.114
606.235,2905.267,2802.41,2877.424,2791.877,2803.836,2752.424,2688.632,2544.156,2447.211,2151.226,1611.011,674.273,4623.619,2921.103
606.571,2907.075,2795.991,2853.577,2797.143,2781.947,2758.681,2661.939,2535.742,2445.725,2158.679,1609.845,671.748,4596.097,2917.487
606.907,2881.426,2770.973,2832.521,2796.979,2770.753,2760.986,2674.792,2526.832,2455.468,2185.01,1620.839,675.957,4569.702,2915.514
607.243,2861.527,2767.516,2820.51,2763.071,2762.522,2768.064,2665.73,2529.802,2463.889,2185.175,1642.489,671.242,4549.295,2918.802
607.579,2844.256,2771.796,2811.789,2767.516,2763.51,2752.754,2665.4,2525.512,2483.7,2186.334,1659.473,668.38,4561.443,2904.335
607.915,2845.078,2768.339,2818.207,2753.028,2753.302,2728.219,2658.973,2531.122,2485.516,2190.308,1686.274,673.263,4578.124,2902.527
608.251,2847.546,2767.351,2806.853,2751.052,2758.571,2713.396,2657.655,2534.752,2491.128,2186.003,1697.258,684.711,4580.229,2890.36
608.587,2877.15,2786.61,2819.523,2742.326,2759.888,2729.865,2641.503,2535.742,2498.061,2175.406,1697.425,675.788,4586.544,2886.743
608.922,2882.412,2795.662,2828.408,2748.089,2774.539,2704.996,2657.325,2529.967,2485.516,2178.221,1702.917,677.135,4612.773,2868.982
609.258,2894.087,2801.587,2817.713,2734.586,2766.802,2708.455,2635.899,2537.722,2473.63,2168.616,1705.08,680.671,4589.297,2868.654
609.594,2909.541,2802.903,2814.093,2745.619,2766.473,2731.512,2643.646,2548.941,2496.41,2186.334,1702.917,676.63,4570.998,2866.68
609.929,2885.866,2798.295,2821.333,2740.679,2779.807,2738.264,2638.866,2543.496,2489.478,2193.122,1701.585,662.15,4555.936,2869.805
610.265,2867.447,2779.697,2806.194,2729.152,2768.449,2714.22,2637.548,2538.547,2469.667,2193.454,1716.562,673.263,4535.688,2875.067
610.601,2861.033,2751.052,2774.594,2737.88,2743.423,2724.76,2639.196,2528.482,2491.459,2212.491,1720.721,665.012,4506.201,2850.89
610.936,2855.605,2741.338,2768.503,2750.394,2745.235,2729.207,2653.04,2524.027,2491.954,2212.16,1721.22,655.919,4516.571,2850.068
611.271,2822.21,2741.832,2749.57,2732.775,2748.528,2718.172,2655.348,2525.182,2453.486,2197.924,1722.385,655.75,4503.77,2843.323
611.607,2827.146,2739.197,2742.655,2725.693,2742.106,2711.584,2676.77,2519.736,2459.43,2192.791,1741.517,660.802,4514.141,2857.799
611.942,2830.93,2744.466,2748.089,2720.259,2746.716,2713.89,2676.77,2517.096,2455.633,2178.717,1728.208,642.108,4511.224,2844.475
612.278,2805.427,2761.26,2750.064,2726.188,2754.29,2699.56,2660.127,2527.657,2446.881,2172.591,1744.677,643.119,4498.747,2846.942
612.613,2788.311,2750.229,2757.309,2706.094,2756.266,2683.085,2665.07,2527.162,2454.312,2176.565,1747.338,649.014,4481.893,2841.185
612.948,2789.627,2748.912,2745.783,2700.493,2740.295,2663.477,2636.559,2511.98,2469.007,2183.851,1744.511,642.445,4465.846,2845.626
613.283,2778.764,2752.04,2739.362,2696.869,2722.015,2648.81,2616.777,2507.854,2459.761,2163.979,1734.364,640.256,4426.613,2820.784
613.618,2767.571,2753.851,2724.541,2710.541,2722.509,2656.886,2613.809,2514.125,2480.068,2189.48,1762.307,645.982,4412.667,2818.316
613.954,2787.652,2751.546,2724.047,2688.467,2711.969,2659.358,2611.831,2502.242,2474.951,2180.208,1747.837,637.56,4414.775,2824.898
614.289,2773.003,2744.137,2704.117,2678.088,2692.037,2651.118,2589.406,2496.796,2450.348,2182.526,1740.186,634.865,4386.555,2806.962
614.624,2768.394,2730.469,2712.188,2686.655,2702.744,2656.886,2608.533,2512.475,2450.348,2191.301,1752.994,634.865,4367.413,2796.924
614.959,2752.095,2717.953,2693.574,2682.371,2711.969,2670.398,2601.608,2518.251,2442.917,2211.167,1770.955,622.231,4355.407,2782.276
615.294,2739.911,2708.235,2697.857,2666.059,2690.884,2639.251,2593.034,2503.068,2407.074,2192.791,1766.798,626.274,4333.989,2756.431
615.628,2732.171,2696.54,2689.126,2658.149,2699.285,2631.668,2585.943,2490.358,2412.03,2202.559,1775.278,640.087,4311.754,2743.094
615.963,2747.65,2693.08,2699.011,2655.842,2696.32,2623.756,2575.883,2481.114,2415.003,2191.964,1784.756,636.213,4309.969,2760.053
616.298,2738.593,2684.843,2697.363,2652.546,2693.684,2623.426,2564.007,2461.302,2400.3,2176.068,1780.932,637.392,4318.896,2737.66
616.633,2744.356,2680.889,2697.199,2654.853,2668.641,2608.588,2562.028,2450.734,2397.822,2153.048,1774.281,648.003,4317.435,2725.803
616.968,2747.979,2662.434,2695.222,2630.295,2667.817,2616.667,2540.417,2443.302,2398.978,2160.17,1775.278,644.635,4300.716,2728.438
617.302,2746.662,2654.359,2704.941,2636.723,2665.51,2606.115,2525.237,2448.092,2388.569,2153.545,1779.269,647.667,4303.314,2726.133
617.637,2734.312,2667.872,2676.934,2622.217,2668.476,2608.918,2531.507,2447.926,2396.831,2163.151,1791.24,648.845,4323.764,2697.638
617.972,2734.476,2656.996,2671.991,2613.974,2670.783,2608.424,2522.761,2448.752,2402.118,2176.565,1794.233,652.045,4318.246,2723.168
618.306,2746.497,2668.366,2676.934,2618.096,2683.305,2611.391,2518.636,2446.936,2417.812,2203.221,1800.883,652.382,4320.519,2726.627
618.641,2727.231,2690.938,2663.258,2621.723,2697.638,2600.839,2511.21,2452.55,2422.437,2212.326,1797.226,656.256,4322.953,2717.569
618.975,2732.006,2716.471,2653.7,2616.942,2706.862,2607.104,2520.121,2448.917,2427.722,2224.409,1804.706,649.351,4321.005,2721.192
619.309,2732.994,2714.659,2669.025,2627.328,2708.674,2606.115,2516.161,2455.688,2413.352,2224.574,1802.379,661.476,4311.105,2713.451
619.644,2732.5,2723.882,2657.655,2623.371,2692.696,2589.791,2518.801,2440.0,2412.526,2212.988,1807.532,662.15,4292.762,2684.129
619.978,2701.866,2720.094,2652.876,2610.512,2693.19,2583.194,2513.85,2436.862,2394.352,2210.34,1813.35,661.308,4282.534,2664.356
620.312,2711.42,2713.671,2656.172,2632.603,2687.094,2591.275,2522.926,2436.366,2382.786,2214.147,1824.818,657.434,4281.398,2665.675
620.647,2704.007,2706.917,2667.377,2641.339,2692.201,2589.791,2526.557,2436.201,2366.425,2226.395,1830.469,657.266,4283.995,2662.544
620.981,2697.253,2708.729,2659.632,2659.632,2702.25,2590.121,2527.217,2433.889,2377.002,2241.951,1832.629,652.045,4276.202,2676.22
621.315,2693.629,2716.8,2661.939,2664.082,2703.239,2594.903,2527.547,2433.228,2367.251,2242.448,1830.136,652.551,4263.05,2685.776
621.649,2716.525,2715.318,2663.093,2663.587,2708.345,2609.578,2522.266,2425.465,2363.615,2238.807,1828.142,655.245,4278.638,2710.816
621.983,2700.548,2719.6,2652.052,2670.673,2717.569,2605.785,2526.887,2425.3,2387.743,2233.677,1834.457,657.266,4272.468,2711.969
622.317,2690.005,2720.588,2638.537,2676.44,2706.204,2606.115,2533.322,2433.558,2402.448,2231.857,1846.754,668.885,4276.365,2707.686
622.651,2680.779,2712.023,2647.766,2683.36,2695.167,2608.918,2535.137,2434.219,2400.465,2240.793,1873.336,665.686,4257.367,2712.298
622.985,2676.33,2705.6,2644.8,2679.076,2693.355,2610.072,2531.837,2424.804,2416.49,2251.218,1895.094,671.579,4266.136,2692.696
623.319,2665.949,2699.669,2647.272,2695.551,2704.556,2610.402,2552.13,2452.22,2439.119,2267.929,1918.673,671.411,4260.452,2702.744
623.653,2679.79,2689.62,2659.632,2692.421,2714.439,2626.064,2571.759,2451.064,2445.064,2285.629,1925.315,676.63,4274.092,2707.357
