Wavelength,150,187.5,300,375,750,1500,1875,3000,3750,7500,15000,Empty_cuvette,Nothing,Pure_water
480.915,172.33,158.718,194.634,152.278,147.137,127.927,123.802,101.025,111.651,125.102,115.89,239.901,228.389,227.938
481.265,167.585,162.785,183.793,153.634,134.764,125.384,126.345,103.399,115.89,120.694,118.603,251.073,231.268,224.044
481.615,169.619,173.12,188.367,149.058,134.595,123.859,116.851,98.651,118.603,114.59,121.824,247.857,229.405,226.245
481.965,184.358,172.273,187.181,160.751,132.222,129.792,115.664,96.785,122.502,115.099,122.841,253.781,242.948,229.292
482.315,181.139,175.831,187.351,163.632,137.137,126.401,111.595,97.124,130.131,106.96,127.249,252.088,255.812,218.456
482.665,183.68,181.083,178.372,161.598,138.493,126.062,113.29,105.943,134.199,100.516,133.182,263.935,257.843,209.99
483.015,186.56,172.951,182.269,164.479,138.493,120.976,112.103,107.808,135.555,101.534,127.08,267.32,254.458,207.449
483.365,184.527,172.273,173.967,176.339,141.036,124.028,122.276,106.96,128.436,112.725,126.401,279.164,258.858,212.53
483.715,174.871,171.765,175.492,171.426,141.544,118.772,129.905,103.568,121.994,114.929,125.215,281.871,271.381,212.53
484.065,174.532,168.546,178.542,163.124,144.087,117.925,126.175,108.147,114.195,116.455,123.18,282.886,267.658,218.287
484.415,175.04,168.037,171.934,156.515,136.629,119.959,120.242,104.077,113.177,117.133,118.772,274.596,270.873,232.34
484.765,164.197,176.0,173.12,155.159,144.087,123.689,122.785,107.808,110.634,115.777,120.298,276.626,279.333,239.281
485.114,174.363,172.104,179.558,144.313,145.951,124.706,107.525,110.351,112.499,112.216,125.384,273.242,284.917,245.374
485.464,183.68,180.066,184.64,138.211,149.002,132.335,106.338,117.133,120.468,110.521,125.723,277.98,284.747,248.083
485.814,184.697,186.673,187.52,144.991,141.883,133.182,112.103,112.725,122.672,122.22,120.807,282.379,287.793,250.114
486.163,198.756,194.126,193.11,155.159,149.002,133.352,111.934,114.929,118.264,115.438,120.468,285.593,291.853,243.005
486.513,209.933,186.842,190.738,154.99,150.696,128.775,115.155,121.542,113.855,114.421,122.502,279.503,300.987,249.775
486.862,203.159,192.432,183.793,163.462,147.985,123.689,131.261,119.168,113.008,114.251,116.738,285.763,299.465,258.745
487.212,205.699,192.432,177.525,168.207,151.035,119.62,123.802,123.915,99.951,117.981,120.637,279.841,298.45,262.299
487.561,212.134,194.973,183.793,169.054,160.017,118.264,113.799,124.593,106.395,111.877,126.91,271.381,306.062,267.715
487.911,203.498,193.279,175.831,169.562,161.711,122.841,108.712,124.932,105.886,107.469,124.198,271.042,307.246,265.853
488.26,195.029,190.23,176.678,172.442,161.034,117.755,99.385,111.877,113.686,121.372,119.62,271.212,308.091,262.976
488.61,204.683,189.214,181.591,175.662,165.27,119.62,95.485,101.364,111.821,124.593,123.35,271.719,314.011,261.115
488.959,203.328,183.454,181.93,175.323,160.186,110.634,109.73,93.732,119.79,120.524,113.516,270.704,326.355,255.191
489.308,206.715,185.657,170.409,169.732,154.933,116.229,117.02,94.92,115.89,112.895,111.651,282.886,330.752,251.129
489.658,214.167,185.826,171.934,172.612,152.052,106.225,129.227,107.638,115.042,115.438,113.516,289.315,344.446,260.945
490.007,219.924,191.755,176.339,165.496,147.815,114.025,134.143,108.656,105.716,107.977,122.502,298.281,354.927,267.376
490.356,205.869,187.351,175.323,155.329,146.629,105.886,136.007,119.846,113.008,113.742,119.281,295.574,368.787,273.468
490.705,201.635,201.409,181.93,158.04,144.595,109.786,127.701,120.694,106.734,111.538,131.996,296.251,367.942,289.033
491.054,198.247,198.53,179.558,167.529,139.51,108.26,131.939,112.725,99.781,112.047,125.384,296.251,360.336,291.063
491.403,191.134,190.23,187.52,161.937,140.866,116.568,137.872,104.077,102.834,113.573,128.775,289.992,356.786,296.307
491.753,193.674,191.924,181.422,167.698,143.07,111.99,134.821,106.282,102.325,108.995,126.232,285.932,358.984,294.447
492.102,210.441,201.07,173.29,176.0,146.121,118.942,130.413,100.346,98.424,105.095,123.859,285.086,351.715,297.153
492.451,222.802,190.908,171.765,170.07,145.273,119.959,128.21,98.82,95.372,107.977,116.568,295.236,352.223,288.187
492.799,226.527,188.706,178.372,167.698,147.307,121.824,128.549,109.843,104.19,118.829,118.094,297.773,374.702,293.093
493.148,237.193,197.344,176.509,156.684,152.052,123.519,118.885,108.316,104.699,127.984,115.381,308.768,380.616,296.138
493.497,246.672,200.393,182.607,167.868,143.07,125.554,123.293,122.22,111.143,126.288,111.651,314.349,386.192,302.397
493.846,243.287,188.367,184.471,162.785,145.443,129.453,112.782,131.035,113.008,125.441,116.399,317.731,388.22,298.337
494.195,236.516,196.836,184.64,164.649,157.306,135.047,113.46,138.493,111.99,129.34,115.042,312.827,393.119,307.471
494.544,224.157,201.578,177.186,164.818,151.713,134.369,116.342,143.07,109.956,122.389,118.772,307.753,385.178,311.699
494.893,223.479,197.344,181.422,179.727,141.714,137.25,118.207,142.731,110.125,104.077,122.841,306.062,393.964,314.744
495.241,215.352,197.852,184.471,179.558,160.695,141.996,122.107,135.781,110.803,105.773,123.011,304.201,392.782,322.015
495.59,215.521,207.506,198.022,191.246,153.239,137.928,135.329,138.832,106.056,107.808,128.436,307.246,404.945,332.161
495.939,224.665,206.828,195.82,196.159,143.239,138.776,134.99,130.018,122.672,104.416,126.232,308.091,430.956,329.455
496.287,248.534,212.078,208.861,199.715,151.035,135.216,124.48,120.185,120.976,102.212,126.741,314.856,450.374,334.866
496.636,243.625,220.375,208.014,194.126,161.203,123.689,123.802,123.237,121.655,110.012,126.91,309.952,467.593,339.769
496.984,247.518,228.333,206.49,190.569,152.052,125.045,117.699,118.829,119.62,104.416,129.453,305.047,485.314,348.56
497.333,248.534,235.274,204.288,190.061,146.29,121.994,115.664,123.067,127.758,105.943,120.298,309.952,504.382,359.547
497.681,242.948,232.058,208.014,189.891,146.629,118.772,123.802,122.559,126.571,109.843,124.028,315.533,506.406,381.855
498.03,237.023,218.682,210.385,178.203,142.392,114.195,131.939,133.747,124.876,108.656,119.111,318.069,515.516,392.5
498.378,248.026,208.522,217.158,178.372,143.578,119.281,132.278,123.576,122.502,110.86,110.634,320.099,523.445,405.001
498.726,255.304,198.699,214.957,176.0,146.121,113.177,135.329,113.403,121.146,123.067,107.921,329.061,532.384,407.366
499.075,260.889,198.699,204.288,170.918,151.035,112.329,144.313,107.299,118.264,115.608,101.986,330.414,541.491,406.184
499.423,269.858,202.256,209.707,168.376,157.814,114.364,147.872,111.708,110.295,111.03,106.225,335.317,546.382,401.623
499.771,281.195,217.497,207.336,184.301,163.236,119.111,143.126,105.603,121.485,122.22,101.986,341.572,560.546,406.522
500.119,284.409,236.628,215.295,185.657,154.425,108.599,144.143,114.421,124.876,124.593,103.342,358.139,567.121,420.372
500.468,288.131,241.707,215.465,176.17,153.239,114.364,140.075,123.237,136.233,120.524,100.799,357.632,572.853,424.088
500.816,293.544,242.045,222.068,179.558,160.864,120.298,133.126,118.32,135.047,124.085,106.734,359.322,577.91,432.87
501.164,291.514,252.878,215.295,185.826,156.119,129.961,125.667,119.338,135.386,119.507,97.068,356.279,582.124,449.417
501.512,288.469,251.355,210.893,175.323,156.797,124.537,130.922,107.299,131.996,118.659,108.43,346.813,593.248,466.299
501.86,296.082,247.801,200.731,178.711,160.356,138.945,133.295,103.908,135.555,118.998,110.295,339.713,611.785,462.416
502.208,299.296,253.725,203.78,189.383,161.711,139.962,136.855,106.621,129.283,119.168,114.873,342.756,626.779,482.502
502.556,305.892,260.663,202.933,183.116,163.575,141.488,139.228,112.386,130.809,126.119,119.79,340.896,641.94,492.627
502.904,311.812,253.386,205.643,183.793,159.17,127.927,134.312,108.147,126.062,128.831,125.045,339.375,670.064,491.952
503.252,323.481,262.525,204.627,190.569,158.831,143.013,132.787,116.455,114.703,118.49,119.111,341.911,679.324,496.339
503.6,325.341,272.171,209.199,190.569,161.373,139.623,130.413,127.136,106.564,111.199,126.062,349.518,685.048,517.091
503.947,332.781,273.693,220.883,190.908,160.356,132.165,127.701,121.033,98.933,114.082,123.689,346.644,700.535,521.983
504.295,331.935,280.123,225.285,199.377,156.967,135.047,123.802,112.047,103.851,105.773,117.925,343.601,718.374,527.718
504.643,341.741,289.936,229.01,201.409,165.1,135.555,118.377,116.455,115.042,106.96,119.111,350.363,723.254,543.402
504.991,342.08,282.661,234.089,204.965,166.625,129.283,115.325,110.182,118.094,117.133,122.163,360.336,738.902,548.799
505.338,347.827,279.446,238.66,211.401,166.625,126.062,108.373,105.943,115.551,125.271,114.195,357.294,759.256,556.892
505.686,355.434,288.075,235.274,207.506,170.861,128.944,103.625,120.185,121.655,127.814,115.721,374.702,784.146,563.636
506.034,367.097,292.642,245.262,202.425,163.745,128.097,98.029,119.338,112.838,128.492,121.655,372.843,798.605,573.414
506.381,372.674,296.364,255.417,204.965,159.17,136.233,99.555,116.116,101.477,126.288,118.772,368.787,828.189,597.012
506.729,381.461,312.601,263.202,210.046,154.425,138.267,93.28,120.355,97.746,116.625,119.79,368.956,849.194,610.324
507.076,385.685,334.584,266.925,211.062,152.391,144.878,102.438,116.964,101.647,109.164,123.519,378.926,870.025,626.667
507.424,391.092,336.106,268.617,220.714,141.205,142.166,101.76,101.534,100.799,100.007,123.18,380.785,887.325,650.754
507.771,388.727,332.217,268.786,230.872,146.798,134.538,107.016,110.86,102.325,95.259,115.042,387.037,901.599,672.477
508.118,397.343,336.444,270.14,222.915,154.933,129.453,118.207,107.13,101.477,95.089,117.416,400.722,918.557,676.181
508.466,398.019,344.052,268.448,219.359,163.575,116.738,125.158,114.251,111.312,101.194,105.886,396.667,941.05,691.164
508.813,403.087,339.318,269.802,211.57,163.914,111.482,120.581,119.507,114.873,103.06,101.477,391.261,968.738,699.581
509.16,404.776,346.419,267.771,220.206,170.353,115.721,133.634,125.102,121.994,100.855,103.512,379.771,992.392,703.62
509.508,419.134,355.209,270.309,219.021,168.659,118.433,136.007,115.777,125.215,101.364,113.347,384.164,1015.872,721.964
509.855,424.876,360.111,262.863,225.793,166.456,113.177,128.718,116.794,131.826,110.182,116.907,380.109,1025.43,731.555
510.202,436.866,359.435,264.217,233.243,152.561,111.99,125.497,114.76,132.335,99.499,129.453,390.078,1054.265,746.528
510.549,451.555,362.477,270.648,247.801,153.408,119.111,128.379,106.451,119.281,89.832,134.708,394.471,1074.042,761.835
510.896,460.841,370.42,285.029,240.522,153.747,114.025,126.684,109.164,106.395,90.171,141.488,407.648,1092.306,774.953
511.243,474.344,383.263,284.353,248.985,146.121,115.89,126.514,114.76,100.46,97.633,135.725,409.337,1121.286,773.271
511.59,475.863,389.684,293.826,259.31,143.07,113.516,132.956,121.033,102.155,93.054,133.182,414.911,1144.898,781.848
511.937,484.977,392.218,297.379,259.986,159.17,118.094,133.465,116.286,100.46,99.668,126.232,415.249,1163.817,795.971
512.284,483.12,398.807,295.349,254.909,164.423,111.651,128.718,120.016,106.564,122.22,123.859,409.675,1183.904,810.261
512.631,487.677,408.436,296.195,253.555,165.948,116.738,119.903,126.458,117.416,124.932,119.451,404.607,1201.643,817.488
512.978,483.964,410.294,306.174,251.016,183.059,122.502,116.173,120.016,119.451,116.625,118.433,405.959,1227.911,841.016
513.325,492.57,418.402,305.498,251.186,191.529,130.64,112.612,119.338,123.011,111.708,126.91,409.844,1262.365,871.929
513.672,492.908,430.224,310.403,249.155,182.212,139.793,111.256,119.677,123.35,109.843,127.249,409.506,1282.262,897.457
514.018,505.057,436.81,314.293,259.31,183.229,137.25,121.768,119.507,120.298,97.803,124.028,410.52,1311.179,918.277
514.365,520.746,431.406,329.343,267.433,190.512,131.826,128.04,104.756,113.008,95.259,124.028,412.378,1349.444,953.693
514.712,538.287,449.136,344.39,269.125,185.261,127.588,124.311,111.708,111.651,100.855,133.352,419.303,1379.008,981.713
515.059,556.836,473.275,363.491,267.433,182.043,121.655,128.04,110.69,105.547,98.99,117.077,418.458,1414.739,982.384
515.405,570.661,483.402,370.758,282.83,185.261,122.333,133.295,110.86,107.073,107.977,121.824,418.627,1442.947,996.809
515.752,590.383,491.164,384.784,280.969,182.551,137.081,124.65,112.556,110.295,108.147,125.723,429.942,1462.137,1013.413
516.098,597.293,505.0,381.067,290.612,178.655,145.725,127.532,116.455,111.651,115.608,125.893,433.32,1491.497,1027.498
516.445,597.293,506.35,382.756,294.334,183.567,145.556,130.074,119.168,119.111,115.947,122.333,433.489,1519.014,1043.76
516.791,609.257,497.408,379.715,294.841,182.212,147.25,128.379,119.168,120.468,118.151,131.148,437.035,1540.522,1083.816
517.138,623.41,491.671,387.825,293.996,182.043,147.081,123.972,120.524,114.364,114.59,127.08,442.776,1586.854,1092.529
517.484,633.518,510.062,391.543,306.344,183.398,130.131,130.583,111.538,119.281,114.251,141.657,445.984,1622.171,1106.266
517.831,659.961,525.412,395.935,300.931,181.534,130.47,130.413,109.164,116.06,105.943,140.64,443.451,1638.326,1125.026
518.177,664.17,531.822,390.698,301.777,178.485,122.841,128.379,107.638,112.16,112.386,132.674,454.257,1668.962,1139.428
518.523,673.936,540.255,393.908,305.836,174.589,132.504,125.497,106.112,119.451,115.438,129.622,441.932,1716.395,1146.461
518.869,677.472,562.175,397.118,301.608,173.741,131.148,134.651,98.651,124.876,111.03,130.3,443.62,1728.874,1163.706
519.216,677.304,560.658,410.463,298.225,174.25,139.793,130.583,102.042,125.045,111.708,119.79,437.71,1763.472,1181.784
519.562,677.809,569.256,406.578,305.329,178.316,135.386,127.193,104.586,120.807,116.455,116.399,444.971,1819.334,1192.83
519.908,708.445,574.145,421.611,316.66,189.666,140.979,127.362,106.282,124.876,107.469,116.907,437.879,1866.857,1223.45
520.254,712.316,588.304,430.224,332.048,191.19,128.436,128.21,116.116,112.499,112.047,116.229,458.308,1889.779,1247.871
520.6,722.076,598.416,431.575,338.473,197.457,134.199,121.089,124.932,111.651,119.507,116.399,461.009,1935.109,1284.491
520.946,733.686,613.245,427.184,355.04,195.425,135.725,117.19,129.509,107.412,123.067,113.686,467.761,1977.099,1303.213
521.292,734.191,624.702,445.928,363.998,192.376,139.793,118.885,128.662,110.295,122.05,111.312,474.175,2017.578,1325.273
521.638,739.07,643.063,448.123,374.138,180.687,134.538,125.836,129.509,103.342,123.406,115.721,477.213,2058.206,1345.991
521.984,755.556,650.979,453.356,372.955,187.294,140.979,127.362,123.576,102.325,120.863,116.06,461.516,2101.302,1364.7
522.33,775.402,653.673,470.743,383.601,191.529,137.081,132.787,115.608,99.103,110.86,121.485,457.633,2149.515,1384.073
522.676,796.588,665.293,478.001,391.543,200.167,137.589,136.007,122.22,100.46,98.99,118.772,456.451,2204.656,1420.971
523.022,818.945,679.1,473.613,394.584,213.207,133.013,132.448,131.883,109.786,102.551,135.047,454.426,2233.456,1452.181
523.367,838.44,701.657,474.457,397.456,216.594,140.64,133.465,132.9,107.751,101.873,141.488,454.088,2266.219,1465.863
523.713,861.626,710.072,480.533,402.186,224.382,142.674,131.092,129.34,120.976,100.346,145.725,465.061,2325.429,1502.561
524.059,869.353,729.76,481.883,398.3,222.859,136.403,126.006,132.222,124.876,107.808,132.504,482.952,2368.243,1512.233
524.404,874.225,735.481,486.608,386.474,222.181,130.3,129.227,125.441,118.942,118.32,131.996,480.926,2401.292,1536.743
524.75,876.912,734.303,500.613,380.222,216.932,131.826,130.413,116.964,114.364,113.742,118.603,482.614,2453.321,1556.08
525.096,891.02,730.77,514.11,382.756,221.843,133.691,129.396,99.838,119.451,116.116,113.686,490.039,2498.391,1579.911
525.441,890.18,743.388,524.569,386.474,211.683,136.064,138.38,100.855,116.399,113.234,112.329,484.639,2522.816,1590.409
525.787,902.942,746.08,526.593,390.191,211.683,137.42,144.821,99.499,112.329,114.929,113.855,473.331,2555.319,1620.062
526.132,912.009,755.836,531.485,388.501,201.861,144.708,145.838,99.499,116.399,117.642,118.603,477.888,2588.636,1631.22
526.478,923.089,763.909,532.834,401.172,201.014,149.115,154.312,99.329,115.042,126.967,122.333,475.694,2612.71,1656.531
526.823,938.7,783.585,536.544,399.145,201.183,148.267,156.854,104.247,115.042,127.475,120.976,467.255,2653.26,1670.682
527.168,954.979,796.7,534.52,403.031,207.28,147.589,141.77,99.499,116.399,131.374,120.807,474.344,2694.618,1692.488
527.514,961.859,814.855,539.917,404.551,206.772,145.386,139.397,105.603,112.329,132.9,122.333,466.411,2732.994,1699.81
527.859,985.683,813.846,547.0,414.348,216.594,141.149,137.024,105.773,114.195,139.002,121.824,474.851,2760.492,1721.941
528.204,1006.984,826.788,550.541,416.037,209.481,133.182,127.023,104.925,123.859,132.391,120.129,485.314,2812.667,1745.065
528.549,1007.32,822.419,554.925,429.38,206.941,129.792,121.598,115.099,125.893,136.12,122.841,504.044,2856.921,1774.17
528.895,1014.028,829.477,565.041,435.965,214.054,130.47,124.311,123.576,109.616,139.341,123.011,505.9,2896.224,1796.283
529.24,1042.028,839.728,577.516,447.11,213.715,131.657,122.446,113.403,109.616,134.595,121.655,517.878,2946.36,1838.335
529.585,1038.508,854.85,582.573,448.967,215.916,140.81,123.972,106.79,104.699,129.34,111.821,523.107,2995.814,1844.981
529.93,1054.433,866.61,602.292,454.538,228.954,143.861,124.819,114.082,95.202,124.424,105.547,529.179,3035.065,1860.766
530.275,1071.025,876.184,613.245,456.733,223.536,135.386,125.328,119.846,93.845,120.016,100.968,517.372,3066.094,1884.021
530.62,1076.555,889.62,612.234,458.927,213.038,134.03,133.973,119.507,107.751,117.473,101.307,509.443,3099.248,1899.301
530.965,1065.662,890.124,610.212,459.096,223.197,133.013,133.126,128.662,105.208,119.846,109.108,511.805,3133.047,1923.71
531.31,1081.08,902.215,610.886,464.836,222.689,125.384,128.379,137.646,102.664,116.286,113.516,497.97,3179.134,1943.962
531.655,1084.598,906.748,611.054,472.094,221.843,135.894,122.954,135.951,100.629,123.237,117.246,488.689,3223.071,1969.024
531.999,1095.992,927.398,617.457,476.988,223.028,142.166,122.785,120.016,102.325,118.151,116.06,496.62,3284.192,1995.903
532.344,1110.566,928.069,629.924,483.402,229.8,135.386,120.581,123.745,100.46,119.677,114.195,503.707,3334.963,2021.282
532.689,1125.808,938.812,644.41,489.814,219.98,140.81,123.293,119.168,104.529,118.659,114.195,494.764,3383.256,2026.258
533.034,1134.851,946.532,651.821,506.687,212.36,144.369,129.566,109.843,109.447,116.625,122.333,501.007,3421.547,2055.277
533.378,1159.967,961.635,655.526,514.617,209.481,138.267,135.838,114.082,111.143,113.064,124.876,502.357,3452.628,2064.395
533.723,1175.2,961.971,672.028,510.905,215.578,139.115,135.329,122.898,106.903,118.32,127.758,499.826,3460.969,2076.331
534.068,1192.607,982.775,679.773,516.304,208.296,151.487,124.65,114.082,104.529,110.012,125.045,516.191,3517.052,2106.163
534.412,1222.39,1003.406,686.507,522.039,223.028,147.759,134.143,120.355,108.769,101.194,121.824,531.203,3550.884,2130.188
534.757,1232.093,1020.009,692.062,517.822,228.615,143.013,125.158,129.17,117.755,102.381,120.468,537.106,3605.125,2157.023
535.101,1246.812,1034.931,695.765,520.183,232.001,139.284,134.821,124.424,116.399,100.855,118.772,530.529,3642.522,2193.122
535.446,1261.863,1055.382,692.736,533.171,239.45,141.149,143.974,120.355,117.755,103.738,123.35,521.758,3689.536,2214.974
535.79,1270.725,1063.595,696.775,543.796,256.545,130.47,149.736,121.711,119.451,107.469,132.165,514.504,3702.429,2228.712
536.135,1278.583,1072.477,697.617,565.716,251.806,131.318,138.55,117.981,126.232,118.829,147.42,513.998,3732.941,2234.505
536.479,1297.474,1081.694,707.716,576.674,260.945,128.944,141.94,120.524,120.976,117.473,142.335,517.878,3760.835,2244.434
536.823,1302.321,1098.114,720.169,587.798,263.992,135.894,136.516,120.524,124.367,120.355,147.928,528.336,3798.017,2264.123
537.167,1317.697,1111.85,730.433,594.54,267.376,137.928,122.276,119.168,120.129,115.268,146.742,537.444,3839.261,2290.756
537.512,1331.065,1118.215,743.22,602.798,276.344,145.386,124.65,123.576,123.35,117.642,143.861,527.493,3900.528,2304.649
537.856,1341.09,1126.589,759.368,595.888,276.852,144.539,124.311,131.544,107.751,109.843,129.792,517.035,3913.885,2334.908
538.2,1348.775,1132.618,782.913,606.673,267.715,146.064,131.77,127.645,110.803,104.756,130.131,509.274,3918.446,2356.067
538.544,1356.126,1139.484,798.381,600.607,271.607,142.166,132.956,123.745,114.364,98.481,126.232,515.854,3956.877,2368.463
538.888,1354.622,1150.87,811.661,602.798,270.422,144.369,143.635,126.967,119.281,102.551,129.114,524.119,4001.318,2395.399
539.232,1371.492,1191.881,823.091,609.706,253.668,138.267,147.024,121.881,118.772,97.972,129.961,526.818,4021.823,2421.17
539.576,1389.194,1214.136,837.712,612.234,252.822,140.81,155.668,122.559,132.504,100.007,128.097,532.215,4090.96,2442.972
539.92,1413.738,1245.251,843.593,615.941,275.329,149.115,155.668,137.137,138.776,104.756,129.114,538.118,4162.33,2473.189
540.264,1428.928,1266.155,846.281,630.766,280.574,155.724,153.973,142.222,128.605,106.621,119.451,527.661,4216.6,2482.93
540.608,1467.476,1278.528,844.769,641.042,287.342,158.605,159.226,138.832,128.436,103.399,117.586,518.215,4262.888,2498.116
540.952,1497.668,1273.177,860.058,648.116,303.243,165.213,150.414,131.035,117.755,104.925,114.873,526.987,4299.418,2500.922
541.296,1526.517,1284.379,872.825,665.798,311.361,158.266,153.634,122.728,112.669,107.299,118.603,540.817,4330.905,2517.921
541.639,1556.857,1296.582,879.208,683.982,304.427,144.03,142.109,104.416,100.968,109.503,114.364,544.021,4350.378,2534.752
541.983,1597.517,1300.928,900.2,708.557,306.456,136.572,141.77,91.019,102.834,115.099,125.554,552.789,4389.313,2579.456
542.327,1610.012,1316.973,923.201,729.76,305.272,128.266,136.346,95.768,100.12,114.59,120.129,566.952,4415.262,2589.681
542.671,1606.847,1338.696,946.7,736.995,315.589,132.165,155.498,103.738,108.938,113.064,122.333,559.197,4447.69,2620.514
543.014,1619.34,1369.934,973.212,753.145,323.537,142.166,143.974,107.299,107.073,116.625,118.603,548.743,4499.233,2652.491
543.358,1635.328,1391.142,991.833,761.05,334.021,151.318,152.787,110.351,103.512,120.016,116.229,546.213,4553.344,2678.197
543.701,1638.159,1425.701,995.02,761.723,347.039,149.115,161.429,123.745,107.243,121.711,111.821,549.754,4574.885,2667.817
544.045,1649.816,1442.724,1014.643,770.637,360.73,149.623,157.193,131.544,108.769,121.202,114.364,543.009,4604.516,2678.527
544.388,1682.113,1461.914,1027.554,787.284,355.153,146.064,153.973,130.018,100.29,126.458,108.09,558.016,4631.713,2696.979
544.732,1709.407,1464.917,1032.416,802.416,357.012,151.487,160.921,135.103,102.664,125.441,105.886,560.04,4641.262,2701.427
545.075,1723.882,1482.935,1060.076,815.695,363.773,156.063,158.548,143.409,112.838,116.286,106.903,551.272,4669.097,2715.098
545.418,1748.336,1506.285,1097.108,836.031,366.984,169.449,163.971,146.29,121.994,111.199,107.921,546.382,4687.218,2751.656
545.762,1779.602,1529.796,1114.363,850.482,371.378,170.296,170.579,138.663,120.298,110.69,98.085,550.597,4723.453,2779.478
546.105,1801.049,1562.302,1125.585,868.961,384.728,171.991,163.971,141.883,133.352,118.998,98.594,550.597,4767.437,2796.759
546.448,1809.693,1592.63,1146.015,895.162,393.683,174.701,164.14,142.731,135.047,115.777,96.22,556.499,4806.071,2836.579
546.791,1837.947,1621.45,1159.911,915.983,405.17,173.685,172.612,131.035,131.148,122.05,101.816,574.538,4808.496,2848.094
547.135,1870.678,1631.942,1168.784,935.119,408.211,168.772,165.665,124.593,119.959,124.254,105.038,577.741,4839.199,2843.323
547.478,1882.803,1661.915,1197.571,969.689,431.687,168.602,171.426,127.984,128.944,123.406,115.381,575.55,4863.11,2850.89
547.821,1913.858,1689.381,1230.197,997.536,445.196,175.21,184.471,139.849,131.148,115.777,117.755,576.393,4894.446,2872.765
548.164,1948.223,1705.857,1268.997,1009.109,460.728,172.668,186.334,140.358,134.708,120.694,119.451,576.393,4936.59,2859.772
548.507,1972.287,1732.977,1307.447,1037.781,480.308,178.429,192.263,143.239,131.996,118.998,121.485,569.987,4982.916,2877.698
548.85,1980.086,1767.407,1345.546,1059.74,503.763,182.494,201.409,142.392,137.42,117.981,111.312,578.247,5032.611,2901.705
549.193,2015.422,1793.845,1372.439,1071.807,513.548,203.667,200.054,147.815,127.758,120.863,104.36,583.978,5055.676,2924.555
549.536,2033.168,1804.485,1394.482,1093.925,532.103,205.53,196.667,142.053,120.298,112.386,100.12,587.686,5095.506,2939.512
549.878,2047.926,1831.577,1397.988,1109.003,557.904,207.901,201.24,138.663,121.146,102.721,104.529,599.652,5104.374,2966.133
550.221,2078.596,1863.147,1426.034,1129.436,569.031,224.495,199.377,135.612,121.146,112.386,100.968,601.337,5151.923,2987.491
550.564,2124.5,1886.07,1458.41,1158.907,585.888,230.59,202.594,143.748,120.129,110.69,102.494,598.304,5171.582,3020.176
550.907,2134.606,1914.633,1474.594,1185.856,609.819,234.146,209.03,141.544,124.876,112.725,101.307,601.674,5215.078,3030.194
551.249,2169.886,1946.674,1489.94,1216.981,634.753,244.133,227.994,150.527,126.232,115.777,105.208,600.157,5236.176,3021.983
551.592,2196.213,1979.367,1527.296,1267.158,656.312,254.966,240.691,156.458,115.381,127.984,107.073,588.529,5265.803,3026.253
551.935,2218.064,1993.304,1540.633,1304.271,683.589,260.212,246.277,167.303,119.111,116.116,115.721,603.696,5286.088,3032.0
552.277,2234.78,2016.196,1567.469,1333.516,717.252,269.52,253.217,164.253,120.637,118.998,118.264,604.707,5305.403,3025.924
552.62,2278.626,2056.824,1600.461,1371.103,740.135,278.318,274.032,158.492,124.537,114.082,127.08,609.931,5335.174,3035.12
552.962,2297.482,2084.011,1641.934,1398.322,762.676,279.333,278.262,147.476,127.08,116.964,128.436,601.169,5332.439,3064.507
553.305,2324.767,2113.841,1676.231,1435.381,780.839,295.236,285.199,142.392,142.844,112.047,130.979,600.157,5385.527,3091.097
553.647,2356.839,2141.674,1712.513,1470.256,807.907,298.619,319.535,144.256,150.809,121.881,130.809,576.224,5404.987,3100.451
553.99,2370.061,2170.493,1729.983,1502.616,837.656,308.937,340.84,144.426,161.316,120.524,136.572,573.864,5394.212,3095.036
554.332,2370.061,2177.779,1763.416,1535.798,860.002,320.099,348.954,153.747,167.416,117.133,136.233,554.307,5371.855,3092.082
554.674,2401.126,2192.847,1787.195,1569.968,878.312,334.641,364.674,163.236,170.466,121.202,133.013,562.569,5390.191,3096.02
555.016,2418.472,2210.395,1812.464,1581.467,929.86,347.997,383.432,168.15,161.824,125.949,135.894,569.312,5363.973,3087.815
555.359,2414.012,2221.816,1840.218,1594.963,953.021,370.139,380.56,181.704,152.165,118.32,136.742,581.787,5359.951,3086.174
555.701,2435.485,2259.381,1868.961,1631.609,972.989,391.599,391.711,192.545,144.708,125.78,128.775,581.618,5395.499,3093.887
556.043,2458.77,2278.406,1886.9,1654.755,1004.692,410.182,416.375,202.03,138.267,135.781,123.011,584.146,5420.585,3111.445
556.385,2480.894,2307.35,1926.255,1687.716,1052.142,436.022,441.369,211.852,141.318,139.171,126.91,584.821,5460.133,3108.492
556.727,2507.799,2322.563,1948.997,1719.834,1080.298,455.776,465.342,229.8,149.793,122.22,120.807,581.618,5492.277,3101.764
557.069,2534.697,2349.511,1988.824,1758.094,1112.297,470.125,482.895,235.048,159.113,129.848,109.786,579.258,5514.612,3112.758
557.411,2564.227,2352.651,2033.61,1788.525,1147.466,492.739,505.338,247.067,171.652,122.389,109.277,578.247,5510.595,3130.805
557.753,2620.459,2372.65,2075.226,1825.76,1195.507,512.48,525.244,255.699,189.44,124.593,116.399,591.057,5538.067,3136.711
558.095,2635.954,2388.018,2107.047,1844.705,1226.126,533.396,529.461,268.053,204.006,124.424,109.616,590.72,5542.404,3163.938
