WaveLength	Dark	Reference	Samples	Energy	IrrCali	StrayLight
192.363	8009.835	8023.275	8027.475	0		
192.734	6044.038	6058.555	6059.355	0		
193.105	4847.009	4864.941	4861.872	0		
193.475	5118.775	5142.952	5133.443	0		
193.846	-65.517	-49.883	-45.975	0		
194.217	-54.981	-49.373	-51.752	0		
194.587	-48.524	-38.499	-55.661	0		
194.958	-39.859	-28.816	-53.791	0		
195.329	-29.665	-23.041	-45.635	0		
195.699	-24.909	-12.340	-39.179	0		
196.070	-27.457	-10.642	-27.117	0		
196.440	-21.682	-10.642	-16.247	0		
196.811	-10.982	-9.793	0.566	0		
197.182	-10.132	-4.528	2.773	0		
197.552	-3.849	2.094	9.226	0		
197.923	8.716	4.811	15.847	0		
198.293	20.091	7.018	26.712	0		
198.663	21.789	14.489	30.106	0		
199.034	39.781	27.560	42.836	0		
199.404	49.454	31.804	45.721	0		
199.775	47.588	41.139	47.079	0		
200.145	38.763	49.624	59.466	0		
200.516	50.982	51.830	71.851	0		
200.886	48.776	51.491	84.234	0		
201.256	50.303	56.581	84.404	0		
201.627	57.090	69.137	90.849	0		
201.997	72.699	79.994	80.333	0		
202.367	77.280	80.503	87.966	0		
202.737	83.047	96.107	86.270	0		
203.108	86.100	95.937	94.072	0		
203.478	82.029	92.545	100.686	0		
203.848	79.315	89.832	112.725	0		
204.218	82.029	98.990	112.216	0		
204.588	76.601	90.849	121.033	0		
204.959	86.609	101.364	123.067	0		
205.329	94.241	101.025	114.082	0		
205.699	100.177	103.399	118.320	0		
206.069	93.054	98.820	117.981	0		
206.439	108.656	101.364	122.389	0		
206.809	97.124	100.516	121.881	0		
207.179	90.849	112.386	134.086	0		
207.549	95.598	116.286	136.290	0		
207.919	97.463	123.576	135.442	0		
208.289	97.294	115.777	123.915	0		
208.659	94.920	115.099	118.490	0		
209.029	90.680	103.060	108.995	0		
209.399	85.591	100.346	103.738	0		
209.769	81.690	101.364	104.756	0		
210.139	84.404	93.732	100.346	0		
210.509	89.492	100.007	116.625	0		
210.879	88.644	104.416	119.168	0		
211.249	89.662	99.668	123.237	0		
211.618	86.270	90.680	112.386	0		
211.988	74.565	105.773	118.998	0		
212.358	73.547	98.990	112.895	0		
212.728	81.351	97.803	122.220	0		
213.098	69.476	95.768	113.912	0		
213.467	78.637	102.212	121.881	0		
213.837	77.280	98.990	118.829	0		
214.207	72.699	98.651	111.877	0		
214.576	76.940	97.294	100.686	0		
214.946	83.725	105.603	105.773	0		
215.316	77.788	112.556	107.638	0		
215.685	75.414	104.416	110.690	0		
216.055	81.011	102.551	117.303	0		
216.425	75.074	110.351	131.544	0		
216.794	70.155	101.025	130.018	0		
217.164	66.592	86.270	123.745	0		
217.533	67.270	84.234	117.303	0		
217.903	68.797	93.054	115.099	0		
218.272	65.913	88.814	101.703	0		
218.642	66.422	90.680	103.399	0		
219.011	64.047	94.241	98.990	0		
219.381	76.092	100.855	111.877	0		
219.750	74.056	94.241	115.608	0		
220.120	80.842	94.241	122.728	0		
220.489	86.100	97.294	119.677	0		
220.858	89.323	99.159	127.645	0		
221.228	86.439	97.633	112.556	0		
221.597	87.966	101.703	115.268	0		
221.966	89.662	98.651	107.808	0		
222.336	86.270	96.276	112.725	0		
222.705	86.948	88.983	117.812	0		
223.074	82.538	101.703	126.458	0		
223.443	81.181	83.895	127.136	0		
223.813	78.128	87.118	127.984	0		
224.182	83.895	86.948	128.323	0		
224.551	81.351	97.803	119.168	0		
224.920	80.163	81.690	116.964	0		
225.289	86.439	91.528	108.656	0		
225.658	83.895	94.920	114.590	0		
226.027	79.146	91.019	109.843	0		
226.397	79.824	90.171	105.095	0		
226.766	77.788	94.750	103.399	0		
227.135	70.833	92.884	106.282	0		
227.504	70.324	86.270	96.107	0		
227.873	73.039	98.990	106.621	0		
228.242	74.396	101.703	116.794	0		
228.611	78.806	107.808	125.610	0		
228.980	74.735	117.981	125.271	0		
229.349	66.931	121.881	121.202	0		
229.717	64.047	110.860	109.334	0		
230.086	69.306	96.955	100.855	0		
230.455	59.296	86.948	95.768	0		
230.824	65.235	88.475	96.616	0		
231.193	78.128	84.404	109.503	0		
231.562	77.619	85.930	113.573	0		
231.931	75.583	101.873	123.067	0		
232.299	81.011	114.760	122.220	0		
232.668	75.244	101.873	112.047	0		
233.037	74.056	103.908	108.147	0		
233.406	74.226	107.299	100.007	0		
233.774	70.494	103.229	88.983	0		
234.143	68.967	86.948	90.680	0		
234.512	69.476	100.686	101.025	0		
234.880	71.342	99.668	101.534	0		
235.249	73.039	94.580	109.164	0		
235.617	77.449	91.358	118.320	0		
235.986	73.039	102.042	118.320	0		
236.355	70.494	93.902	112.725	0		
236.723	67.610	92.884	112.047	0		
237.092	77.110	99.159	109.164	0		
