t,R1,R2,R3,R4
0.000000,27.031329,26.968382,26.639056,26.372070
1.407290,28.152618,27.641606,26.928163,26.575009
2.834130,29.280285,28.370322,27.223796,26.788766
4.260023,30.416046,29.062731,27.530040,26.976398
5.678609,31.439973,29.720147,27.810799,27.150284
7.101255,32.423070,30.354498,28.079818,27.327424
8.520257,33.405075,30.993537,28.404450,27.546853
9.946918,34.283764,31.574618,28.650492,27.700226
11.355440,35.126983,32.099215,28.915019,27.824724
12.775479,35.934727,32.648898,29.172745,27.990448
14.191187,36.680085,33.129549,29.372986,28.124201
15.612098,37.370970,33.601499,29.593601,28.226343
17.034878,38.088798,34.122262,29.833690,28.376925
18.458803,38.706773,34.509306,30.018013,28.466987
19.877910,39.309782,34.924380,30.209107,28.582486
21.311142,39.917616,35.346999,30.428473,28.716184
22.723862,40.425847,35.678600,30.576029,28.750458
24.147272,40.907086,36.019395,30.739075,28.827732
25.589899,41.462834,36.404591,30.925467,28.956356
27.008551,41.890435,36.733736,31.092836,29.042701
28.423081,42.360405,37.031403,31.240533,29.102829
29.846268,42.825525,37.355013,31.423866,29.221539
31.268529,43.184454,37.645363,31.549190,29.273189
32.692289,43.558734,37.926249,31.698776,29.342751
34.113241,43.933886,38.178063,31.818104,29.393073
35.538459,44.301409,38.412291,31.941865,29.473854
36.948852,44.604013,38.664293,32.058804,29.523677
38.375961,44.904408,38.899553,32.191624,29.576967
39.801985,45.225328,39.114723,32.288931,29.641414
41.227579,45.502160,39.320377,32.399256,29.694853
42.649097,45.781085,39.555031,32.500797,29.718613
44.063786,46.045824,39.721762,32.598960,29.749195
45.489427,46.316554,39.939148,32.705245,29.815780
46.907945,46.587890,40.168543,32.800298,29.897961
48.338850,46.804458,40.293505,32.882921,29.901370
49.755506,47.057700,40.498320,33.000121,29.977589
51.175492,47.226603,40.628163,33.062425,29.986533
52.599351,47.432587,40.779731,33.131628,30.022352
54.024225,47.663655,40.920049,33.229486,30.047176
55.438802,47.832609,41.058643,33.308127,30.079080
56.862190,47.988765,41.182926,33.339121,30.091287
58.288694,48.170020,41.335382,33.431903,30.146708
59.711185,48.389842,41.496169,33.506497,30.186144
61.128551,48.543502,41.618437,33.568661,30.208440
62.552832,48.687818,41.740298,33.633653,30.284998
63.978335,48.830259,41.855747,33.702724,30.301758
65.394545,48.962520,41.967220,33.742480,30.332070
66.817942,49.090099,42.057226,33.810085,30.326993
68.242986,49.232548,42.169558,33.896262,30.349431
69.660644,49.376200,42.289001,33.948775,30.381957
71.080616,49.482999,42.381930,33.992268,30.407715
72.504207,49.620443,42.463924,34.032925,30.415339
73.929792,49.707690,42.535238,34.075593,30.419901
75.349284,49.833447,42.632062,34.130894,30.452010
76.773778,49.935797,42.730898,34.180445,30.463516
78.190109,50.039017,42.810300,34.249743,30.519459
79.613444,50.107207,42.845151,34.266367,30.497793
81.037799,50.203869,42.930557,34.304119,30.527043
82.467939,50.286495,43.000827,34.348525,30.555596
83.877903,50.354554,43.058581,34.374688,30.531052
85.302778,50.442270,43.122740,34.414264,30.566777
86.728411,50.491796,43.192380,34.447026,30.564161
88.144789,50.569486,43.256750,34.485450,30.589472
89.568702,50.667020,43.337646,34.550801,30.623417
91.010528,50.743419,43.374558,34.544302,30.607148
92.426323,50.827366,43.467387,34.612631,30.656134
93.849775,50.948796,43.552705,34.637521,30.677988
95.273521,51.011257,43.585420,34.662567,30.695835
96.692173,51.044588,43.651241,34.685063,30.681962
98.111621,51.138504,43.705960,34.752248,30.707135
99.538125,51.152157,43.738740,34.757633,30.699147
100.960900,51.206970,43.770918,34.740381,30.693781
102.375810,51.250796,43.802767,34.805849,30.743140
103.807118,51.320722,43.875066,34.816154,30.717906
105.228315,51.420384,43.963121,34.896191,30.751893
106.644634,51.430551,43.971635,34.875960,30.756936
108.074563,51.463802,44.019335,34.888759,30.748099
109.491498,51.571007,44.065057,34.955966,30.787198
110.917643,51.579395,44.105994,34.975643,30.787615
112.333047,51.647306,44.160941,34.971983,30.799189
113.750268,51.733493,44.206071,34.982178,30.818724
115.170679,51.790878,44.253948,35.047459,30.830446
116.582340,51.852103,44.321028,35.063972,30.831838
118.007272,51.868398,44.315957,35.046883,30.801647
119.424610,51.929732,44.391251,35.098827,30.849883
120.851009,51.978600,44.408436,35.104414,30.825452
122.274213,52.007724,44.460493,35.146447,30.870630
123.691269,52.070502,44.509799,35.167340,30.885232
125.116747,52.109993,44.502629,35.158658,30.875549
126.540037,52.161227,44.556876,35.199260,30.891071
127.956851,52.218424,44.585230,35.218065,30.902643
129.382032,52.245862,44.612629,35.238648,30.913234
130.805459,52.290070,44.673241,35.259155,30.927912
132.224430,52.317729,44.695014,35.290052,30.920236
133.649522,52.335953,44.705414,35.306149,30.954515
135.066358,52.360653,44.721937,35.314278,30.926182
136.492024,52.378039,44.733735,35.337758,30.955886
137.910863,52.390081,44.748656,35.325922,30.954580
139.334914,52.413913,44.777341,35.343238,30.936442
140.759977,52.454732,44.794935,35.369874,30.953608
142.177418,52.489540,44.818122,35.390295,30.952480
143.601002,52.512067,44.882356,35.440173,30.963045
145.024927,52.533020,44.884287,35.410981,30.972430
146.442207,52.546481,44.928074,35.438194,30.974920
147.867906,52.572398,44.927852,35.462252,30.985790
149.287573,52.612636,44.993416,35.478213,31.022706
150.712420,52.656808,45.012173,35.483127,31.007320
152.136407,52.656491,45.024438,35.481425,30.999128
153.552026,52.655386,45.004436,35.480282,30.983177
154.976871,52.712349,45.061801,35.527297,31.031552
156.394170,52.720943,45.070973,35.516029,31.003995
157.819238,52.752239,45.096894,35.542908,31.001993
159.242663,52.770127,45.093026,35.549961,31.025758
160.660597,52.761620,45.129786,35.550781,31.048780
162.100523,52.796705,45.140227,35.581121,31.037789
163.519799,52.818552,45.166894,35.586316,31.027312
164.936138,52.827403,45.173181,35.595015,31.037017
166.369758,52.861004,45.192905,35.584429,31.024482
167.786826,52.883320,45.220947,35.622176,31.055648
169.212263,52.890647,45.244111,35.636628,31.042956
170.629753,52.905432,45.265406,35.638183,31.057935
172.055229,52.914481,45.288967,35.634720,31.061837
173.471289,52.934479,45.296235,35.649457,31.051284
174.900898,52.941562,45.320944,35.659992,31.066079
176.316503,52.975180,45.337093,35.672333,31.043860
177.742148,53.004321,45.392273,35.699279,31.091406
179.167969,53.001276,45.364027,35.677350,31.072043
180.583110,53.000687,45.345460,35.659795,31.039988
182.007594,53.041334,45.381773,35.683994,31.062105
183.425618,53.033713,45.392006,35.671527,31.051832
184.849371,53.083602,45.388738,35.709414,31.075747
186.269797,53.116647,45.439796,35.720712,31.088077
187.692415,53.168168,45.449870,35.730526,31.097060
189.116140,52.169220,44.807891,35.436235,30.888309
190.538638,51.054649,44.116032,35.179837,30.681335
191.955441,49.887668,43.428039,34.885080,30.490785
193.380606,48.788412,42.734895,34.553730,30.271294
194.803393,47.762475,42.099677,34.292534,30.096746
196.228815,46.809721,41.485813,33.999925,29.925816
197.645309,45.889997,40.894112,33.739585,29.764822
199.065770,45.023832,40.325686,33.472130,29.594421
200.489240,44.190930,39.782119,33.244647,29.469032
201.913806,43.418718,39.271889,32.988327,29.313733
203.334887,42.654486,38.768547,32.762415,29.178941
204.758968,41.954726,38.312126,32.531838,29.052519
206.176236,41.303358,37.864866,32.338511,28.955790
207.599787,40.671892,37.397923,32.109934,28.825486
209.025337,40.039433,36.982878,31.925822,28.705169
210.440646,39.494171,36.631303,31.759926,28.639939
211.859224,38.962692,36.283414,31.599794,28.533153
213.268116,38.438061,35.877728,31.401395,28.414852
214.693050,37.975787,35.571579,31.274548,28.375099
216.117673,37.480833,35.260349,31.089108,28.283416
217.534046,37.041876,34.931344,30.909462,28.165985
218.958819,36.624391,34.667672,30.821732,28.118226
220.385285,36.239523,34.368070,30.652579,28.057466
221.801607,35.821770,34.078317,30.514304,27.955674
223.221737,35.477306,33.829639,30.372617,27.895615
224.641926,35.153027,33.599026,30.268194,27.850699
226.067163,34.819539,33.357902,30.140306,27.793394
227.493382,34.531174,33.147404,30.053983,27.768103
228.910059,34.239368,32.957946,29.944419,27.707836
230.334331,33.930230,32.718961,29.813353,27.636698
231.758063,33.682574,32.571640,29.770858,27.621485
233.178239,33.451047,32.363103,29.627892,27.563580
234.599281,33.174991,32.147328,29.550520,27.502643
236.024377,32.942489,31.996944,29.430874,27.465875
237.440930,32.729832,31.815266,29.380478,27.431112
238.864081,32.529305,31.685015,29.308042,27.410096
240.289587,32.361051,31.557578,29.245418,27.384032
241.706694,32.103314,31.383514,29.124835,27.297464
243.133228,31.937554,31.236458,29.055560,27.287110
244.549458,31.767040,31.103147,28.965298,27.252907
245.973733,31.610454,31.006000,28.945278,27.246797
247.393019,31.460898,30.887710,28.863177,27.209150
248.817972,31.281543,30.719247,28.788780,27.146149
250.242284,31.150885,30.625924,28.748512,27.161680
251.658940,31.009049,30.517725,28.695185,27.131484
253.083636,30.891198,30.407624,28.633926,27.102193
254.506110,30.741726,30.310796,28.540924,27.081625
255.922701,30.630908,30.217943,28.483522,27.041766
257.348252,30.513397,30.121178,28.451494,27.015236
258.771435,30.410988,30.052973,28.400719,27.002078
260.197362,30.272202,29.922426,28.332035,26.972830
261.612655,30.190683,29.863097,28.306920,26.947178
263.036926,30.071445,29.769740,28.258374,26.925076
264.461466,29.987605,29.719231,28.231891,26.939092
265.877799,29.909440,29.640559,28.179487,26.919659
267.300757,29.804916,29.541079,28.143436,26.884912
268.724516,29.709745,29.501057,28.102833,26.865191
270.148035,29.651113,29.439152,28.087737,26.878973
271.564325,29.555248,29.346957,28.026922,26.848789
272.990074,29.476778,29.276343,27.989152,26.805795
274.434339,29.420412,29.223666,27.996362,26.835878
275.870767,29.321763,29.163969,27.925344,26.812736
277.286828,29.239420,29.078813,27.879064,26.785475
278.710443,29.166132,29.044039,27.833498,26.761730
280.134502,29.151355,29.004185,27.841022,26.766939
281.551786,29.052754,28.933882,27.791962,26.745761
282.977794,28.973512,28.849512,27.760931,26.731924
284.393633,28.898714,28.783521,27.701308,26.704367
285.819521,28.830101,28.728830,27.688400,26.692831
287.242477,28.767411,28.684712,27.650705,26.666257
288.659514,28.735304,28.654458,27.638081,26.676471
290.083923,28.692197,28.584390,27.614435,26.638778
291.508979,28.618029,28.563656,27.591330,26.649690
292.926844,28.572558,28.513067,27.569514,26.628297
294.347881,28.542067,28.472810,27.548740,26.620549
295.772323,28.453593,28.411754,27.494552,26.607790
297.196659,28.415162,28.378898,27.501227,26.615411
298.610965,28.360296,28.322633,27.432281,26.571539
300.034990,28.323098,28.306358,27.426691,26.576673
301.456605,28.281370,28.276255,27.431007,26.574930
302.882709,28.234528,28.228482,27.392933,26.558724
304.307150,28.204144,28.208329,27.389984,26.579104
305.722924,28.187237,28.168632,27.364662,26.569607
307.140627,28.119866,28.148242,27.352159,26.555216
308.574135,28.076188,28.085492,27.325185,26.508594
309.988517,28.023349,28.037772,27.251293,26.518597
311.409941,28.000105,28.024766,27.285799,26.533087
312.834894,27.964536,27.966863,27.241322,26.479671
314.259347,27.956958,27.943928,27.251442,26.508478
315.672870,27.866208,27.929502,27.199710,26.477204
317.097715,27.880319,27.912432,27.197063,26.481088
318.517986,27.843494,27.891899,27.189549,26.468895
319.939417,27.814737,27.838476,27.162152,26.490937
321.364520,27.770954,27.820298,27.158863,26.462437
322.789959,27.761900,27.809848,27.141407,26.462694
324.207089,27.731400,27.785868,27.144896,26.437713
325.636241,27.698032,27.765538,27.143651,26.462141
327.050436,27.685148,27.717740,27.098588,26.444090
