t   R1  R2  R3  R4
0                        300.1501062049862        300.1500623756828        300.14995290275385       300.1499086395171
1.5                      300.5837950052801        300.49413766391245       300.2989948991297        300.1921726671384
3                        300.9874345344855        300.8126606738675        300.43170379412857       300.22646995694464
4.5                      301.36530696887036       301.11034653131946       300.55459109435265       300.2591634649434
6                        301.7275540351959        301.39536727517816       300.6713879513041        300.29044077112525
7.5                      302.0479802634805        301.64649021500793       300.7718839159669        300.31792765479673
9                        302.36840649176503       301.8976131548378        300.8723798806298        300.3454145384683
10.5                     302.68883272004973       302.1487360946677        300.9728758452925        300.3729014221397
12                       302.9647748422571        302.36402686501714       301.0567320793378        300.39594418514565
13.5                     303.20342881672315       302.5492818462432        301.12664030389476       300.41526172935846
15                       303.4420827911892        302.73453682746936       301.1965485284517        300.43457927357116
16.5                     303.6807367656553        302.9197918086955        301.2664567530087        300.4538968177839
18                       303.9193907401214        303.1050467899216        301.3363649775656        300.4732143619966
19.5                     304.1580447145875        303.29030177114777       301.4062732021226        300.49253190620936
21                       304.3966986890537        303.4755567523739        301.47618142667955       300.5118494504221
22.5                     304.6268183906718        303.6540416409776        301.5432221768216        300.5303913490464
24                       304.7684919918658        303.7623637514943        301.580545464845         300.5408947388455
25.5                     304.9101655930596        303.870685862011         301.61786875286833       300.55139812864456
27                       305.05183919425355       303.97900797252777       301.65519204089173       300.5619015184436
28.5                     305.19351279544753       304.08733008304455       301.6925153289151        300.5724049082427
30                       305.3351863966414        304.1956521935612        301.7298386169385        300.58290829804173
31.5                     305.4768599978354        304.303974304078         301.7671619049619        300.5934116878407
33                       305.6185335990293        304.4122964145947        301.8044851929853        300.60391507763984
34.5                     305.76020720022325       304.52061852511144       301.8418084810086        300.61441846743884
36                       305.9018808014172        304.6289406356282        301.879131769032         300.62492185723795
37.5                     306.0435544026111        304.73726274614495       301.9164550570555        300.63542524703695
39                       306.185228003805         304.8455848566616        301.9537783450788        300.64592863683595
40.5                     306.32690160499897       304.95390696717845       301.9911016331021        300.65643202663506
42                       306.468575206193         305.0622290776951        302.0284249211256        300.6669354164341
43.5                     306.61024880738677       305.17055118821196       302.065748209149         300.67743880623317
45                       306.74168751129366       305.27087463274205       302.0999746259618        300.6870895229918
46.5                     306.82520828699245       305.33374977742625       302.1197020548345        300.6927481796072
48                       306.9087290626913        305.39662492211033       302.13942948370715       300.6984068362224
49.5                     306.9922498383901        305.45950006679453       302.15915691257976       300.70406549283763
51                       307.0757706140888        305.5223752114786        302.1788843414524        300.70972414945277
52.5                     307.15929138978765       305.5852503561627        302.198611770325         300.71538280606813
54                       307.24281216548644       305.64812550084685       302.2183391991976        300.7210414626833
55.5                     307.32633294118534       305.71100064553093       302.2380666280702        300.7267001192986
57                       307.409853716884         305.7738757902152        302.2577940569429        300.7323587759137
58.5                     307.49337449258286       305.8367509348992        302.2775214858156        300.73801743252903
60                       307.57689526828165       305.8996260795833        302.29724891468817       300.74367608914423
61.5                     307.66041604398043       305.96250122426744       302.3169763435608        300.7493347457595
63                       307.7439368196793        306.0253763689516        302.33670377243345       300.7549934023748
64.5                     307.82745759537806       306.0882515136357        302.35643120130607       300.76065205898993
66                       307.91097837107685       306.15112665831987       302.3761586301787        300.7663107156052
67.5                     307.9830625618538        306.2052381886304        302.39286775164817       300.7711184437696
69                       308.0232629401212        306.23491782432365       302.4011621979332        300.7735538865557
70.5                     308.0634633183886        306.2645974600168        302.4094566442183        300.7759893293419
72                       308.10366369665593       306.29427709571          302.41775109050343       300.77842477212795
73.5                     308.1438640749233        306.3239567314033        302.42604553678854       300.78086021491407
75                       308.18406445319056       306.3536363670965        302.4343399830736        300.7832956577002
76.5                     308.224264831458         306.3833160027898        302.44263442935875       300.78573110048643
78                       308.2644652097253        306.412995638483         302.4509288756438        300.7881665432726
